"Country or territory","Capital","Largest city (or metropolitan area)","Second largest city (or metropoitan area)","Source"
"Abkhazia","Sukhumi","Sukhumi","Gagra","[citation needed]"
"Afghanistan","Kabul","Kabul","Kandahar","[citation needed]"
"Akrotiri and Dhekelia (UK)","Episkopi Cantonment","Episkopi Cantonment","Ayios Nikolaos","[citation needed]"
"Åland Islands (Finland)","Mariehamn","Mariehamn","Jomala","[citation needed]"
"Albania","Tirana","Tirana","Durrës","[1]"
"Algeria","Algiers","Algiers","Oran","[2]"
"American Samoa (US)","Pago Pago","Tafuna","Nu'uuli","[3]"
"Andorra","Andorra la Vella","Andorra la Vella","Escaldes-Engordany","[4]"
"Angola","Luanda","Luanda","Huambo","[5]"
"Anguilla (UK)","The Valley","North Side","The Valley","[6]"
"Antigua and Barbuda","St. John's","St. John's","All Saints","[7]"
"Argentina","Buenos Aires","Buenos Aires","Córdoba","[8]"
"Armenia","Yerevan","Yerevan","Gyumri","[9]"
"Artsakh","Stepanakert","Stepanakert","Shusha",""
"Aruba (Netherlands)","Oranjestad","Oranjestad","Sint Nicolaas","[10]"
"Australia","Canberra","Sydney","Melbourne","[11]"
"Austria","Vienna","Vienna","Graz","[12]"
"Azerbaijan","Baku","Baku","Ganja","[13]"
"Bahamas","Nassau","Nassau","Freeport","[14]"
"Bahrain","Manama","Manama","Riffa","[15]"
"Bangladesh","Dhaka","Dhaka","Chittagong","[16]"
"Barbados","Bridgetown","Bridgetown","Speightstown","[17]"
"Belarus","Minsk","Minsk","Gomel","[18]"
"Belgium","Brussels","Brussels","Antwerp","[19]"
"Belize","Belmopan","Belize City","San Ignacio","[20]"
"Benin","Porto-Novo","Cotonou","Abomey-Calavi","[21]"
"Bermuda (UK)","Hamilton","St. George's","Hamilton","[22]"
"Bhutan","Thimphu","Thimphu","Phuntsholing","[23]"
"Bolivia","Sucre","Santa Cruz de la Sierra","El Alto","[24]"
"Bolivia","La Paz","Santa Cruz de la Sierra","El Alto","[24]"
"Bosnia and Herzegovina","Sarajevo","Sarajevo","Banja Luka","[25]"
"Botswana","Gaborone","Gaborone","Francistown","[26]"
"Brazil","Brasília","São Paulo","Rio de Janeiro","[27]"
"Brunei","Bandar Seri Begawan","Bandar Seri Begawan","Kuala Belait","[28]"
"Bulgaria","Sofia","Sofia","Plovdiv","[29]"
"Burkina Faso","Ouagadougou","Ouagadougou","Bobo-Dioulasso","[30]"
"Burundi","Gitega","Bujumbura","Muyinga","[31]"
"Cambodia","Phnom Penh","Phnom Penh","Siem Reap","[32]"
"Cameroon","Yaoundé","Douala","Yaoundé","[33]"
"Canada","Ottawa","Toronto","Montreal","[34]"
"Cape Verde","Praia","Praia","Mindelo","[35]"
"Cayman Islands (UK)","George Town","George Town","Bodden Town","[36]"
"Central African Republic","Bangui","Bangui","Bimbo","[37]"
"Chad","N'Djamena","N'Djamena","Moundou","[38]"
"Chile","Santiago","Santiago","Puente Alto","[39][40]"
"China, People's Republic of","Beijing","Shanghai","Beijing","[41]"
"Christmas Island (Australia)","Flying Fish Cove","Flying Fish Cove","Poon Saan",""
"Cocos (Keeling) Islands (Australia)","West Island","Bantam","West Island",""
"Colombia","Bogotá","Bogotá","Medellín","[42]"
"Comoros","Moroni","Moroni","Mutsamudu","[43]"
"Congo, Democratic Republic of the","Kinshasa","Kinshasa","Lubumbashi","[44]"
"Congo, Republic of the","Brazzaville","Brazzaville","Pointe-Noire","[45]"
"Cook Islands (New Zealand)","Avarua","Avarua","Amuri","[46]"
"Costa Rica","San José","San José","Alajuela","[47]"
"Côte d'Ivoire","Yamoussoukro","Abidjan","Bouaké","[48]"
"Croatia","Zagreb","Zagreb","Split","[49]"
"Cuba","Havana","Havana","Santiago de Cuba","[50]"
"Curaçao (Netherlands)","Willemstad","Willemstad","Sint Michiel","[51]"
"Cyprus","Nicosia","Nicosia","Limassol","[52]"
"Czech Republic","Prague","Prague","Brno","[53][54]"
"Czech Republic","Prague","Prague","Ostrava","[53][54]"
"Denmark","Copenhagen","Copenhagen","Aarhus","[55]"
"Djibouti","Djibouti","Djibouti","Ali Sabieh","[56]"
"Dominica","Roseau","Roseau","Portsmouth","[57]"
"Dominican Republic","Santo Domingo","Santo Domingo","Santiago de los Caballeros","[58]"
"East Timor","Dili","Dili","Dare","[59]"
"Ecuador","Quito","Quito","Guayaquil","[60]"
"Egypt","Cairo","Cairo","Alexandria","[61]"
"El Salvador","San Salvador","San Salvador","Santa Ana","[62]"
"Equatorial Guinea","Malabo","Bata","Malabo","[63]"
"Eritrea","Asmara","Asmara","Keren","[64]"
"Estonia","Tallinn","Tallinn","Tartu","[65]"
"Eswatini","Mbabane","Manzini","Mbabane","[66]"
"Ethiopia","Addis Ababa","Addis Ababa","Dire Dawa","[67]"
"Falkland Islands (UK)","Stanley","Stanley","Goose Green","[68]"
"Faroe Islands (Denmark)","Tórshavn","Tórshavn","Klaksvík","[69]"
"Fiji","Suva","Nasinu","Suva","[70]"
"Finland","Helsinki","Helsinki","Espoo","[71][72]"
"Finland","Helsinki","Helsinki","Tampere","[71][72]"
"France","Paris","Paris","Marseille","[73][74]"
"France","Paris","Paris","Lyon","[73][74]"
"French Guiana (France)","Cayenne","Cayenne","Saint-Laurent-du-Maroni","[75]"
"French Polynesia (France)","Papeete","Papeete","Mahina","[76]"
"Gabon","Libreville","Libreville","Port-Gentil","[77]"
"Gambia, The","Banjul","Serekunda","Brikama","[78]"
"Georgia","Tbilisi","Tbilisi","Batumi","[79]"
"Germany","Berlin","Berlin","Hamburg","[80][81]"
"Germany","Berlin","Rhine-Ruhr","Berlin",""
"Ghana","Accra","Accra","Kumasi","[82]"
"Gibraltar (UK)","Gibraltar","Gibraltar","","[83]"
"Greece","Athens","Athens","Thessaloniki","[84]"
"Greenland (Denmark)","Nuuk","Nuuk","Sisimiut","[85]"
"Grenada","St. George's","St. George's","Gouyave","[86]"
"Guam (US)","Hagåtña","Dededo","Yigo","[87]"
"Guatemala","Guatemala City","Guatemala City","Quetzaltenango","[88]"
"Guernsey (UK)","Saint Peter Port","Saint Peter Port","Vale","[89]"
"Guinea","Conakry","Conakry","Nzérékoré","[90]"
"Guinea-Bissau","Bissau","Bissau","Gabú","[91]"
"Guyana","Georgetown","Georgetown","Linden","[92]"
"Haiti","Port-au-Prince","Port-au-Prince","Gonaïves","[93]"
"Honduras","Tegucigalpa","Tegucigalpa","San Pedro Sula","[94]"
"Hungary","Budapest","Budapest","Debrecen","[95]"
"Iceland","Reykjavík","Reykjavík","Kópavogur","[96]"
"India","New Delhi","Mumbai","Delhi","[97]"
"Indonesia","Jakarta","Jakarta","Surabaya","[98][99]"
"Iran","Tehran","Tehran","Mashhad","[100][101]"
"Iraq","Baghdad","Baghdad","Basra","[102]"
"Ireland","Dublin","Dublin","Cork","[103]"
"Isle of Man (UK)","Douglas","Douglas","Onchan","[104]"
"Israel","Jerusalem","Jerusalem","Tel Aviv","[105][106]"
"Italy","Rome","Rome","Milan","[107][108]"
"Jamaica","Kingston","Kingston","Spanish Town","[109]"
"Japan","Tokyo","Tokyo","Yokohama","[110][111]"
"Japan","Tokyo","Tokyo","Osaka","[110][111]"
"Jersey (UK)","Saint Helier","Saint Helier","Saint Saviour","[112]"
"Jordan","Amman","Amman","Zarqa","[113]"
"Kazakhstan","Nur-Sultan","Almaty","Nur-Sultan","[114]/"
"Kenya","Nairobi","Nairobi","Mombasa","[115]"
"Kiribati","Tarawa","Betio","Bairiki","[116]"
"Korea, North","Pyongyang","Pyongyang","Hamhung","[117]"
"Korea, South","Seoul","Seoul","Busan","[118]"
"Kosovo","Pristina","Pristina","Prizren","[119]"
"Kuwait","Kuwait City","Kuwait City","Al Jahra","[120]"
"Kyrgyzstan","Bishkek","Bishkek","Osh","[121]"
"Laos","Vientiane","Vientiane","Pakxe","[122]"
"Latvia","Riga","Riga","Daugavpils","[123]"
"Lebanon","Beirut","Beirut","Tripoli","[124]"
"Lesotho","Maseru","Maseru","Teyateyaneng","[125]"
"Liberia","Monrovia","Monrovia","Gbarnga","[126]"
"Libya","Tripoli","Tripoli","Benghazi","[127]"
"Liechtenstein","Vaduz","Schaan","Vaduz","[128]"
"Lithuania","Vilnius","Vilnius","Kaunas","[129]"
"Luxembourg","Luxembourg City","Luxembourg City","Esch-sur-Alzette","[130]"
"Madagascar","Antananarivo","Antananarivo","Toamasina","[131]"
"Malawi","Lilongwe","Lilongwe","Blantyre","[132]"
"Malaysia","Kuala Lumpur","Kuala Lumpur","George Town","[133]"
"Maldives","Malé","Malé","Addu City","[134]"
"Mali","Bamako","Bamako","Sikasso","[135]"
"Malta","Valletta","Valletta","","[136]"
"Marshall Islands","Majuro","Ebeye","Rita","[137]"
"Mauritania","Nouakchott","Nouakchott","Nouadhibou","[138]"
"Mauritius","Port Louis","Port Louis","Beau Bassin-Rose Hill","[139]"
"Mayotte (France)","Mamoudzou","Mamoudzou","Koungou",""
"Mexico","Mexico City","Mexico City","Ecatepec","[140]"
"Federated States of Micronesia","Palikir","Weno","Palikir","[141]"
"Moldova","Chişinău","Chişinău","Tiraspol","[142]"
"Monaco","Monaco","Monte Carlo","La Condamine","[143]"
"Mongolia","Ulaanbaatar","Ulaanbaatar","Darkhan","[144]"
"Montenegro","Podgorica","Podgorica","Nikšić","[145]"
"Montserrat (UK)","Brades[Note 1]","Brades","Saint Peter's","[146]"
"Morocco","Rabat","Casablanca","Fez","[147]"
"Mozambique","Maputo","Matola","Beira","[148]"
