col0,col1,col2
29720,Arzamas,г. Арзамас
29721,Arzamasskiy rayon,Арзамасский район
29722,Balakhna,г. Балахна
29723,Balakhninskiy rayon,Балахнинский район
29724,Bogorodsk,г. Богородск
29725,Bogorodskiy rayon,Богородский район
29719,Ardatovskiy rayon,Ардатовский район
29726,Bol'sheboldinskiy rayon,Большеболдинский район
29727,Bol'shemurashkinskiy rayon,Большемурашкинский район
29728,Bor,г. Бор
29729,Borskiy rayon,Борский район
29730,Buturlinskiy rayon,Бутурлинский район
29731,Chkalovskiy rayon,Чкаловский район
29732,Dal'nekonstantinovskiy rayon,Дальнеконстантиновский район
29733,Diveevskiy rayon,Дивеевский район
29734,Gaginskiy rayon,Гагинский район
29735,Gorodets,г. Городец
29736,Gorodetskiy rayon,Городецкий район
29737,Knyagininskiy rayon,Княгининский район
29738,Koverninskiy rayon,Ковернинский район
29739,Krasnobakovskiy rayon,Краснобаковский район
29740,Krasnooktyabr'skiy rayon,Краснооктябрьский район
29741,Kstovo,г. Кстово
29742,Kstovskiy rayon,Кстовский район
29743,Kulebaki,"Сельские населенные пункты, подчиненные администрации г. Кулебаки"
29744,Kulebakskiy rayon,Кулебакский район
29745,Lukoyanovskiy rayon,Лукояновский район
29746,Lyskovskiy rayon,Лысковский район
29747,Navashinskiy rayon,Навашинский район
29748,Nizhniy Novgorod gorsovet,г. Нижний Новгород
29749,Pavlovo,г. Павлово
29750,Pavlovskiy rayon,Павловский район
29751,Perevozskiy rayon,Перевозский район
29752,Pervomayskiy rayon,Первомайский район
29753,Pil'ninskiy rayon,Пильнинский район
29754,Pochinkovskiy rayon,Починковский район
29755,Sechenovskiy rayon,Сеченовский район
29756,Semenovskiy rayon,Семеновский район
29757,Sergachskiy rayon,Сергачский район
29758,Shakhunskiy rayon,Шахунский район
29759,Sharangskiy rayon,Шарангский район
29760,Shatkovskiy rayon,Шатковский район
29761,Sosnovskiy rayon,Сосновский район
29762,Spasskiy rayon,Спасский район
29763,Tonkinskiy rayon,Тонкинский район
29764,Tonshaevskiy rayon,Тоншаевский район
29765,Urenskiy rayon,Уренский район
29766,Vachskiy rayon,Вачский район
29767,Vadskiy rayon,Вадский район
29768,Varnavinskiy rayon,Варнавинский район
29769,Vetluzhskiy rayon,Ветлужский район
29770,Volodarskiy rayon,Володарский район
29771,Vorotynskiy rayon,Воротынский район
29772,Voskresenskiy rayon,Воскресенский район
29773,Voznesenskiy rayon,Вознесенский район
29774,Vyksa,г. Выкса
29775,Vyksunskiy rayon,Выксунский район
