col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,602,C,,454,0,0.0,-100.00%,19_001,19.0,2.0,4.0,,
Adams,283,0,0.0,256,0,0.0,0.00%,19_002,19.0,2.0,4.0,,
Allamakee,"1,043",C,,920,0,0.0,-100.00%,19_003,19.0,2.0,4.0,,
Appanoose,945,0,0.0,822,0,0.0,0.00%,19_004,19.0,2.0,4.0,,
Audubon,459,0,0.0,423,C,,,19_005,19.0,2.0,4.0,,
Benton,"1,801",0,0.0,"1,864",0,0.0,0.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"11,096",0,0.0,"10,139",C,,,19_007,19.0,2.0,4.0,,
Boone,"1,936",C,,"1,897",C,,,19_008,19.0,2.0,4.0,,
Bremer,"2,175",0,0.0,"2,104",C,,,19_009,19.0,2.0,4.0,,
Buchanan,"1,736",C,,"1,403",0,0.0,-100.00%,19_010,19.0,2.0,4.0,,
Buena Vista,"1,852",C,,"1,734",C,,,19_011,19.0,2.0,4.0,,
Butler,"1,098",C,,853,0,0.0,-100.00%,19_012,19.0,2.0,4.0,,
Calhoun,801,0,0.0,574,C,,,19_013,19.0,2.0,4.0,,
Carroll,"1,723",C,,"1,393",0,0.0,-100.00%,19_014,19.0,2.0,4.0,,
Cass,"1,072",C,,841,C,,,19_015,19.0,2.0,4.0,,
Cedar,"1,366",0,0.0,"1,240",C,,,19_016,19.0,2.0,4.0,,
Cerro Gordo,"3,526",C,,"3,021",C,,,19_017,19.0,2.0,4.0,,
Cherokee,"1,000",0,0.0,722,C,,,19_018,19.0,2.0,4.0,,
Chickasaw,"1,011",0,0.0,837,C,,,19_019,19.0,2.0,4.0,,
Clarke,688,0,0.0,605,0,0.0,0.00%,19_020,19.0,2.0,4.0,,
Clay,"1,224",C,,"1,039",0,0.0,-100.00%,19_021,19.0,2.0,4.0,,
Clayton,"1,399",C,,"1,154",0,0.0,-100.00%,19_022,19.0,2.0,4.0,,
Clinton,"3,714",C,,"3,321",C,,,19_023,19.0,2.0,4.0,,
Crawford,"1,421",0,0.0,"1,336",C,,,19_024,19.0,2.0,4.0,,
Dallas,"2,816",C,,"3,622",C,,,19_025,19.0,2.0,4.0,,
Davis,643,0,0.0,623,C,,,19_026,19.0,2.0,4.0,,
Decatur,886,C,,764,0,0.0,-100.00%,19_027,19.0,2.0,4.0,,
Delaware,"1,536",6,391.0,"1,265",0,0.0,-100.00%,19_028,19.0,2.0,4.0,,
Des Moines,"3,124",0,0.0,"2,546",C,,,19_029,19.0,2.0,4.0,,
Dickinson,"1,020",0,0.0,849,0,0.0,0.00%,19_030,19.0,2.0,4.0,,
Dubuque,"7,075",C,,"6,911",0,0.0,-100.00%,19_031,19.0,2.0,4.0,,
Emmet,"1,039",0,0.0,876,0,0.0,0.00%,19_032,19.0,2.0,4.0,,
Fayette,"1,701",C,,"1,582",0,0.0,-100.00%,19_033,19.0,2.0,4.0,,
Floyd,"1,200",0,0.0,"1,139",0,0.0,0.00%,19_034,19.0,2.0,4.0,,
Franklin,847,0,0.0,700,0,0.0,0.00%,19_035,19.0,2.0,4.0,,
Fremont,557,0,0.0,503,0,0.0,0.00%,19_036,19.0,2.0,4.0,,
Greene,779,C,,608,C,,,19_037,19.0,2.0,4.0,,
Grundy,893,0,0.0,842,0,0.0,0.00%,19_038,19.0,2.0,4.0,,
Guthrie,761,0,0.0,708,0,0.0,0.00%,19_039,19.0,2.0,4.0,,
Hamilton,"1,128",C,,975,C,,,19_040,19.0,2.0,4.0,,
Hancock,961,0,0.0,698,0,0.0,0.00%,19_041,19.0,2.0,4.0,,
Hardin,"1,737",0,0.0,"1,363",C,,,19_042,19.0,2.0,4.0,,
Harrison,"1,119",C,,"1,047",C,,,19_043,19.0,2.0,4.0,,
Henry,"1,536",C,,"1,376",0,0.0,-100.00%,19_044,19.0,2.0,4.0,,
Howard,741,C,,629,0,0.0,-100.00%,19_045,19.0,2.0,4.0,,
Humboldt,832,0,0.0,588,0,0.0,0.00%,19_046,19.0,2.0,4.0,,
Ida,586,0,0.0,425,0,0.0,0.00%,19_047,19.0,2.0,4.0,,
Iowa,"1,070",0,0.0,"1,147",C,,,19_048,19.0,2.0,4.0,,
Jackson,"1,498",C,,"1,353",C,,,19_049,19.0,2.0,4.0,,
Jasper,"2,442",C,,"2,285",5,219.0,,19_050,19.0,2.0,4.0,,
Jefferson,"1,213",0,0.0,944,0,0.0,0.00%,19_051,19.0,2.0,4.0,,
Johnson,"10,933",C,,"10,920",C,,,19_052,19.0,2.0,4.0,,
Jones,"1,378",0,0.0,"1,303",0,0.0,0.00%,19_053,19.0,2.0,4.0,,
Keokuk,864,C,,708,C,,,19_054,19.0,2.0,4.0,,
Kossuth,"1,390",C,,"1,017",C,,,19_055,19.0,2.0,4.0,,
Lee,"2,638",C,,"2,371",5,211.0,,19_056,19.0,2.0,4.0,,
Linn,"13,891",7,50.0,"15,343",8,52.0,3.50%,19_057,19.0,2.0,4.0,,
Louisa,874,0,0.0,820,0,0.0,0.00%,19_058,19.0,2.0,4.0,,
Lucas,678,0,0.0,627,C,,,19_059,19.0,2.0,4.0,,
Lyon,917,C,,779,C,,,19_119,19.0,2.0,4.0,,
Madison,"1,031",C,,"1,005",C,,,19_121,19.0,2.0,4.0,,
Mahaska,"1,717",0,0.0,"1,553",C,,,19_123,19.0,2.0,4.0,,
Marion,"2,591",0,0.0,"2,674",C,,,19_125,19.0,2.0,4.0,,
Marshall,"2,889",0,0.0,"2,891",C,,,19_127,19.0,2.0,4.0,,
Mills,"1,100",C,,"1,050",C,,,19_129,19.0,2.0,4.0,,
Mitchell,785,0,0.0,744,C,,,19_131,19.0,2.0,4.0,,
Monona,671,C,,583,0,0.0,-100.00%,19_133,19.0,2.0,4.0,,
Monroe,558,0,0.0,540,0,0.0,0.00%,19_135,19.0,2.0,4.0,,
Montgomery,820,0,0.0,710,0,0.0,0.00%,19_137,19.0,2.0,4.0,,
Muscatine,"3,102",0,0.0,"3,013",C,,,19_139,19.0,2.0,4.0,,
O'Brien,"1,198",C,,887,C,,,19_141,19.0,2.0,4.0,,
Osceola,514,0,0.0,419,0,0.0,0.00%,19_143,19.0,2.0,4.0,,
Page,"1,254",C,,"1,113",0,0.0,-100.00%,19_145,19.0,2.0,4.0,,
Palo Alto,914,C,,665,0,0.0,-100.00%,19_147,19.0,2.0,4.0,,
Plymouth,"2,101",C,,"1,778",C,,,19_149,19.0,2.0,4.0,,
Pocahontas,633,C,,456,C,,,19_151,19.0,2.0,4.0,,
Polk,"25,121",11,44.0,"27,808",17,61.0,39.60%,19_153,19.0,2.0,4.0,,
Pottawattamie,"6,672",C,,"6,699",4,60.0,,19_155,19.0,2.0,4.0,,
Poweshiek,"1,626",C,,"1,587",C,,,19_157,19.0,2.0,4.0,,
Ringgold,430,0,0.0,296,C,,,19_159,19.0,2.0,4.0,,
Sac,830,0,0.0,610,C,,,19_161,19.0,2.0,4.0,,
Scott,"11,698",4,34.0,"11,046",6,54.0,58.90%,19_163,19.0,2.0,4.0,,
Shelby,997,0,0.0,798,0,0.0,0.00%,19_165,19.0,2.0,4.0,,
Sioux,"3,492",8,229.0,"3,090",0,0.0,-100.00%,19_167,19.0,2.0,4.0,,
Story,"9,090",C,,"9,609",C,,,19_169,19.0,2.0,4.0,,
Tama,"1,354",C,,"1,296",0,0.0,-100.00%,19_171,19.0,2.0,4.0,,
Taylor,527,C,,377,0,0.0,-100.00%,19_173,19.0,2.0,4.0,,
Union,969,0,0.0,867,0,0.0,0.00%,19_175,19.0,2.0,4.0,,
Van Buren,543,C,,508,0,0.0,-100.00%,19_177,19.0,2.0,4.0,,
Wapello,"2,646",0,0.0,"2,509",C,,,19_179,19.0,2.0,4.0,,
Warren,"3,317",C,,"3,530",0,0.0,-100.00%,19_181,19.0,2.0,4.0,,
Washington,"1,420",0,0.0,"1,454",0,0.0,0.00%,19_183,19.0,2.0,4.0,,
Wayne,469,C,,441,0,0.0,-100.00%,19_185,19.0,2.0,4.0,,
Webster,"3,277",C,,"2,985",C,,,19_187,19.0,2.0,4.0,,
Winnebago,"1,026",C,,765,0,0.0,-100.00%,19_189,19.0,2.0,4.0,,
Winneshiek,"2,259",C,,"2,058",0,0.0,-100.00%,19_191,19.0,2.0,4.0,,
Woodbury,"7,959",C,,"7,812",C,,,19_193,19.0,2.0,4.0,,
Worth,544,0,0.0,554,0,0.0,0.00%,19_195,19.0,2.0,4.0,,
Wright,"1,002",C,,849,0,0.0,-100.00%,19_197,19.0,2.0,4.0,,
State,"226,420",107,47.0,"216,837",117,54.0,14.20%,,19.0,2.0,4.0,,
Rural,"35,776",27,75.0,"30,371",27,89.0,17.80%,,,,,,IA_Rural_Counties
Small Urban,"87,109",47,54.0,"80,179",47,59.0,8.60%,,,,,,IA_Urban_Counties
Metropolitan,"103,535",33,32.0,"106,287",43,40.0,26.90%,,,,,,IA_Metropolitan_Counties
United States,"20,219,890","13,563",67.0,"22,040,343","11,180",51.0,-24.40%,,,,,US_National,
