col0,col1,col2,col3,col4
51490,Московская область,Московская,50,1
71950,Рязанская область,Рязанская,62,1
72169,Липецкая область,Липецкая,48,1
72180,Тамбовская область,Тамбовская,68,1
72181,Воронежская область,Воронежская,36,1
72182,Пензенская область,Пензенская,58,5
72192,Ульяновская область,Ульяновская,73,5
72193,Саратовская область,Саратовская,64,5
72194,Самарская область,Самарская,63,5
72195,Нижегородская область,Нижегородская,52,5
72196,Республика Мордовия,Республика Мордовия,13,5
72197,Владимирская область,Владимирская,33,1
72223,Курская область,Курская,46,1
72224,Орловская область,Орловская,57,1
77665,Волгоградская область,Волгоградская,34,3
77669,Оренбургская область,Оренбургская,56,5
77677,Башкортостан,Башкортостан,2,5
77687,Челябинская область,Челябинская,74,6
79374,Татарстан,Татарстан,16,5
79379,Свердловская область,Свердловская,66,6
80513,Чувашия,Чувашия,21,5
81993,Тульская область,Тульская,71,1
81994,Ярославская область,Ярославская,76,1
81995,Калужская область,Калужская,40,1
81996,Смоленская область,Смоленская,67,1
81997,Брянская область,Брянская,32,1
83184,Белгородская область,Белгородская,31,1
85606,Ростовская область,Ростовская,61,3
85617,Ивановская область,Ивановская,37,1
85963,Костромская область,Костромская,44,1
89331,Новгородская область,Новгородская,53,2
102269,Москва,Москва,77,1
103906,Калининградская область,Калининградская,39,2
108081,Ставропольский край,Ставропольский край,26,4
108082,Краснодарский край,Краснодарский край,23,3
108083,Республика Калмыкия,Республика Калмыкия,8,3
109876,Республика Дагестан,Республика Дагестан,5,4
109877,Чеченская республика,Чеченская республика,20,4
109878,Карачаево-Черкесская республика,Карачаево-Черкесская республика,9,4
109879,Кабардино-Балкарская республика,Кабардино-Балкарская республика,7,4
110032,Северная Осетия - Алания,Северная Осетия - Алания,15,4
112819,Астраханская область,Астраханская,30,3
115100,Кировская область,Кировская,43,5
115106,Вологодская область,Вологодская,35,2
115114,Марий Эл,Марий Эл,12,5
115134,Удмуртская республика,Удмуртская республика,18,5
115135,Пермский край,Пермский край,59,5
115136,Республика Коми,Республика Коми,11,2
140290,Курганская область,Курганская,45,6
140291,Тюменская область,Тюменская,72,6
140292,Омская область,Омская,55,7
140294,Новосибирская область,Новосибирская,54,7
140295,Томская область,Томская,70,7
140296,Ханты-Мансийский автономный округ - Югра,Ханты-Мансийский автономный округ - Югра,86,6
140337,Архангельская область,Архангельская,29,2
144763,Кемеровская область,Кемеровская,42,7
144764,Алтайский край,Алтайский край,22,7
145194,Республика Алтай,Республика Алтай,4,7
145195,Тыва,Тыва,17,7
145454,Иркутская область,Иркутская,38,7
145729,Бурятия,Бурятия,3,7
145730,Забайкальский край,Забайкальский край,75,7
147166,Амурская область,Амурская,28,8
147167,Еврейская автономная область,Еврейская автономная,79,8
151223,Хабаровский край,Хабаровский край,27,8
151225,Приморский край,Приморский край,25,8
151228,Магаданская область,Магаданская,49,8
151231,Чукотский автономный округ,Чукотский автономный округ,87,8
151233,Камчатский край,Камчатский край,41,8
151234,Республика Саха (Якутия),Республика Саха (Якутия),14,8
155262,Псковская область,Псковская,60,2
176095,Ленинградская область,Ленинградская,47,2
190090,Красноярский край,Красноярский край,24,7
190911,Республика Хакасия,Республика Хакасия,19,7
191706,Ямало-Ненецкий автономный округ,Ямало-Ненецкий автономный округ,89,6
253252,Ингушетия,Ингушетия,6,4
253256,Адыгея,Адыгея,1,3
274048,Ненецкий автономный округ,Ненецкий,83,2
337422,Санкт-Петербург,Санкт-Петербург,78,2
393980,Республика Карелия,Карелия,10,2
394235,Сахалинская область,Сахалинская,65,8
2095259,Тверская область,Тверская,69,1
2099216,Мурманская область,Мурманская,51,2
3788485,Севастополь,Севастополь,92,9
3795586,Республика Крым,Республика Крым,91,9
