col0,col1,col2,col3,col4,col5,col6,col7
CJUGSEND00,TS,1,,AGETXT,Age Text,3-4,
CJUGSEND00,TS,1,,AGEU,Age Unit,YEARS,
CJUGSEND00,TS,1,,SDESIGN,Study Design,DOSE ESCALATION,
CJUGSEND00,TS,1,,DOSDUR,Dosing Duration,P1D,
CJUGSEND00,TS,1,,EXPSTDTC,Experimental Start Date,2014-07-30,
CJUGSEND00,TS,1,,EXPENDTC,Experimental End Date,2014-09-25,
CJUGSEND00,TS,1,,GLPFL,GLP Flag,N,
CJUGSEND00,TS,1,,ROUTE,Route of Administration,ORAL GAVAGE,
CJUGSEND00,TS,1,,SNDIGVER,SEND Implementation Guide Version,SEND IMPLEMENTATION GUIDE VERSION 3.1,
CJUGSEND00,TS,1,,SNDCTVER,SEND Controlled Terminology Version,SEND Terminology 2017-09-29,
CJUGSEND00,TS,1,,SPECIES,Species,MONKEY,
CJUGSEND00,TS,1,,SPLRNAM,Test Subject Supplier,Example Supplier,
CJUGSEND00,TS,1,,SPLRLOC,Test Subject Supplier Site,,NI
CJUGSEND00,TS,1,,SPREFID,Sponsor's Study Reference ID,,
CJUGSEND00,TS,1,,SSPONSOR,Sponsoring Organization,Example Sponsor Inc.,
CJUGSEND00,TS,1,,STCAT,Study Category,SP,
CJUGSEND00,TS,1,TestFacility1,STDIR,Study Director,Taro Sendo,
CJUGSEND00,TS,1,,STRAIN,Strain/Substrain,CYNOMOLGUS,
CJUGSEND00,TS,1,,STSTDTC,Study Start Date,2014-07-29,
CJUGSEND00,TS,1,,STENDTC,Study End Date,2015-01-30,
CJUGSEND00,TS,1,,STITLE,Study Title,"Compound A: Effects on the Heart Rate, Blood Pressure, and the Electrocardiogram by Oral Administration in Conscious Monkeys",
CJUGSEND00,TS,1,,SSTYP,Study Type,CARDIOVASCULAR PHARMACOLOGY,
CJUGSEND00,TS,1,,TRT,Investigational Therapy or Treatment,Compound A,
CJUGSEND00,TS,1,TestFacility1,TFCNTRY,Test Facility Country,USA,
CJUGSEND00,TS,1,TestFacility1,TSTFLOC,Test Facility Location,"1000 Anywhere Street, Honolulu, HI 11111",
CJUGSEND00,TS,1,TestFacility1,TSTFNAM,Test Facility Name,Example Contract Lab Name,
CJUGSEND00,TS,1,,TRMSAC,Time to Terminal Sacrifice,P57D,
CJUGSEND00,TS,1,,MTHTRM,Method of Termination,,
CJUGSEND00,TS,1,,TRTCAS,Primary Treatment CAS Registry Number,,NAV
CJUGSEND00,TS,1,,TRTUNII,Primary Treatment Unique Ingredient ID,,NAV
CJUGSEND00,TS,1,,TRTV,Treatment Vehicle,0.5 w/v% methylcellulose solution,
CJUGSEND00,TS,1,,DIET,Basal Diet,Solid food,
CJUGSEND00,TS,1,,ENVTEMP,Environmental Temperature,23-29,
CJUGSEND00,TS,1,,ENVTEMPU,Environmental Temperature Units,C,
CJUGSEND00,TS,1,,FEEDREG,Feeding Regimen,"Approximately 108 g (approximately 12 g * 9 pieces), once a day",
CJUGSEND00,TS,1,,GLPTYP,Good Laboratory Practice Type,NONE,
CJUGSEND00,TS,1,,HOUSEGRP,Housing Group,Single-housed,
CJUGSEND00,TS,1,,HOUSETYP,Housing Type,Stainless steel caging,
CJUGSEND00,TS,1,,HUMIDT,Housing Humidity,30-70,
CJUGSEND00,TS,1,,HUMIDTU,Housing Humidity Units,%,
CJUGSEND00,TS,1,,IACUC,IACUC Number,IACUC00,
CJUGSEND00,TS,1,,IDMETH,Method of Identification,Tattoo,
CJUGSEND00,TS,1,,SLENGTH,Study Length,P185D,
CJUGSEND00,TS,1,,LIGHT,Light Cycle,12/12,
CJUGSEND00,TS,1,,SPLANSUB,Planned Number of Subjects,4,
CJUGSEND00,TS,1,,PCLASS,Pharmacologic Class,,MSK
CJUGSEND00,TS,1,,SRANDOM,Study Is Randomized,N,
CJUGSEND00,TS,1,,SEXPOP,Sex of Participants,M,
CJUGSEND00,TS,1,,WATER,Drinking Water,Tap water,
CJUGSEND00,TS,1,,WTRDLVRY,Water Delivery,Ad lib,
CJUGSEND00,TS,1,"Compound A, 0 mg/kg",DOSSTDTC,Start Date/Time of Dose Interval,2014-09-03,
CJUGSEND00,TS,2,"Compound A, 10 mg/kg",DOSSTDTC,Start Date/Time of Dose Interval,2014-09-10,
CJUGSEND00,TS,3,"Compound A, 30 mg/kg",DOSSTDTC,Start Date/Time of Dose Interval,2014-09-17,
CJUGSEND00,TS,4,"Compound A, 100 mg/kg",DOSSTDTC,Start Date/Time of Dose Interval,2014-09-24,
