col0,col1,col2,col3,col4,col5,col6,col7,col8
1.1,Search Patients,SearchPatients,PatientRegistration,,,,,
1.2,Print Patient Id,PrintPatientId,PatientRegistration,2.1.1,WhoDhiVerifyClientUniqueIdentity,,,
2.1,Capture Clinical Records,CaptureClinicalRecords,ClinicalServices,,,,,
2.2,Maintain Clinical Records,MaintainClinicalRecords,ClinicalServices,"2.2.2,2.2.3,2.2.4",WhoDhiManageClientsStructuredClinicalRecords;WhoDhiManageClientsUnstructuredClinicalRecords;WhoDhiRoutineHealthIndicatorDataCollectionAndManagement,,,
2.3,Create General Forms,CreateGeneralForms,ClinicalServices,"2.1.1,2.1.2",WhoDhiVerifyClientUniqueIdentity;WhoDhiEnrolClientForHealthServicesclinicalCarePlan,,,
2.4,Create Disease Specific Forms,CreateDiseaseSpecificForms,ClinicalServices,2.7.2,WhoDhiScheduleHealthcareProvidersActivities,,,
2.5,Capture Drug Prescriptions,CaptureDrugPrescriptions,ClinicalServices,"2.9.1,2.9.2,2.9.3",WhoDhiTransmitOrTrackPrescriptionOrders;WhoDhiTrackClientsMedicationConsumption;WhoDhiReportEffectsAdverseDrug,,,
2.6,Order Lab,OrderLab,ClinicalServices,2.10.2,WhoDhiTransmitDiagnosticOrdersDiagnosticResults,,,
2.7,Order Radiology,OrderRadiology,ClinicalServices,2.10.2,WhoDhiTransmitDiagnosticOrdersDiagnosticResults,,,
2.8,Order Investigation,OrderInvestigation,ClinicalServices,,,,,
2.9,Use Drug Prescription Templates,UseDrugPrescriptionTemplates,ClinicalServices,2.9.3,WhoDhiReportEffectsAdverseDrug,,,
3.1,Manage Patient Orders,ManagePatientOrders,Laboratory,"2.2.1,2.2.2,2.2.3,2.2.4",WhoDhiLongitudinalTrackingOfClientsHealthStatusAndServices;WhoDhiManageClientsStructuredClinicalRecords;WhoDhiManageClientsUnstructuredClinicalRecords;WhoDhiRoutineHealthIndicatorDataCollectionAndManagement,,,
3.2,Manage Samples,ManageSamples,Laboratory,2.10.1,WhoDhiTransmitToHealthcareProviderAndTrack,,,
3.3,Manage Tests,ManageTests,Laboratory,2.10.2,WhoDhiTransmitDiagnosticOrdersDiagnosticResults,,,
3.4,Display Laboratory Workload,DisplayLaboratoryWorkload,Laboratory,"2.10.1,2.10.2,2.10.3,2.10.4",WhoDhiTransmitToHealthcareProviderAndTrack;WhoDhiTransmitDiagnosticOrdersDiagnosticResults;WhoDhiCaptureFromDigitalDevices;WhoDhiTrackBiologicalSpecimens,,,
3.5,Send Samples For Referrals,SendSamplesForReferrals,InpatientManagement,2.4.3,WhoDhiTransmissionOfMedicalDataToHealthcareProvider,,,
4.1,Manage Patients Admissions,ManagePatientsAdmissions,InpatientManagement,,,,,
4.2,Perform Bed Assignments,PerformBedAssignments,InpatientManagement,,,,,
4.3,Track Ward Occupancy,TrackWardOccupancy,InpatientManagement,,,,,
5.1,Manage Stock,ManageStock,StockManagement,"3.2.1,3.2.2,3.2.3,3.2.5,3.2.6,3.6.1",WhoDhiManageInventoryAndDistributionOfHealthCommoditiesStockLevelsOf;WhoDhiNotifyHealthCommodities;WhoDhiMonitorColdchainSensitiveCommoditiesLicensedDrugs;WhoDhiManageOfCommodities;WhoDhiReportCounterfeitOrSubstandardDrugsByClients;WhoDhiMonitorStatusOfHealthEquipment,,,
5.2,Track Stock,TrackStock,StockManagement,,,,,
5.3,Reorder Stock,ReorderStock,StockManagement,"2.6.1,2.6.2,2.6.3",WhoDhiCoordinateEmergencyResponseAndTransport;WhoDhiManageReferralsBetweenPointsOfServiceWithinHealthSector;WhoDhiManageReferralsBetweenHealthAndOtherSectors,,,
5.4,Move Stock,MoveStock,StockManagement,,,,,
5.5,Monitor Stock Levels,MonitorStockLevels,StockManagement,"3.2.2,3.2.3,3.2.4,3.6.1",WhoDhiNotifyHealthCommodities;WhoDhiMonitorColdchainSensitiveCommoditiesLicensedDrugs;WhoDhiRegisterAndHealthCommoditiesProcurement;WhoDhiMonitorStatusOfHealthEquipment,,,
6.1,Manage Accurate Records,ManageAccurateRecords,Billing,"2.2.1,2.2.2",WhoDhiLongitudinalTrackingOfClientsHealthStatusAndServices;WhoDhiManageClientsStructuredClinicalRecords,,,
6.2,Maintain Accurate Records,MaintainAccurateRecords,Billing,2.2.4,WhoDhiRoutineHealthIndicatorDataCollectionAndManagement,,,
7.1,Perform Operational Reporting,PerformOperationalReporting,Reporting,,,,,
7.2,Clinical Reporting,ClinicalReporting,Reporting,"2.7.1,2.7.2",WhoDhiIdentifyClientsInNeedOfServices;WhoDhiScheduleHealthcareProvidersActivities,,,
7.3,Public Health Reporting,PublicHealthReporting,Reporting,"1.5.1,1.5.2",WhoDhiReportingOfHealthSystemFeedbackByClients;WhoDhiReportingOfPublicHealthEventsByClient,,,
