col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
Carne e Pesce,carne-pesce,,0,54,0,0,,0,1
Frutta e Verdura,frutta-verdura,,0,56,0,0,,0,3
Formaggi e Salumi,formaggi-salumi,,0,52,0,0,,0,4
"Latte, Burro e Yogurt",latte-burro-yogurt,,0,50,0,0,,0,6
Pane e Pasticceria,pane-pasticceria,,0,48,0,0,,0,8
Gastronomia,gastronomia,,0,17,0,0,,0,9
"Caffè, Tè e Zucchero",caffe-te-zucchero,,0,41,0,0,,0,10
"Colazione, Dolciumi e Snack",colazione-dolciumi-snack,,0,40,0,0,,0,11
"Pasta, Riso e Cereali",pasta-riso-cereali,,0,46,0,0,,0,12
Altre categorie...,altro,,0,32,0,0,,0,13
Surgelati e gelati,surgelati-gelati,,0,39,0,0,,0,15
"Acqua, Bibite e Alcolici",acqua-bibite-alcolici,,0,38,0,0,,0,16
Amici Animali,amici-animali,,0,33,0,0,,0,17
Bimbi e Infanzia,bimbi-infanzia,,0,34,0,0,,0,18
Igiene e Cura Personale,igiene-cura-personale,,0,37,0,0,,0,19
Pulizia della casa,pulizia-casa,,0,36,0,0,,0,20
Accessori casa e cucina,accessori-casa-cucina,,0,35,0,0,,0,21
Alluminio e Pellicole,alluminio-pellicole,,0,4,0,0,,0,22
Tessile e Casalinghi,tessile-casalinghi,,0,3,0,0,,0,23
Deodoranti e Candele,deodoranti-candele,,0,2,0,0,,0,24
Lampadine e Pile,lampadine-pile,,0,1,0,0,,0,25
Giardinaggio e Insetticidi,giardinaggio-insetticidi,,0,0,0,0,,0,26
"Sughi, Scatolame, Condimenti",sughi-scatolame-condimenti,,0,43,0,0,,0,27
Formaggi,2-alt-formaggi,57.0,1,4,0,0,,0,100595
Latte e latticini,2-alt-latte-latticini,57.0,1,3,0,0,,0,100596
Dessert e budini,2-alt-dessert-budini,57.0,1,2,0,0,,0,100597
Salumi,2-alt-salumi,57.0,1,1,0,0,,0,100598
Pasta,2-alt-pasta,58.0,1,3,0,0,,0,100599
Riso,2-alt-riso,58.0,1,2,0,0,,0,100600
Cereali e legumi,2-alt-cereali-legumi,58.0,1,1,0,0,,0,100601
Olio,2-alt-olio,59.0,1,4,0,0,,0,100602
"Aromi, spezie e sale",2-alt-aromi-spezie-sale,59.0,1,3,0,0,,0,100603
Salse e sughi,2-alt-salse-sughi,59.0,1,2,0,0,,0,100604
Sottoli e sottaceti,2-alt-sottoli-sottaceti,59.0,1,1,0,0,,0,100605
Caffè Macinato e in grani,2-alt-caffe-macinato-grani,60.0,1,3,0,0,,0,100606
"Caffè solubile, Orzo e cacao",2-alt-caffe-solubile-orzo,60.0,1,2,0,0,,0,100607
Capsule e cialde,2-alt-capsule-cialde,60.0,1,1,0,0,,0,100608
Tè,2-alt-te,61.0,1,3,0,0,,0,100609
Infusi,2-alt-infusi,61.0,1,2,0,0,,0,100610
Tisane,2-alt-tisane,61.0,1,1,0,0,,0,100611
Zucchero,2-alt-zucchero,62.0,1,4,0,0,,0,100612
Uova,2-alt-uova,62.0,1,3,0,0,,0,100613
Basi e preparati dolci,2-alt-basi-preparati,62.0,1,2,0,0,,0,100614
Frutta secca e disidratata,2-alt-frutta-secca,62.0,1,1,0,0,,0,100615
Biscotti e pasticceria,2-alt-biscotti-pasticceria,63.0,1,6,0,0,,0,100616
Snack dolci,2-alt-snack-dolci,63.0,1,5,0,0,,0,100617
Confetture e creme dolci,2-alt-confetture-creme,63.0,1,4,0,0,,0,100618
Cioccolato,2-alt-cioccolato,63.0,1,3,0,0,,0,100619
Caramelle,2-alt-caramelle,63.0,1,2,0,0,,0,100620
Snack salati,2-alt-snack-salati,63.0,1,1,0,0,,0,100621
Bevande analcoliche,2-alt-bevande-analcoliche,64.0,1,3,0,0,,0,100622
Succhi di frutta,2-alt-succhi-frutta,64.0,1,2,0,0,,0,100623
Alcolici,2-alt-alcolici,64.0,1,1,0,0,,0,100624
Viso,2-alt-viso,65.0,1,8,0,0,,0,100625
Corpo,2-alt-corpo,65.0,1,7,0,0,,0,100626
Bagnoschiuma e deodoranti,2-alt-bagnoschiuma-deodoranti,65.0,1,6,0,0,,0,100627
Saponi,2-alt-saponi,65.0,1,5,0,0,,0,100628
Capelli,2-alt-capelli,65.0,1,4,0,0,,0,100629
Igiene Orale,2-alt-igiene-orale,65.0,1,3,0,0,,0,100630
Cosmesi per il bimbo,2-alt-cosmesi-bimbo,65.0,1,2,0,0,,0,100631
Integratori e vitamine,2-alt-integratori-vitamine,65.0,1,1,0,0,,0,100632
Detersivi bucato e bagno,2-alt-detersivi-bucato,66.0,1,2,0,0,,0,100633
Detersivi superfici e stoviglie,2-alt-detersivi-superfici,66.0,1,1,0,0,,0,100634
Ricorrenze,2-alt-ricorrenze,67.0,1,1,0,0,,0,100635
Colombe,second-colombe,30.0,1,0,0,0,,0,100636
Lozioni e repellenti,2-lozioni-repellenti,19.0,1,0,0,0,22.0,0,100637
"Minestroni, Zuppe e Vellutate",minestroni-zuppe-vellutate,15.0,1,0,0,0,,0,100645
