col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
Candlestick,999,999,999,Buy,0.000525536779392,0.0466861934063764,1.9482479587479,999,1,1,1,Candlestick
ABABBBBCCBA,9270,5,323219,Buy,0.0,0.0344339890464089,2.54743083003953,206882,1,9,101,+STOCH+STOCHRSI
AAABBBBCCBA,5685,8,177786,Buy,7.55401e-05,0.0448522722418751,2.54743083003953,109826,1,9,101,+STOCH+STOCHRSI
ABABBBBBCBA,2220,0,79380,Buy,0.0,0.0329947259472104,7.0625,48412,1,8,93,+STOCHRSI
ABABBBACCBA,2184,0,62695,Buy,0.0,0.042472163848417,2.54743083003953,48673,1,9,101,+STOCH+STOCHRSI
AAABBBBBCBA,1816,0,59504,Buy,0.000173792144595,0.0445113710040536,7.0625,35308,1,8,93,+STOCHRSI
AAABBBACCBA,1762,1,43066,Buy,0.000332005,0.0512451031308343,7.0625,31377,1,9,101,+STOCH+STOCHRSI
ABACBBACCBA,1722,0,54362,Buy,0.0,0.061459527903509,7.0625,43469,1,16,125,+CMO+STOCH+STOCHRSI
AAACBBACCBA,1653,1,41696,Buy,0.0003156565656566,0.0714880915737428,1.85919540229885,31177,1,16,125,+CMO+STOCH+STOCHRSI
ABABBBBCBBA,1142,12,102100,Buy,0.0,0.0338097218921351,2.54743083003953,67802,1,12,108,+STOCH
AAABBBBCBBA,669,4,30050,Buy,0.000236686,0.0432632088848653,1.58349086326402,19587,1,12,108,+STOCH
BBABBBBBCBA,518,0,21603,Buy,0.0,0.0303239698166763,0.95475113122172,12453,1,8,93,+STOCHRSI
ABABBBACBBA,431,0,21943,Buy,0.000205044,0.0431265183911941,1.522831667117,17067,1,12,108,+STOCH
ABACBBACBBA,371,1,15971,Buy,0.0,0.0644752865296098,1.85919540229885,12375,1,17,93,+CMO+STOCH
AAABABBCCBA,358,0,9928,Buy,9.06372e-05,0.0424325096801857,1.58349086326402,6614,1,9,101,+STOCH+STOCHRSI
AABBBBBCCBA,347,9,22257,Buy,9.04322662326381e-05,0.0415541599074417,1.225,13156,1,9,101,+STOCH+STOCHRSI
AAABBBACBBA,337,0,9720,Buy,0.0004596010662744,0.0482312713483197,1.522831667117,7142,1,12,108,+STOCH
BAABBBBBCBA,299,1,11856,Buy,0.000200844,0.0401999370765782,1.05993690851735,6705,1,8,93,+STOCHRSI
AAACBBACBBA,289,0,8690,Buy,0.000340948,0.0711970392223531,1.85919540229885,6514,1,17,93,+CMO+STOCH
AAABABBBCBA,252,0,6790,Buy,0.000136054,0.0418148119331951,1.86091549295775,4287,1,8,93,+STOCHRSI
AAACBBABBBA,237,0,5195,Buy,0.0002492936679408,0.0700423155899266,1.85919540229885,3895,1,16,88,+CMO
ABACBBABBBA,230,0,5006,Buy,0.0,0.0620245643384371,1.78,3926,1,16,88,+CMO
AABBBBBBCBA,230,9,19855,Buy,0.000118245,0.0439846098473946,2.47560975609756,10931,1,8,93,+STOCHRSI
ABABBBABCBA,221,0,5452,Buy,0.000183486238532,0.0440198285546946,2.47560975609756,4215,1,8,93,+STOCHRSI
BBABBBBCCBA,214,0,13783,Buy,0.0,0.0326045687005226,7.0625,8014,1,9,101,+STOCH+STOCHRSI
ABABABBBCBA,209,0,6713,Buy,0.0003216911764705,0.032555498119557,2.47560975609756,4389,1,8,93,+STOCHRSI
BABBBBBBCBA,160,10,15486,Buy,9.04895484570709e-05,0.0408161435370436,1.78918918918919,7850,1,8,93,+STOCHRSI
BAABBBBCCBA,154,3,5327,Buy,0.000118301,0.0432000364185435,1.60993892282066,3080,1,9,101,+STOCH+STOCHRSI
AAACBBABCBA,107,0,2527,Buy,9.06618e-05,0.062511232662974,0.84,1947,1,17,85,+CMO+STOCHRSI
BBABABBBCBA,101,0,3643,Buy,0.000237135,0.029152989998613,0.71264367816092,2329,1,8,93,+STOCHRSI
AAABABACCBA,99,0,2202,Buy,0.0004155239757333,0.0519848486779021,1.18918918918919,1581,1,9,101,+STOCH+STOCHRSI
ABBCBBACBBA,98,1,9203,Buy,0.0,0.0695190912955266,1.78,6812,1,17,93,+CMO+STOCH
BABBBBBCCBA,97,13,8082,Buy,9.05223137503858e-05,0.04175873689076,1.49910233393178,4198,1,9,101,+STOCH+STOCHRSI
ABACBBABCBA,94,0,2244,Buy,0.0003156565656566,0.0643305653116101,7.0625,1740,1,17,85,+CMO+STOCHRSI
ABBCBBACCBA,93,0,5768,Buy,0.0,0.0670154948060876,1.11858974358974,4340,1,16,125,+CMO+STOCH+STOCHRSI
ABBBBBACCBA,87,1,6169,Buy,0.0,0.0458963244285929,1.02222222222222,4636,1,9,101,+STOCH+STOCHRSI
BAABABBBCBA,82,0,2978,Buy,0.000249501,0.0365589712095235,0.736666666666666,1816,1,8,93,+STOCHRSI
ABBCBBABBBA,73,2,5969,Buy,0.0,0.0736672029535317,7.0625,4419,1,16,88,+CMO
BBABBBBCBBA,73,0,5432,Buy,0.0,0.0306430676486807,1.03829787234043,3378,1,12,108,+STOCH
AAACABACCBA,69,0,1681,Buy,0.00124108,0.0838506730689994,7.0625,1235,1,16,125,+CMO+STOCH+STOCHRSI
AABBBBACBBA,69,3,4113,Buy,0.000577667379123,0.0538739381475548,1.17138364779874,2980,1,12,108,+STOCH
ABACABACCBA,69,0,1443,Buy,0.000501065,0.0674768260537387,1.85919540229885,1107,1,16,125,+CMO+STOCH+STOCHRSI
AABCBBABBBA,64,0,3015,Buy,0.0005952380952379,0.0823998837592028,7.0625,2118,1,16,88,+CMO
AABCBBACBBA,59,4,2942,Buy,0.000107181,0.0864763935607602,1.85919540229885,2077,1,17,93,+CMO+STOCH
AABBBBACCBA,46,1,2124,Buy,0.000747291,0.0559835109423381,0.676843910806175,1562,1,9,101,+STOCH+STOCHRSI
AABCBBACCBA,44,2,1999,Buy,0.000355661,0.0833368385026331,1.85919540229885,1473,1,16,125,+CMO+STOCH+STOCHRSI
AAACABABBBA,34,0,637,Buy,0.00162833,0.0660418992899677,0.760252365930599,486,1,16,88,+CMO
BBABABBCCBA,28,0,1314,Buy,0.0001357957631721,0.0298738298186755,0.54356846473029,830,1,9,101,+STOCH+STOCHRSI
BAABBBBCBBA,28,0,1262,Buy,0.000187547,0.0390534368340646,1.18918918918919,754,1,12,108,+STOCH
ABABABABCBA,21,0,506,Buy,0.00114943,0.0494336864520743,1.2906976744186,405,1,8,93,+STOCHRSI
AABBABBCCBA,19,0,869,Buy,0.00046184043413,0.0377790998311683,1.08036984352774,521,1,9,101,+STOCH+STOCHRSI
BBACBBACCBA,19,0,599,Buy,0.00023677,0.0379816783714291,0.577956989247312,450,1,16,125,+CMO+STOCH+STOCHRSI
ABACABABBBA,19,0,394,Buy,0.0015750984436527,0.0611697958656375,0.493897477624084,329,1,16,88,+CMO
BBABBBACCBA,17,0,727,Buy,9.05223137503858e-05,0.040526061495104,0.592156862745098,545,1,9,101,+STOCH+STOCHRSI
AAACABABCBA,16,0,270,Buy,0.00334033,0.069125149540118,1.18918918918919,214,1,17,85,+CMO+STOCHRSI
ABBBBBABCBA,12,0,813,Buy,0.0,0.0492973032833719,0.96027911969941,593,1,8,93,+STOCHRSI
BAABBBABCBA,10,0,371,Buy,0.0002711986982462,0.0550434993875346,0.568849922640537,272,1,8,93,+STOCHRSI
BAACBBABBBA,10,0,115,Buy,0.00181543,0.0874303047472831,1.10789210789211,93,1,16,88,+CMO
AABCBBABABA,8,1,777,Buy,0.0006775067750677,0.100771569859404,1.17138364779874,502,1,16,88,+CMO
BBACBBABCBA,8,0,198,Buy,0.000795997,0.0619881897789085,0.722416375436845,158,1,17,85,+CMO+STOCHRSI
BAACBBABCBA,6,0,130,Buy,0.00056257,0.0578003408383708,0.39214,101,1,17,85,+CMO+STOCHRSI
BBABABBCBBA,6,0,404,Buy,0.000236463,0.0238982345590107,0.162274618585298,249,1,12,108,+STOCH
BBBBBBACBBA,5,1,399,Buy,9.04977375566074e-05,0.0394571275734173,0.404580152671756,261,1,12,108,+STOCH
ABACABABCBA,5,0,179,Buy,0.00362319,0.0673552650763929,0.532352941176471,133,1,17,85,+CMO+STOCHRSI
BBBCBBACBBA,5,0,310,Buy,0.0,0.0620970917769368,0.577956989247312,176,1,17,93,+CMO+STOCH
AABCBBABCBA,5,0,248,Buy,9.06618e-05,0.0774528286471321,0.748100759696122,178,1,17,85,+CMO+STOCHRSI
BBACBBABBBA,4,0,164,Buy,0.0,0.0948857042740205,1.10789210789211,115,1,16,88,+CMO
BAACABABBAA,4,0,371,Buy,0.0007859575582918,0.0760560755621444,1.07142857142857,291,1,16,88,+CMO
ABBCCBABBBA,4,0,338,Buy,0.001964863615349,0.0923720824480917,7.0625,220,1,12,30,+CMO+MACD
AABBABBCBBA,3,0,258,Buy,0.00119048,0.0311308502814129,0.201509209154545,143,1,12,108,+STOCH
BBACABACCBA,3,0,100,Buy,0.000191571,0.045920582889387,0.362915074933882,77,1,16,125,+CMO+STOCH+STOCHRSI
BBBCBBABBBA,3,0,161,Buy,0.0004543389368469,0.0935386367242425,0.591549295774648,94,1,16,88,+CMO
BABBBBACBBA,2,0,53,Buy,0.00357143,0.0932547562109021,1.10789210789211,28,1,12,108,+STOCH
