col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
1.0,,,country,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/OBI_0001627,Country,Country in which study was conducted,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Country name,,variable,,,,score_five_country_dataset::country
2.0,,,school,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030145,School Id,School name or code,Household,School level information,http://purl.obolibrary.org/obo/EUPATH_0030143,School name or code,,variable,,,,score_five_country_dataset::school
3.0,,,ID,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant ID (unique),,variable,,,,score_five_country_dataset::ID
4.0,,,sex,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/PATO_0000047,Sex,Sex,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Sex of study participant,"M= Male, F=Female",variable,,,,score_five_country_dataset::sex
5.0,,,age,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/OBI_0001169,Age,Age in years,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Age of study participant,Years,variable,,,,score_five_country_dataset::age
24.0,,1.0,sm_mean_epg,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030155,Sample mean Schistosoma mansoni eggs per gram by microscopy,Average eggs per gram (epg) of S.mansoni for all recorded observations ,Sample,Schistosoma in stool,http://purl.obolibrary.org/obo/EUPATH_0030025,Eggs per gram (epg) of S. mansoni eggs from all available Kato-Katz (KK) tests for the participant,,variable,,,,score_five_country_dataset::sm_mean_epg
25.0,,3.0,sh_mean_epg,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030124,"Schistosoma haematobium (per 10 ml), by microscopy",Mean Schistosoma haematobium eggs counted on all filtrations of the urine sample,Sample,Schistosoma in urine,http://purl.obolibrary.org/obo/EUPATH_0030122,Eggs per gram (epg) of S. haematobium eggs from all available urine filtrations for the participant,,variable,,,,score_five_country_dataset::sh_mean_epg
26.0,,2.0,sm_positive,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030121,"Schistosoma mansoni, by microscopy",Binary flag to indicate S.mansoni infection through egg detection in Kato-Katz test,Sample,Schistosoma in stool,http://purl.obolibrary.org/obo/EUPATH_0030025,Binary flag to indicate S. mansoni infection through egg detection in KK,"0= negative, 1=positive",variable,,,,score_five_country_dataset::sm_positive
27.0,,4.0,sh_positive,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030123,"Schistosoma haematobium, by microscopy","Presence or absence of Schistosoma haematobium infection in this study participant, based on detection of at least one egg in the urine sample.",Sample,Schistosoma in urine,http://purl.obolibrary.org/obo/EUPATH_0030122,Binary flag to indicate S. haematobium infection through egg detection in urine,"0= negative, 1=positive",variable,,,,score_five_country_dataset::sh_positive
28.0,,5.0,cca_positive,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030157,"Schistosoma mansoni infection, by CCA",Binary flag to indicate S.mansoni infection through CCA,Sample,Schistosoma in urine,http://purl.obolibrary.org/obo/EUPATH_0030122,Binary flag to indicate positive CCA test for S. mansoni,"0= negative, 1=positive",variable,,,,score_five_country_dataset::cca_positive
29.0,,6.0,hemastix_positive,SCORE_Five_Country_dataset_NK10July2020,http://purl.obolibrary.org/obo/EUPATH_0030173,Hemastix test results,Binary flag to indicate positive hemastix test,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,Binary flag to indicate positive hemastix test,"0= negative, 1=positive",variable,,,,score_five_country_dataset::hemastix_positive
,,,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030143,School level information,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030025,Schistosoma in stool,,,Eukaryota in stool,http://purl.obolibrary.org/obo/EUPATH_0030117,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030122,Schistosoma in urine,,,Eukaryota in urine,http://purl.obolibrary.org/obo/EUPATH_0030125,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,,,,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030117,Eukaryota in stool,,,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030125,Eukaryota in urine,,,Urine microbiology test,http://purl.obolibrary.org/obo/EUPATH_0030101,,,,,,,
,,,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,,,,,
,,,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0030101,Urine microbiology test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
