col0,col1,col2,col3
conservation-area,,WKT,geometry
conservation-area,f3969617c89ddb64fee83ce19fb5628301f0e1f853159ee6057958693d806da7,id,name
conservation-area,bd5a54fc8d0377744c5f5c53d6235337e1e9b92aa8552de0e47b414b21d54e76,id,name
conservation-area,289ba18eaa6040f3f00d515fe5d0b6c8d0efa94ea4e069ecb8eb7a09013832a3,name_5,name
conservation-area,31ef72c931ce8e46d91f2815afa7e8a58f95bf96e85179ad71723bda8ce202a3,CONSERVATI,name
conservation-area,0b4284077da580a6daea59ee2227f9c7c55a9a45d57ef470d82418a4391ddf9a,details,name
conservation-area,5ac5fd73d1d44b3185952ead8e134d52686dfb98d07b24e7fd5a1453941165ba,POLICY_AND_SITE,name
conservation-area,f92d3042cbf2099d950733d3cbe2bfbfda4c154c8389ae08e8a65f2f7601708e,reference,name
conservation-area,f46f960e44ec42f41d500bb9586097bdcdb98ec0b6cf20d9dc47eb914b997e9a,INFO,name
conservation-area,65bbb8c0161e34e08b371ff6f5008298526ad271ee885752fe28e8b52b007b5b,text,name
conservation-area,b85206c928baa3c519e8d7f6f8c0ea378bfad2f8eeacc65b2a1c0be8250f1e9f,Description,name
conservation-area,,conservationarea,name
conservation-area,,cons_area,name
conservation-area,,conarea,name
conservation-area,,con_area_n,name
conservation-area,,ca_name,name
conservation-area,,conname,name
conservation-area,,charge_des,name
conservation-area,,location,name
conservation-area,,title,name
conservation-area,,s_name,name
conservation-area,,site_name,name
conservation-area,,sitename,name
conservation-area,,sac_name,name
conservation-area,,ufrm_gmsconstr_polyconname,name
conservation-area,,conservation_area_name,name
conservation-area,,inspireid_identifier_localid,name
conservation-area,5a098a0110b34b50162315d40d71bd62db9577a44702719aaa9328182835027d,gml_id,IGNORE
conservation-area,0b4284077da580a6daea59ee2227f9c7c55a9a45d57ef470d82418a4391ddf9a,gml_id,IGNORE
conservation-area,926130c38856c112ce2c67b5ef742a5e59a53772542a4eb44d433c2552fd0c26,gml_id,IGNORE
conservation-area,1eb168a7b080c36e8d4fe76ca9c7ad289dafab2bf9dff9171e5dee013b3ce1e2,gml_id,IGNORE
conservation-area,f371b704d21ccfe7b504048f0ff4fdcc434b849a9fb90193bee5c8712f603c12,gml_id,IGNORE
conservation-area,f3969617c89ddb64fee83ce19fb5628301f0e1f853159ee6057958693d806da7,gml_id,IGNORE
conservation-area,ea0b362c33ce972a2379e42ff1876599848a2c785708d39b12dde5e19480427f,gml_id,IGNORE
conservation-area,e6efbb94bde40d6af0921d80ea089e9c5a296ada743f7c5da6b85a020e9de4b8,gml_id,IGNORE
conservation-area,ae328a4f895e3773f138ebc81c8f3e008aca4004aa1d4146f3ea7e31e6a78759,gml_id,IGNORE
conservation-area,cb462731902b22a9e3f69fb54928180ca8d48d364bb4f8edd9fbedfa4541c4cd,gml_id,IGNORE
conservation-area,292ababefd38db91e5f0a1c766db1a6fd1e004b49b399ba5af18c2d6fdb238d9,gml_id,IGNORE
conservation-area,f46f960e44ec42f41d500bb9586097bdcdb98ec0b6cf20d9dc47eb914b997e9a,gml_id,IGNORE
conservation-area,17934a9db4021f3877b28ae80f03414d78fb56352f38c1ab2afeed8006ecaae6,gml_id,IGNORE
conservation-area,289ba18eaa6040f3f00d515fe5d0b6c8d0efa94ea4e069ecb8eb7a09013832a3,gml_id,IGNORE
conservation-area,bd5a54fc8d0377744c5f5c53d6235337e1e9b92aa8552de0e47b414b21d54e76,gml_id,IGNORE
conservation-area,13cdf05acfbb5ef5155b98e07350f36a2f51bfc0abd8c94be56b954441b8c828,gml_id,IGNORE
conservation-area,580b310c08a0bdbd3f07c0452a0a6b6abc4a851f6688d5e1216e09cffc70c560,gml_id,IGNORE
conservation-area,a8e8751a4415515b24f6761c15f37f92deb0a4101618354158a292546c2acfad,gml_id,IGNORE
conservation-area,f3a8133498d17799ab5e6c82b28bbe583a1d3ef5946582dc1a6c96e77e489199,gml_id,IGNORE
conservation-area,61a1993b7cf1c81fdfab7689b68228089f342f33ccd4504accfaa434510f8c3d,gml_id,IGNORE
conservation-area,b85206c928baa3c519e8d7f6f8c0ea378bfad2f8eeacc65b2a1c0be8250f1e9f,Name,geography
conservation-area,f617d13ef7ff061424ec50ed641f05779797ff03beb2cde6935f2a307c01ab44,layerreference,geography
conservation-area,,apas_code,geography
conservation-area,,CA_ref,geography
conservation-area,,CA_REF_NO,geography
conservation-area,,ref,geography
conservation-area,,PrefRef,geography
conservation-area,,planningsystemid,geography
conservation-area,,REFERENCE,geography
conservation-area,e1acccbd6a46963b7c34ea51d1255e28d605b35264a7a7d583121de641b54bbf,reference,reference
conservation-area,,conservati,geography
conservation-area,f617d13ef7ff061424ec50ed641f05779797ff03beb2cde6935f2a307c01ab44,borough,organisation
conservation-area,,id,geography
conservation-area,,code,geography
conservation-area,,objectid,geography
conservation-area,f3a8133498d17799ab5e6c82b28bbe583a1d3ef5946582dc1a6c96e77e489199,objectid,IGNORE
conservation-area,,KEYVAL,geography
conservation-area,,MI_PRINX,geography
conservation-area,,gml_id2,geography
conservation-area,,gml_id,geography
conservation-area,,ogc_fid,geography
conservation-area,,PRCONSTRNTREFVAL,geography
conservation-area,,type,geography
conservation-area,,firstupdateddate,start-date
conservation-area,,lastupdateddate,entry-date
conservation-area,,removeddate,entry-date
