col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,temp,pressure,humidity,temp_min,temp_max
2019-04-22 22:00:00,2019-04-22 22:00:00,75,1.29,103.85,1880252,Singapore,10000,803,Clouds,broken clouds,04n,1,60,27.53,1007,83,26,29
,time,cloudness,coord_x,coord_y,id,name,visibility,weather_id,weather_main,weather_description,weather_icon,wind_speed,temp,pressure,humidity,temp_min,temp_max,
