col0,col1,col2
02 Ardeont,o2-ardeont,True
123,123,False
1246,1246,False
Afreeca Freecs,afreeca-freecs,False
ahq e-Sports Club,ahq-e-sports-club,True
Alter Ego,alter-ego,True
Angry Titans,angry-titans,True
Anox,anox,False
ARC 6,arc-6,False
Ardeont,ardeont,True
Bazooka Puppiez,bazooka-puppiez,True
Black Dragons,black-dragons,True
Blank Blue,blank-blue,True
Blank Esports,blank-esports,True
Blossom,blossom,True
Boston Uprising,boston-uprising,True
Brasil Gaming House,brasil-gaming-house,True
British Hurricane,british-hurricane,True
Caverna E-Sports,caverna-e-sports,True
CIS hope,cis-hope,True
Cloud9,cloud9,False
Cloud9 KongDoo,cloud9-kongdoo,False
CompLexity Gaming,complexity-gaming,False
CONBOX,conbox,False
Copenhagen Flames,copenhagen-flames,True
Counter Logic Gaming,counter-logic-gaming,False
Dallas Fuel,dallas-fuel,True
Darksided,darksided,True
Dignitas,dignitas,False
Dogma Esports,dogma,True
Dose,dose,True
Eagle Gaming,eagle-gaming,True
Element Mystic,element-mystic,True
ENCE eSports,ence-esports,True
Encore Esports,encore-esports,True
EnVision eSports,envision,True
EnVyUs,envyus,False
eUnited,eunited,False
Evil Geniuses,evil-geniuses,False
FaZe,faze,True
Flash Lux,flash-lux,False
Flash Wolves,flash-wolves,True
Florida Mayhem,florida-mayhem,True
Fnatic,fnatic,False
FNRGFE,fnrgfe,False
Foxes,rx-foxes,True
FTD Club,ftd-club,False
Fusion University,fusion-university,True
GamersOrigin,gamersorigin,False
GC Busan,gc-busan,True
Gladiators Legion,gladiators-legion,True
Grizzlys,grizzlys,True
Hong Kong Attitude,hong-kong-attitude,True
Houston Outlaws,houston-outlaws,True
Immortals,immortals,False
Isurus Gaming,isurus-gaming,True
Jigsaw,jigsaw,True
Just W,just-w,True
Kanga Esports,kanga-esports,True
KongDoo Panthera,kongdoo-panthera,True
KongDoo Uncia,kongdoo-uncia,False
Kungarna,kungarna,True
Laser Kittenz,laser-kittenz,False
Last Night's Leftovers,last-nights-leftovers,True
LDLC,ldlc,False
Legacy Esports,legacy-esports,True
Legend Young Beyond,laoyinbi,True
LGD Gaming,lgd-gaming,True
Libalent Supreme,libalent-supreme,False
LinGan e-Sports,lingan-e-sports,True
London Spitfire,london-spitfire,True
Los Angeles Gladiators,los-angeles-gladiators,True
Los Angeles Valiant,los-angeles-valiant,True
Lucky Future,lucky-future,True
Lucky Future Zenith,lucky-future-zenith,True
Luminosity Gaming Evil,luminosity-gaming-evil,False
Luminosity Gaming Loyal,luminosity-gaming,False
Lunatic-Hai,lunatic-hai,True
LuxuryWatch Blue,luxurywatch-blue,False
LuxuryWatch Red,luxurywatch-red,False
Machi Esports,machi-esports,True
Masterminds GC,masterminds-gc,True
Mayhem Academy,mayhem-academy,True
MEGA Thunder,mega-thunder,True
Meta Athena,meta-athena,True
Meta Bellum,meta-bellum,True
Method,method,False
Miracle Team One,miracle-team-one,True
Miraculous Youngster,miraculous-youngster,False
Misfits,misfits,False
Surge Esports Club,moonlight,True
Mosaic eSports,mosaic-esports,True
Moss Seven Club,moss-seven-club,True
Movistar Riders,movistar-riders,False
MVP Space,mvp-space,True
New York Excelsior,new-york-excelsior,True
NGA,nga,False
Ninjas in Pyjamas,ninjas-in-pyjamas,False
NoCturnal Predators,nocturnal-predators,True
Nocturns Gaming,nocturns-gaming,True
NRG,nrg,True
Oh My God,oh-my-god,False
One Of Us,one-of-us,True
Optic Academy,optic-academy,True
Orgless & Hungry,orgless-hungry,True
Pain Gaming,pain-gaming,True
Philadelphia Fusion,philadelphia-fusion,True
Piece of Cake,piece-of-cake,True
Predators Esports,predators-esports,True
Renegades,renegades,True
Reunited,reunited,False
Rise Nation,rise-nation,False
Rogue,rogue,False
ROX Orcas,rox-orcas,False
RunAway,runaway,True
San Francisco Shock,san-francisco-shock,True
Scylla Esports,scylla-esports,True
Selfless Gaming,selfless-gaming,False
Seoul Dynasty,seoul-dynasty,True
SereNity,serenity,True
Seven,seven,True
Shanghai Dragons,shanghai-dragons,True
Simplicity,simplicity,True
Skadi's Gift,skadis-gift,True
Squid12324,squid12324,True
Super Number 1,super-number-1,True
Sydney Dropbears,sydney-dropbears,True
T1w,t1w,True
Tainted Minds,tainted-minds,True
Talon Esports,talon-esports,True
Team CC,team-cc,True
Team Gigantti,team-gigantti,True
Team Laffey,team-laffey,False
Team Liquid,team-liquid,False
Team Singularity,team-singularity,True
Tempo Storm,tempo-storm,False
That's A Disband,thats-a-disband,True
Those Guys,those-guys,True
Toronto Esports,toronto-esports,True
Keyd Gaming,up,True
Vici Gaming,vici-gaming,True
Vivi's Adventure,vivis-adventure,False
WGS,wgs-laurel-nine,True
Witchhunt,witchhunt,True
Battalion E-sports,ws-esports,True
X6-Gaming,x6-gaming,True
XL2 Academy,xl2-academy,True
YIKES!,yikes,False
Yoshimoto Encount,yoshimoto-encount,True
You Guys Get Paid?,you-guys-get-paid,False
Young And Beautiful,young-and-beautiful,True
Jam Gaming,jam-gaming,True
Hero Taciturn Panther,hero-taciturn-panther,True
DeToNator.KOREA,detonatorkorea,True
Chaos Theory,chaos-theory,True
Xavier Esports,xavier-young,True
LogitechG A Bang,logitechg-a-bang,True
OneShine Esports,oneshine-esports,True
Bazaar,bazaar,True
