col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
0,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",2,1,Stress,2,None,None,True,1,1,,2,None,1,,
1,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",7,3,Neuroticism,7,None,None,True,1,2,,7,None,1,,
2,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",8,2,Negative attributional style,8,None,None,True,1,2,,8,None,1,,
3,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",8,5,Dysfunctional believes,8,None,None,True,1,2,,8,None,1,,
4,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",8,4,Dysfunctional attitudes,8,None,None,True,1,2,,8,None,1,,
5,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",9,7,Negative emotionality,9,None,None,True,1,2,,9,None,1,,
6,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",7,6,Residual depressive symptoms,7,None,None,True,1,2,,7,None,1,,
7,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",9,9,Age,9,None,None,True,1,1,,9,None,1,,
8,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",8,8,Response style,8,None,None,True,1,2,,8,None,1,,
9,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",9,11,Baseline depression symptoms,9,None,None,True,1,1,,9,None,1,,
10,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",9,10,Sex,9,None,None,True,1,1,,9,None,1,,
11,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",4,13,Immunology markers,4,None,None,True,1,1,,4,None,1,,
12,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",8,12,Latent dysfunctional cognition,8,None,None,True,1,3,,8,None,1,,
13,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",2,15,C reactive protein,2,None,None,True,1,1,,2,None,1,,
14,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",3,14,Cortisol,3,None,None,True,1,1,,3,None,1,,
15,None,False,"{'color': 'black', 'multi': 'html', 'bold': True, 'size': 20}",9,16,Genetic disposition,9,None,None,True,1,1,,9,None,1,,
