col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
Adair,71.80%,70.90%,-1.30%,67.90%,78.30%,15.30%,19_001,19.0,2.0,4.0,,
Adams,78.30%,71.40%,-8.80%,76.90%,88.60%,15.20%,19_002,19.0,2.0,4.0,,
Allamakee,75.00%,75.80%,1.10%,72.50%,82.70%,14.10%,19_003,19.0,2.0,4.0,,
Appanoose,77.00%,74.60%,-3.10%,64.10%,76.10%,18.70%,19_004,19.0,2.0,4.0,,
Audubon,79.60%,78.10%,-1.90%,86.30%,87.60%,1.50%,19_005,19.0,2.0,4.0,,
Benton,76.90%,82.70%,7.50%,78.20%,78.10%,-0.10%,19_006,19.0,2.0,4.0,,
Black Hawk,69.70%,73.70%,5.70%,60.70%,68.50%,12.90%,19_007,19.0,2.0,4.0,,
Boone,80.40%,82.20%,2.20%,70.70%,79.00%,11.70%,19_008,19.0,2.0,4.0,,
Bremer,79.90%,86.10%,7.80%,81.80%,85.80%,4.90%,19_009,19.0,2.0,4.0,,
Buchanan,76.60%,79.60%,3.90%,65.50%,76.10%,16.20%,19_010,19.0,2.0,4.0,,
Buena Vista,67.50%,75.50%,11.90%,67.20%,70.20%,4.50%,19_011,19.0,2.0,4.0,,
Butler,79.00%,85.70%,8.50%,74.70%,76.20%,2.00%,19_012,19.0,2.0,4.0,,
Calhoun,82.30%,81.20%,-1.30%,77.70%,83.90%,8.00%,19_013,19.0,2.0,4.0,,
Carroll,76.30%,82.70%,8.40%,80.90%,79.00%,-2.30%,19_014,19.0,2.0,4.0,,
Cass,75.90%,81.20%,7.00%,72.70%,76.70%,5.50%,19_015,19.0,2.0,4.0,,
Cedar,82.30%,81.50%,-1.00%,79.80%,81.80%,2.50%,19_016,19.0,2.0,4.0,,
Cerro Gordo,74.00%,78.90%,6.60%,71.70%,75.70%,5.60%,19_017,19.0,2.0,4.0,,
Cherokee,79.90%,83.00%,3.90%,78.00%,78.40%,0.50%,19_018,19.0,2.0,4.0,,
Chickasaw,77.30%,79.70%,3.10%,82.60%,82.40%,-0.20%,19_019,19.0,2.0,4.0,,
Clarke,74.20%,77.40%,4.30%,60.20%,76.90%,27.70%,19_020,19.0,2.0,4.0,,
Clay,77.30%,78.20%,1.20%,77.10%,77.50%,0.50%,19_021,19.0,2.0,4.0,,
Clayton,71.40%,76.60%,7.30%,69.60%,74.50%,7.00%,19_022,19.0,2.0,4.0,,
Clinton,77.50%,79.00%,1.90%,69.30%,75.40%,8.80%,19_023,19.0,2.0,4.0,,
Crawford,83.10%,70.50%,-15.20%,79.50%,74.80%,-5.90%,19_024,19.0,2.0,4.0,,
Dallas,79.80%,87.50%,9.60%,78.80%,80.00%,1.50%,19_025,19.0,2.0,4.0,,
Davis,72.70%,77.40%,6.50%,64.70%,82.40%,27.40%,19_026,19.0,2.0,4.0,,
Decatur,69.50%,87.20%,25.50%,76.00%,75.00%,-1.30%,19_027,19.0,2.0,4.0,,
Delaware,81.40%,79.80%,-2.00%,81.50%,84.50%,3.70%,19_028,19.0,2.0,4.0,,
Des Moines,71.00%,77.70%,9.40%,65.60%,71.40%,8.80%,19_029,19.0,2.0,4.0,,
Dickinson,85.00%,89.40%,5.20%,77.30%,79.90%,3.40%,19_030,19.0,2.0,4.0,,
Dubuque,69.30%,78.20%,12.80%,70.50%,76.40%,8.40%,19_031,19.0,2.0,4.0,,
Emmet,77.20%,77.00%,-0.30%,73.30%,69.00%,-5.90%,19_032,19.0,2.0,4.0,,
Fayette,73.80%,83.00%,12.50%,74.90%,79.40%,6.00%,19_033,19.0,2.0,4.0,,
Floyd,76.60%,84.90%,10.80%,73.10%,76.20%,4.20%,19_034,19.0,2.0,4.0,,
Franklin,69.60%,80.20%,15.20%,72.60%,68.00%,-6.30%,19_035,19.0,2.0,4.0,,
Fremont,71.20%,71.50%,0.40%,63.50%,70.20%,10.60%,19_036,19.0,2.0,4.0,,
Greene,76.00%,81.20%,6.80%,69.40%,74.90%,7.90%,19_037,19.0,2.0,4.0,,
Grundy,84.90%,84.10%,-0.90%,78.50%,84.40%,7.50%,19_038,19.0,2.0,4.0,,
Guthrie,81.70%,79.30%,-2.90%,69.50%,75.90%,9.20%,19_039,19.0,2.0,4.0,,
Hamilton,82.20%,83.80%,1.90%,74.70%,85.70%,14.70%,19_040,19.0,2.0,4.0,,
Hancock,78.30%,78.50%,0.30%,72.40%,74.80%,3.30%,19_041,19.0,2.0,4.0,,
Hardin,74.50%,78.90%,5.90%,70.90%,77.60%,9.40%,19_042,19.0,2.0,4.0,,
Harrison,74.20%,79.10%,6.60%,66.50%,71.70%,7.80%,19_043,19.0,2.0,4.0,,
Henry,77.10%,81.30%,5.40%,71.50%,71.90%,0.60%,19_044,19.0,2.0,4.0,,
Howard,77.90%,79.60%,2.20%,76.20%,80.20%,5.20%,19_045,19.0,2.0,4.0,,
Humboldt,83.70%,83.70%,0.00%,80.10%,77.90%,-2.70%,19_046,19.0,2.0,4.0,,
Ida,79.70%,92.30%,15.80%,81.50%,87.10%,6.90%,19_047,19.0,2.0,4.0,,
Iowa,75.20%,83.60%,11.20%,70.50%,80.10%,13.60%,19_048,19.0,2.0,4.0,,
Jackson,78.00%,81.20%,4.10%,73.00%,72.90%,-0.10%,19_049,19.0,2.0,4.0,,
Jasper,77.30%,78.40%,1.40%,68.80%,73.40%,6.70%,19_050,19.0,2.0,4.0,,
Jefferson,83.00%,78.60%,-5.30%,78.90%,86.20%,9.30%,19_051,19.0,2.0,4.0,,
Johnson,80.10%,78.70%,-1.70%,80.60%,78.30%,-2.90%,19_052,19.0,2.0,4.0,,
Jones,78.70%,87.10%,10.70%,76.40%,77.80%,1.80%,19_053,19.0,2.0,4.0,,
Keokuk,74.30%,83.30%,12.10%,69.70%,75.20%,7.90%,19_054,19.0,2.0,4.0,,
Kossuth,81.30%,84.10%,3.40%,73.20%,82.20%,12.30%,19_055,19.0,2.0,4.0,,
Lee,69.40%,81.70%,17.70%,67.50%,71.00%,5.20%,19_056,19.0,2.0,4.0,,
Linn,75.40%,80.50%,6.80%,74.10%,79.60%,7.40%,19_057,19.0,2.0,4.0,,
Louisa,71.50%,77.00%,7.70%,56.70%,62.80%,10.80%,19_058,19.0,2.0,4.0,,
Lucas,73.70%,81.00%,9.90%,61.80%,85.20%,37.90%,19_059,19.0,2.0,4.0,,
Lyon,88.80%,90.00%,1.40%,77.60%,81.50%,5.00%,19_119,19.0,2.0,4.0,,
Madison,77.80%,77.50%,-0.40%,75.20%,75.10%,-0.10%,19_121,19.0,2.0,4.0,,
Mahaska,79.80%,81.20%,1.80%,66.10%,72.20%,9.20%,19_123,19.0,2.0,4.0,,
Marion,77.80%,84.00%,8.00%,72.60%,81.40%,12.10%,19_125,19.0,2.0,4.0,,
Marshall,69.80%,72.50%,3.90%,68.40%,72.90%,6.60%,19_127,19.0,2.0,4.0,,
Mills,72.10%,83.40%,15.70%,76.40%,75.40%,-1.30%,19_129,19.0,2.0,4.0,,
Mitchell,80.20%,75.70%,-5.60%,78.30%,83.00%,6.00%,19_131,19.0,2.0,4.0,,
Monona,79.70%,71.50%,-10.30%,78.40%,74.10%,-5.50%,19_133,19.0,2.0,4.0,,
Monroe,69.20%,78.30%,13.20%,63.30%,76.30%,20.50%,19_135,19.0,2.0,4.0,,
Montgomery,73.00%,75.00%,2.70%,75.70%,72.40%,-4.40%,19_137,19.0,2.0,4.0,,
Muscatine,75.20%,83.10%,10.50%,71.10%,77.90%,9.60%,19_139,19.0,2.0,4.0,,
O'Brien,83.70%,84.60%,1.10%,84.60%,84.80%,0.20%,19_141,19.0,2.0,4.0,,
Osceola,80.40%,77.10%,-4.10%,77.60%,83.60%,7.70%,19_143,19.0,2.0,4.0,,
Page,74.80%,76.80%,2.70%,69.80%,68.80%,-1.40%,19_145,19.0,2.0,4.0,,
Palo Alto,78.80%,79.00%,0.30%,76.00%,81.10%,6.70%,19_147,19.0,2.0,4.0,,
Plymouth,78.60%,80.10%,1.90%,77.50%,84.80%,9.40%,19_149,19.0,2.0,4.0,,
Pocahontas,78.90%,68.70%,-12.90%,80.50%,83.30%,3.50%,19_151,19.0,2.0,4.0,,
Polk,75.40%,75.70%,0.40%,70.60%,74.00%,4.80%,19_153,19.0,2.0,4.0,,
Pottawattamie,66.80%,73.60%,10.20%,64.60%,72.00%,11.50%,19_155,19.0,2.0,4.0,,
Poweshiek,80.50%,87.70%,8.90%,74.20%,78.70%,6.10%,19_157,19.0,2.0,4.0,,
Ringgold,83.50%,90.00%,7.80%,76.80%,83.00%,8.10%,19_159,19.0,2.0,4.0,,
Sac,84.40%,79.90%,-5.30%,76.00%,82.20%,8.20%,19_161,19.0,2.0,4.0,,
Scott,70.30%,77.30%,10.00%,62.30%,71.90%,15.40%,19_163,19.0,2.0,4.0,,
Shelby,82.70%,87.40%,5.70%,82.00%,84.30%,2.80%,19_165,19.0,2.0,4.0,,
Sioux,85.60%,84.50%,-1.30%,79.50%,82.60%,3.90%,19_167,19.0,2.0,4.0,,
Story,84.10%,86.10%,2.40%,81.10%,85.30%,5.20%,19_169,19.0,2.0,4.0,,
Tama,72.00%,72.90%,1.30%,72.10%,77.50%,7.50%,19_171,19.0,2.0,4.0,,
Taylor,79.50%,83.50%,5.00%,68.20%,77.20%,13.20%,19_173,19.0,2.0,4.0,,
