col0,col1,col2,col3
1,Aldgate,-0.0758875381415706,51.51182440250352
2,Angel,-0.1057727263809888,51.53408657688955
3,Avondale,-0.2170311940002392,51.51260740859947
4,Bank,-0.0896511773763728,51.51281854956653
5,Bankside,-0.0946010520584967,51.50654309350488
6,Barbican,-0.0957204405408835,51.52003881465649
7,Battersea,-0.1652262444038879,51.47268444951236
8,Battersea Park,-0.1492117903408475,51.47985776814308
9,Bayswater,-0.1849317251831326,51.51465486328872
10,Bermondsey,-0.0776216640513531,51.50106431565341
11,Bethnal Green,-0.0563253615188982,51.52801558326446
12,Blackwall,-0.0082909280797354,51.50766684353364
13,Bloomsbury,-0.1257775892242731,51.522606442902685
14,Borough,-0.0928750361526889,51.49961503342985
15,Bow,-0.0222879141261942,51.52736588558519
16,Brixton,-0.1154603568082949,51.46488159466902
17,Camden Town,-0.1391638885758302,51.53797793588126
18,Canary Wharf,-0.019112895620483,51.50332223959644
19,Chelsea,-0.1648476958929158,51.48805840899922
20,Clapham,-0.1712904050540833,51.46431488438166
21,Clerkenwell,-0.1130712188626387,51.526223189341216
22,Covent Garden,-0.1225716526012361,51.51516095896142
23,Cubitt Town,-0.0091018065493854,51.490211108916654
24,Earl's Court,-0.1925409705640502,51.49115850091866
25,Elephant & Castle,-0.1063554851365068,51.49637275806781
26,Euston,-0.1351614683256964,51.52774304988887
27,Finsbury,-0.1017523835515954,51.526941857047966
28,Fitzrovia,-0.1403762303047677,51.52012150885123
29,Fulham,-0.2142161009508235,51.47702505524732
30,Haggerston,-0.0687529755720248,51.53624157767327
31,Hammersmith,-0.2216318545849495,51.490325116479084
32,Holborn,-0.1117258745496039,51.518395339643504
33,Hoxton,-0.0849824643607606,51.53181343256338
34,Hyde Park,-0.1704359359500352,51.50594520901783
35,Kennington,-0.1131934364724454,51.485238729557885
36,Kensington,-0.1912879571235967,51.50081937904351
37,King's Cross,-0.1238160629921146,51.53406799099072
38,Knightsbridge,-0.1618856415725638,51.498408234842266
39,Ladbroke Grove,-0.2062694607991344,51.50694837924611
40,Limehouse,-0.0321418742597572,51.51189411534183
41,Liverpool Street,-0.0812862485310835,51.518757847009454
42,Marylebone,-0.1576488068131039,51.520272496828426
43,Mayfair,-0.1515130272290788,51.50937283360246
44,Mile End,-0.0333099573324298,51.52280963252335
45,Millwall,-0.0190656983208482,51.49432774301305
46,Notting Hill,-0.1954355023590386,51.51004027179368
47,Old Ford,-0.0277052631499526,51.53441806562794
48,Olympia,-0.2120234341102393,51.49666911768387
49,Olympic Park,-0.0172855989747339,51.54344734408471
50,Paddington,-0.1763409867017071,51.519812573816026
51,Parson's Green,-0.2032715569683435,51.46951537179705
52,Pimlico,-0.1394728745926025,51.48782155909444
53,Poplar,-0.016313036048331,51.514617326450974
54,Portobello,-0.2041987442318677,51.51875170191901
55,Putney,-0.209387524407156,51.461965501539126
56,Regent's Park,-0.1530811055438918,51.5301051399647
57,Sands End,-0.1869662507563602,51.47039472928144
58,Shadwell,-0.0543536175328851,51.50993611364404
59,Shepherd's Bush,-0.2175899715285209,51.50312397281865
60,Shoreditch,-0.0742585022808725,51.52421968744844
61,Soho,-0.1376093504155131,51.51393607863846
62,South Bank,-0.113564034782571,51.506300357512906
63,South Kensington,-0.1775618794800325,51.49438524242878
64,Southwark,-0.1046106154086653,51.50398692452764
65,St John's Wood,-0.1744458230911594,51.52815196968636
66,St Luke's,-0.0910985041281514,51.52602867957208
67,St Paul's,-0.1031477654518046,51.51267717905234
68,Stepney,-0.0476441521433599,51.51751899055286
69,Stockwell,-0.1224138027115545,51.47622032676177
70,Strand,-0.1186881477878077,51.5102010269286
71,Vauxhall,-0.1172535232734498,51.49161092577311
72,Victoria,-0.1443223912922135,51.49370797229316
73,Victoria Park,-0.0440865962612186,51.53670106580754
74,Walham Green,-0.1935193432992314,51.47831293693623
75,Walworth,-0.0947114896637529,51.492038469550174
76,Wandsworth,-0.190711178230063,51.460215165481415
77,Wandsworth Road,-0.1380794037569878,51.47197014180703
78,Wapping,-0.0664805110339969,51.50588675085717
79,Waterloo,-0.1148216374403774,51.50057746505164
80,West Chelsea,-0.1803736920902403,51.48252967797038
81,West End,-0.1317580211897348,51.50591292605085
82,West Kensington,-0.2085089317623927,51.485936473133016
83,Westminster,-0.1334126269643119,51.498177179436425
84,Whitechapel,-0.0653660717701945,51.51797614866559
