col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
CRSE_123456001_MUS-01,MUS-01,,,General Music,,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456001_PE-01,PE-01,,,Physical Education,,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456001_MATH-01,MATH-01,,,"Mathematics, Grade 1",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456001_ART-01,ART-01,,,"Art, Grade 1",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456001_SCI-01,SCI-01,,,"Science, Grade 1",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456001_WRITING,WRITING,,,Writing,,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456_SCI-01,SCI-01,,,"Science, Grade 1",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_123456_SCI-02,SCI-02,,,"Science, Grade 2",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_12346_WRITING,WRITING,,,Writing,,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
CRSE_12346_SCI-04,SCI-04,,,"Science, Grade 4",,uri://ed-fi.org/CourseLevelCharacteristicDescriptor,,,,,,,,,,,,,,,,,,,,,,,
