col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
48,42,p42,퀘소로시난테,만체고 치즈 3개월,스페인,"타파스, 핑거푸드, 샐러드",2,1,9,"6,800원",돈키호테가 사랑한 정통 스페인 치즈,https://img-cf.kurly.com/shop/data/goods/1552974896497l0.jpg
9,9,p9,zott,바질 모짜렐라 치즈,독일,"카프레제,파스타,피자",1,1,1,"4,600원",신선한 치즈와 향긋한 바질의 환상 궁합,https://img-cf.kurly.com/shop/data/goods/152663317697l0.jpg
8,8,p8,프란시아,리코타 치즈,이탈리아,"샐러드,크래커",1,1,3,"4,600원",매일매일 가볍고 신선하게,https://img-cf.kurly.com/shop/data/goods/1552973598931l0.jpg
73,59,p59,싱글톤,체더 치즈 2종,영국,"샐러드, 파스타, 와인, 스테이크",2,1,4,"7,200원","스낵, 안주, 요리, 어떻게 먹어도 맛있는 짭짤한 치즈",https://img-cf.kurly.com/shop/data/goods/159304911058l0.jpg
26,22,p22,벨지오이오소,리코타 치즈,이탈리아,"빵, 샐러드, 과일",1,1,3,"11,900원",담백하고 부드러운 치즈,https://img-cf.kurly.com/shop/data/goods/1584340058835l0.jpg
44,38,p38,프레지덩,쁘띠 까망베르,프랑스,"빵, 비스킷, 견과류, 와인",4,1,7,"5,130원",오랫동안 보관이 가능한 숙성치즈,https://img-cf.kurly.com/shop/data/goods/155591204450l0.jpg
40,34,p34,만토바,파르미지아노 레지아노 22개월,이탈리아,"와인,간식,피자",3,1,5,"5,900원",부담없이 신선하게 즐기는 프레쉬 치즈,https://img-cf.kurly.com/shop/data/goods/154882690843l0.jpg
33,29,p29,브리미,모짜렐라 로그,이탈리아,"피자, 샐러드, 파스타",1,1,1,"8,400원",슥슥 썰어 완성하는 근사한 요리!,https://img-cf.kurly.com/shop/data/goods/1528696887124l0.jpg
16,15,p15,콜롬보,리코타,이탈리아,"샐러드,카나페,파스타",1,1,3,"6,860원",몽글몽글 피어나는 우유의 풍미,https://img-cf.kurly.com/shop/data/goods/1487314206609l0.jpg
78,62,p62,캔토렐,블루 도베르뉴,프랑스,"샐러드, 크래커, 파스타, 스테이크",2,1,2,"7,500원",우아한 대리석 마블을 닮은 블루치즈,https://img-cf.kurly.com/shop/data/goods/1487737063792l0.jpg
47,41,p41,zott,바이에른탈러 에멘탈 치즈,독일,"샐러드, 샌드위치",3,1,10,"6,400원",맛도 모양도 매력 넘치는,https://img-cf.kurly.com/shop/data/goods/1587965094771l0.jpg
46,40,p40,푸글리제,리코타,이탈리아,"샐러드, 카나페, 라자냐, 파스타",1,1,3,"7,200원",이탈리아 피에몬테 지역의 신선한 원유를 그대로 담아낸 산뜻한 풍미,https://img-cf.kurly.com/shop/data/goods/1487323207431l0.jpg
14,13,p13,나투라 신체라,카우 모짜렐라,이탈리아,"샐러드,간식",1,1,1,"3,900원",신선하게 즐기는 생 모짜렐라,https://img-cf.kurly.com/shop/data/goods/1553161377131l0.jpg
71,58,p58,퀘소로시난테,만체고 치즈 6개월,스페인,"타파스, 핑거푸드, 샐러드, 샤퀴테리, 멤브리요, 와인, 맥주",3,1,9,"7,900원",6개월 숙성 스페인 정통 치즈,https://img-cf.kurly.com/shop/data/goods/1597801668720l0.jpg
75,60,p60,그랑도르즈,까망베르 2종,프랑스,"테이블치즈, 빵, 와인, 맥주",4,1,7,"11,900원",오감을 부드럽게 채우는 당신이 몰랐던 까망베르,https://img-cf.kurly.com/shop/data/goods/1477568051626l0.jpg
27,23,p23,앙트르몽,에멘탈 치즈,프랑스,"퐁듀,피자,샌드위치",3,1,10,"7,200원",이탈리아에서 만든 신선함을 그대로 간직한,https://img-cf.kurly.com/shop/data/goods/1511158446609l0.jpg
81,65,p65,페이장브레통,에멘탈 치즈 2종,프랑스,"샐러드, 빵, 샌드위치",6,1,10,"5,900원",송송 뚫린 구멍이 매력적인 치즈,https://img-cf.kurly.com/shop/data/goods/1602483910213l0.jpg
3,3,p3,브렐렛,모짜렐라 카우,이탈리아,"카프레제, 사퀘테리",1,1,1,"3,990원",이탈리아 브리미에서 제조된 신선한 모짜렐라!,https://img-cf.kurly.com/shop/data/goods/1546415956691l0.jpg
32,28,p28,카사로,모짜렐라 로그,미국,"카프레제 샐러드, 샌드위치, 샐러드, 마르게리타 피자",1,1,1,"15,900원",위스콘신에서 탄생한 신선한 치즈!,https://img-cf.kurly.com/shop/data/goods/153925004370l0.jpg
64,53,p53,암브로시,유기농 파르마지아노 레지아노,이탈리아,"와인, 맥주, 파스타, 리소토",3,1,5,"11,900원",유기농 우유로 만든 정교한 풍미,https://img-cf.kurly.com/shop/data/goods/155894449850l0.jpg
28,24,p24,브리미,리코타 치즈,이탈리아,"샐러드, 스프레드, 피자, 파스타, 라자냐",1,1,3,"8,240원",부드럽고 담백한 순백의 풍미!,https://img-cf.kurly.com/shop/data/goods/1591331546650l0.jpg
30,26,p26,파르네세,파르미지아노 레지아노,이탈리아,"파스타, 그라탕, 샐러드, 피자, 와인, 발사믹식초",3,1,5,"7,400원",이탈리아 숙성치즈의 깊은 맛,https://img-cf.kurly.com/shop/data/goods/1566382697740l0.jpg
