col0,col1,col2,col3
1,sapporo,札幌エリア,1
2,dounan,道南,1
3,doutou,道東,1
4,douhoku,道北,1
5,douou,道央,1
6,other_douou,道央 - そのほかの地域,1
7,aomori,青森エリア,2
8,morioka,盛岡エリア,3
9,other_morioka,その他岩手県（盛岡エリア以外）,3
10,sendai,仙台エリア,5
11,other_sendai,その他宮城県（仙台エリア以外）,5
12,akita,秋田エリア,4
13,yamagata,山形エリア,6
14,nara,奈良エリア,29
15,koriyama,郡山エリア,7
16,other_koriyama,その他福島県（郡山エリア以外）,7
17,ibaraki,茨城エリア,8
18,utsunomiya,宇都宮エリア,9
19,other_utsunomiya,その他栃木県（宇都宮エリア以外）,9
20,takasaki,高崎エリア,10
21,other_takasaki,その他群馬県（高崎エリア以外）,10
22,saitama,さいたまエリア,11
23,other_saitama,その他埼玉県（さいたまエリア以外）,11
24,chiba,千葉エリア,14
25,other_chiba,その他千葉県（千葉エリア以外）,14
26,city_center_east,六本木・有楽町・水道橋エリア（都心部東部）,12
27,city_center_west,新宿・渋谷・代々木エリア（都心部西部）,12
28,23_east,秋葉原・国際展示場・船堀エリア（23区東部）,12
29,23_south,品川・五反田・汐留エリア（23区南部）,12
30,23_west,中野・杉並・練馬エリア（23区西部）,12
31,23_north,池袋・板橋エリア（23区北部）,12
32,23_other,立川・八王子・町田エリア（多摩エリア）,12
33,other_tokyo,その他東京都,12
34,yokohama,横浜エリア,13
35,kawasaki,川崎エリア,13
36,sagamihara,相模原エリア,13
37,other_yokohama,その他神奈川県（横浜、川崎、相模原以外）,13
38,nigata,新潟エリア,17
39,other_nigata,その他新潟県（新潟エリア以外）,17
40,toyama,富山エリア,19
41,other_toyama,その他富山県（富山エリア以外）,19
42,mie,三重エリア,24
43,kanazawa,金沢エリア,18
44,other_kanazawa,その他石川県（金沢エリア以外）,18
45,fukui,福井エリア,20
46,yamanashi,山梨エリア,15
47,nagano,長野エリア,16
48,other_nagano,その他長野県（長野エリア以外）,16
49,gifu,岐阜エリア,23
50,shizuoka,静岡エリア,22
51,hamamatsu,浜松エリア,22
52,other_shizuoka,その他静岡県（静岡、浜松エリア以外）,22
53,nagoya,名古屋エリア,21
54,other_nagoya,その他愛知県（名古屋エリア以外）,21
55,shiga,滋賀エリア,28
56,kyoto,京都エリア,27
57,other_kyoto,その他京都府（京都エリア以外）,27
58,osaka,大阪エリア,25
59,sakai,堺エリア,25
60,other_osaka,その他大阪府（大阪、堺エリア以外）,25
61,kobe,神戸エリア,26
62,other_kobe,その他兵庫県（神戸エリア以外）,26
63,wakayama,和歌山エリア,30
64,other_hokkaido,その他北海道（札幌エリア以外）,30
65,tottori,鳥取エリア,38
66,shimane,島根エリア,37
67,miyazaki,宮崎エリア,45
68,okayama,岡山エリア,35
69,other_okayama,その他岡山県（岡山エリア以外）,35
70,hiroshima,広島エリア,36
71,other_hiroshima,その他広島県（広島エリア以外）,36
72,yamaguchi,山口エリア,39
73,tokushima,徳島エリア,34
74,takamatsu,高松エリア,32
75,other_takamatsu,その他香川県（高松エリア以外）,32
76,matusyama,松山エリア,31
77,other_matsuyama,その他愛媛県（松山エリア以外）,31
78,kouchi,高知エリア,33
79,kitakyushu,北九州エリア,40
80,fukuoka,福岡エリア,40
81,other_fukuoka,その他福岡県（福岡、北九州エリア以外）,40
82,saga,佐賀エリア,41
83,nagasaki,長崎エリア,42
84,kumamoto,熊本エリア,43
85,other_kumamoto,その他熊本県（熊本エリア以外）,43
86,ooita,大分エリア,44
87,kagoshima,鹿児島エリア,46
88,okinawa,沖縄エリア,47
