col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"8,243",74,0.90%,"7,506",44,0.60%,-34.70%,19_001,19.0,2.0,4.0,,
Adams,"4,482",43,1.00%,"4,040",25,0.60%,-35.50%,19_002,19.0,2.0,4.0,,
Allamakee,"14,675",97,0.70%,"14,538",236,1.60%,145.60%,19_003,19.0,2.0,4.0,,
Appanoose,"13,721",491,3.60%,"12,850",292,2.30%,-36.50%,19_004,19.0,2.0,4.0,,
Audubon,"6,830",64,0.90%,"6,033",27,0.40%,-52.20%,19_005,19.0,2.0,4.0,,
Benton,"25,308",267,1.10%,"26,532",208,0.80%,-25.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"128,012","4,235",3.30%,"128,347","2,490",1.90%,-41.40%,19_007,19.0,2.0,4.0,,
Boone,"26,224",212,0.80%,"26,349",306,1.20%,43.70%,19_008,19.0,2.0,4.0,,
Bremer,"23,325",201,0.90%,"23,690",92,0.40%,-54.90%,19_009,19.0,2.0,4.0,,
Buchanan,"21,093",260,1.20%,"21,032",167,0.80%,-35.60%,19_010,19.0,2.0,4.0,,
Buena Vista,"20,411",259,1.30%,"19,702",205,1.00%,-18.00%,19_011,19.0,2.0,4.0,,
Butler,"15,305",161,1.10%,"14,644",149,1.00%,-3.30%,19_012,19.0,2.0,4.0,,
Calhoun,"11,115",126,1.10%,"9,887",55,0.60%,-50.90%,19_013,19.0,2.0,4.0,,
Carroll,"21,421",170,0.80%,"20,926",107,0.50%,-35.60%,19_014,19.0,2.0,4.0,,
Cass,"14,684",220,1.50%,"13,840",163,1.20%,-21.40%,19_015,19.0,2.0,4.0,,
Cedar,"18,187",166,0.90%,"18,079",140,0.80%,-15.20%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"46,447",619,1.30%,"43,786",499,1.10%,-14.50%,19_017,19.0,2.0,4.0,,
Cherokee,"13,035",157,1.20%,"11,552",74,0.60%,-46.80%,19_018,19.0,2.0,4.0,,
Chickasaw,"13,095",160,1.20%,"12,121",97,0.80%,-34.50%,19_019,19.0,2.0,4.0,,
Clarke,"9,133",163,1.80%,"9,032",108,1.20%,-33.00%,19_020,19.0,2.0,4.0,,
Clay,"17,372",212,1.20%,"16,691",227,1.40%,11.40%,19_021,19.0,2.0,4.0,,
Clayton,"18,678",100,0.50%,"17,566",92,0.50%,-2.20%,19_022,19.0,2.0,4.0,,
Clinton,"50,149","1,372",2.70%,"48,942",946,1.90%,-29.30%,19_023,19.0,2.0,4.0,,
Crawford,"16,942",238,1.40%,"16,415",262,1.60%,13.60%,19_024,19.0,2.0,4.0,,
Dallas,"40,750",252,0.60%,"59,930",402,0.70%,8.50%,19_025,19.0,2.0,4.0,,
Davis,"8,541",91,1.10%,"8,569",64,0.70%,-29.90%,19_026,19.0,2.0,4.0,,
Decatur,"8,689",161,1.90%,"8,409",114,1.40%,-26.80%,19_027,19.0,2.0,4.0,,
Delaware,"18,404",207,1.10%,"17,301",155,0.90%,-20.30%,19_028,19.0,2.0,4.0,,
Des Moines,"42,351","1,291",3.00%,"40,629",981,2.40%,-20.80%,19_029,19.0,2.0,4.0,,
Dickinson,"16,424",130,0.80%,"16,775",120,0.70%,-9.60%,19_030,19.0,2.0,4.0,,
Dubuque,"89,143","1,293",1.50%,"92,724","1,352",1.50%,0.50%,19_031,19.0,2.0,4.0,,
Emmet,"11,027",111,1.00%,"10,457",110,1.10%,4.50%,19_032,19.0,2.0,4.0,,
Fayette,"22,008",458,2.10%,"20,273",262,1.30%,-37.90%,19_033,19.0,2.0,4.0,,
Floyd,"16,900",301,1.80%,"16,183",202,1.20%,-29.90%,19_034,19.0,2.0,4.0,,
Franklin,"10,704",94,0.90%,"10,477",82,0.80%,-10.90%,19_035,19.0,2.0,4.0,,
