col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
Bossiaea grayi,https://id.biodiversity.org.au/node/apni/2910201,Bossiaea grayi,Fabaceae,,Endangered,Murrumbidgee Bossiaea,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Aprasia parapulchella,urn:lsid:biodiversity.org.au:afd.taxon:0d74fa05-7039-4f1e-9147-ca3927124532,Aprasia parapulchella,Pygopodidae,,Vulnerable,,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Pseudophryne pengilleyi,urn:lsid:biodiversity.org.au:afd.taxon:cc5315bf-6682-44d9-809c-139afaddf7c8,Pseudophryne pengilleyi,Myobatrachidae,,Critically endangered,,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Mastacomys fuscus,urn:lsid:biodiversity.org.au:afd.taxon:d71168ec-1151-4cdc-a95d-6182179e25e4,Mastacomys fuscus,Muridae,,Vulnerable,Broad-toothed rat,Threatened Species Conservation Act 1995,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Prasophyllum petilum,https://id.biodiversity.org.au/node/apni/2899002,Prasophyllum petilum,Orchidaceae,,Endangered,A leek orchid,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Pseudomys fumeus,urn:lsid:biodiversity.org.au:afd.taxon:c8ba3449-d6f3-405a-9c8a-7b4db471c52a,Pseudomys fumeus,Muridae,,Endangered,,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Keyacris scurra,urn:lsid:biodiversity.org.au:afd.taxon:0aa4d63d-c3cc-4561-a880-921efa9266ce,Keyacris scurra,Morabidae,,Rare,Key Matchstick Grasshopper,,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Maccullochella macquariensis,urn:lsid:biodiversity.org.au:afd.taxon:1697dd30-7656-4450-a92e-b4c74b62cebc,Maccullochella macquariensis,Percichthyidae,,Endangered,Trout Cod,ACT Nature Conservation Act 2014,High,1km,All coordinates randomised to 0.01 degree (approx 1000m),Disturbance and legal targeting
Muehlenbeckia tuggeranong,https://id.biodiversity.org.au/node/apni/2896218,Muehlenbeckia tuggeranong,Polygonaceae,,Endangered,Tuggeranong Lignum,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Lepidium ginninderrense,https://id.biodiversity.org.au/taxon/apni/51269792,Lepidium ginninderrense,Brassicaceae,,Endangered,Ginninderra Peppercress,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
