col0,col1,col2,col3,col4
lab,include,,,many
subid,include,,,many
method,include,,,many
ra,include,,,many
age_days,include,,numeric,many
trial_order,include,,numeric,many
session_error,include,,,many
session_error_type,include,,,many
notes,include,,,many
second_session,include,,,many
lang_group,include,,,many
lang1,include,,,many
lang1_exposure,include,,,many
lang2,include,,,many
lang2_exposure,include,,,many
lang3,include,,,many
lang3_exposure,include,,,many
caregiver_seat,include,,,many
macarthur_ladder,include,,numeric,many
participant_gender,sub,gender,,many
race_ethinicty,sub,race_ethnicity,,many
parenta_gender,include,,,many
parenta_education,include,,,many
parenta_education_info,exclude,,,babylab_nijmegen_participants.ssv
parentb_gender,include,,,many
parentb_education,include,,,many
parentb_education_info,exclude,,,babylab_nijmegen_participants.ssv
preterm,include,,,many
days_preterm,include,,numeric,many
prev_earinfection,include,,,many
curr_earinfection,include,,,many
hearing_vision,include,,,many
hearing_vision_info,include,,,many
cognitive_developmental,include,,,many
cognitive_developmental_info,include,,,many
sib1_age,include,,,many
sib1_gender,include,,,many
sib2_age,include,,,many
sib2_gender,include,,,many
sib3_age,include,,,many
sib3_gender,include,,,many
sib4_age,include,,,many
sib4_gender,include,,,many
tod,include,,,many
season,include,,,many
ra/only_offline_coding,exclude,,,Babylab_parisdescares2_participants_6-9.xlsx
lang4,include,,,many
lang4_exposure,include,,,many
bilingual_nae,include,,,many
bilingual_parenta_nae,include,,,many
bilingual_parentb_nae,include,,,many
bilingual_interview_lang,include,,,many
beard,include,,,many
ratype,include,,,many
childcare,include,,,many
visits,include,,,many
household_size,include,,,many
last_feed_min,include,,,many
last_sleep_min,include,,,many
termtime,include,,,many
popnum,include,,,many
popkm2,include,,,many
race_ethnicity,include,,,many
parent_a_gender,sub,parenta_gender,,many
parent_a_education,sub,parenta_education,,many
parent_a_education_id,exclude,,,babylab_plymouth Participants.xlsx
parent_b_gender,sub,parentb_gender,,many
parent_b_education,sub,parentb_education,,many
parent_b_education_id,exclude,,,babylab_plymouth Participants.xlsx
