col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
BD-01,B-102,B2,2,1,fallow,10,0.179,11.9,1.0,0.036,1.917,7.0,38,11,51,8527,7.12508827350802,0.0323130564028664,0.787226406648847
BD-02,B-111,B3,3,1,CSW-2cov,5,0.125,11.6,1.0,0.146,1.074,6.1,35,19,46,7599,6.84535371099004,0.0244069544310237,0.766073102241697
BD-03,B-107,B6,6,1,CSW-1cov,4,0.18,11.5,1.0,0.089,1.014,6.58,38,21,41,7394,6.87556381241824,0.0281924136723252,0.771816439806472
BD-04,B-119,B9,9,1,CSW,3,0.189,8.2,0.8,0.062,1.935,6.83,32,19,48,8872,7.03180347474107,0.0270474131189118,0.773529548549086
BD-05,B-109,B12,12,1,CS,2,0.198,10.5,1.1,0.042,0.684,6.84,36,11,53,8217,6.96254840749846,0.0245260468797528,0.77242877306365
BD-06,B-108,B18,18,1,C,1,0.179,8.7,0.8,0.044,1.059,6.95,37,11,52,8029,7.06881413473261,0.0343072054499793,0.786237049277661
BD-09,B-206,B2,2,2,fallow,10,0.144,7.4,0.7,0.082,1.245,6.52,17,55,28,8238,7.06247939051046,0.0338557786363724,0.783293339359282
BD-10,B-203,B3,3,2,CSW-2cov,5,0.103,7.5,,0.038,1.494,6.25,12,66,22,7206,6.62329962258742,0.0209479303381032,0.745654587541112
BD-11,B-207,B6,6,2,CSW-1cov,4,0.153,8.5,0.9,0.041,1.379,6.02,17,53,30,7813,6.89418550029925,0.0271055491789447,0.76914708362425
BD-12,B-205,B9,9,2,CSW,3,0.085,5.3,0.6,0.1,1.58,6.32,9,70,21,7292,6.87313292748338,0.0261855589389974,0.772748698771726
BD-13,B-202,B12,12,2,CS,2,0.115,5.7,0.4,0.041,0.405,6.64,12,65,23,8916,7.1139640677553,0.0254100603892703,0.782141880535037
BD-14,B-208,B18,18,2,C,1,0.164,7.5,0.6,0.133,1.723,6.77,18,42,40,8097,7.01804845643166,0.0300666411999045,0.779858947519413
BD-17,B-316,B2,2,3,fallow,10,0.134,6.4,0.6,0.037,1.275,6.41,25,46,29,8216,7.1327863637588,0.0356920709653194,0.791325747152481
BD-18,B-306,B3,3,3,CSW-2cov,5,0.123,8.4,0.8,0.089,1.768,6.35,17,63,20,6915,6.74438819002367,0.02195860063917,0.762827347587042
BD-19,B-317,B6,6,3,CSW-1cov,4,0.138,9.4,0.9,0.069,1.574,6.5,22,53,25,4327,6.71475443830905,0.0503892387372166,0.80201083989068
BD-20,B-314,B9,9,3,CSW,3,0.135,7.3,0.7,0.077,0.99,6.5,18,52,30,8286,7.06054067508012,0.0296285446390148,0.782574002440794
BD-21,B-313,B12,12,3,CS,2,0.136,6.5,0.7,0.1,1.976,6.59,18,55,27,8492,7.08589746434073,0.0302388968664267,0.783252330382141
BD-22,B-311,B18,18,3,C,1,0.14,6.7,0.6,0.07,0.957,6.5,18,55,26,8448,7.13746633652882,0.0299677528125132,0.789405932666643
BD-25,B-402,B2,2,4,fallow,10,0.17,9.2,0.8,0.125,1.566,6.86,22,43,35,9331,7.15848933346662,0.0306204554182534,0.783119673400107
BD-26,B-403,B3,3,4,CSW-2cov,5,0.141,8.3,0.9,0.088,0.618,6.29,19,55,26,7228,6.74264257899926,0.024064956836465,0.758829825041795
BD-27,B-406,B6,6,4,CSW-1cov,4,0.158,9.2,0.9,0.041,0.405,6.39,17,56,27,8088,6.88870827493721,0.0253865691882266,0.765581044209782
BD-28,B-409,B9,9,4,CSW,3,0.18,8.9,0.7,0.031,0.541,6.5,25,39,37,8357,6.9862750981626,0.0274780360817134,0.773610896926857
BD-29,B-412,B12,12,4,CS,2,0.188,8.1,0.7,0.23,1.584,6.58,24,34,42,8195,7.00635011025282,0.0255493521459183,0.777519441073534
BD-30,B-418,B18,18,4,C,1,0.2,9.5,0.9,0.391,1.49,6.08,28,37,35,8523,6.99813102624214,0.0264333090173004,0.773239429030465
BD-33,B-112,B15,15,1,C-1cov,2,0.21,10.2,0.9,0.045,0.781,6.79,36,9,55,8264,7.07636839155874,0.0310246638871768,0.784559527477929
BD-34,B-213,B15,15,2,C-1cov,2,0.136,7.3,0.7,0.054,1.393,6.52,17,54,29,7643,6.90127622359057,0.0278446903202815,0.771832703292158
BD-35,B-301,B15,15,3,C-1cov,2,0.187,11.1,1.0,0.082,1.471,6.23,31,36,33,8779,7.04731031447762,0.0244871648240776,0.776135166370253
BD-36,B-415,B15,15,4,C-1cov,2,0.175,7.7,1.1,0.041,2.351,6.31,23,44,33,7374,6.86406103035371,0.0277550219305092,0.770759575764138
