col0,col1,col2,col3,col4,col5,col6
370630001011,11.6,5.0,6.2,9.7,7.6,6.7
370630001012,8.7,8.8,4.0,3.9,3.6,3.7
370630001021,2.3,2.0,2.5,2.4,3.5,3.2
370630001022,9.2,8.6,9.7,6.3,7.3,13.0
370630002001,8.8,7.5,11.4,7.3,4.0,7.2
370630002002,5.8,7.8,4.8,6.1,7.5,5.7
370630002003,2.5,4.6,5.3,2.8,5.5,4.9
370630003011,8.7,5.5,4.3,1.9,2.9,3.6
370630003012,7.7,6.4,11.9,12.0,13.1,13.7
370630003013,3.1,4.4,3.7,2.7,4.0,3.6
370630003021,6.4,10.1,6.0,3.9,4.4,5.1
370630003022,7.7,4.8,2.9,4.7,7.1,3.2
370630003023,7.4,5.4,7.2,6.7,6.4,5.5
370630004011,4.2,9.1,10.5,8.9,8.1,6.2
370630004012,3.4,5.3,6.1,4.8,6.2,7.0
370630004013,8.8,3.5,1.9,1.7,6.9,4.2
370630004021,1.7,1.1,0.9,1.0,1.0,0.8
370630005001,2.3,2.7,2.7,1.5,1.3,1.3
370630005002,5.6,4.7,3.9,4.9,4.2,2.4
370630005003,6.6,10.7,3.8,3.0,2.6,2.1
370630005004,4.7,9.0,6.6,4.5,3.1,4.5
370630006001,5.0,4.1,4.7,3.9,3.3,2.7
370630006002,10.4,3.5,2.9,3.8,2.8,4.8
370630006003,12.7,25.7,6.7,10.7,9.0,8.1
370630007001,7.4,6.9,6.2,3.3,3.3,5.8
370630007002,9.8,9.2,9.1,14.2,9.2,5.4
370630007003,6.7,3.8,9.2,5.2,2.9,4.5
370630009001,8.5,4.0,7.3,6.8,7.7,5.3
370630009002,10.6,11.7,6.2,9.8,5.3,3.0
370630010011,8.2,7.1,9.4,8.8,12.9,13.0
370630010012,19.5,7.4,12.6,8.5,11.0,11.0
370630010013,3.2,13.2,12.0,5.3,4.3,5.2
370630010021,6.7,5.9,4.8,4.7,4.0,8.6
370630010022,21.7,22.3,26.0,15.5,15.3,14.1
370630010023,5.4,6.1,4.1,2.6,2.7,6.9
370630010024,5.9,10.3,13.2,15.4,15.0,14.3
370630011001,22.5,8.9,10.7,5.2,2.9,5.4
370630011002,7.2,4.1,4.1,4.8,9.2,15.1
370630013011,9.6,6.3,6.4,7.1,5.0,5.5
370630013031,0.3,0.2,0.3,0.4,0.4,0.5
370630013032,6.5,13.1,3.3,5.6,7.7,5.9
370630013041,8.2,4.5,5.8,5.0,4.4,4.3
