col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
1,-58.4358094869116,-34.5775263468677,DESTACAMENTO PALERMO,DESTACAMENTO,,Policía de la Ciudad,GUATEMALA,,5966,5966 GUATEMALA,4772-2222,Palermo,Comuna 14,09676,45368,
2,-58.4876540840705,-34.6448952369617,DESTACAMENTO VELEZ SARSFIELD,DESTACAMENTO,,Policía de la Ciudad,RODO JOSE E.,,4474,4474 RODO JOSE E.,4671-2222,Parque Avellaneda,Comuna 9,29445,69900,Brigada Especial Federal De Rescate (BEFER)
3,-58.4354148551663,-34.6302754853735,DESTACAMENTO GER CABALLITO,DESTACAMENTO,,Policía de la Ciudad,RIGLOS,,959,959 RIGLOS,4921-2737,Parque Chacabuco,Comuna 7,09934,33359,Brigada Especial Federal De Rescate (BEFER)
4,-58.4792164275176,-34.5533175074393,DESTACAMENTO G.E.R SAAVEDRA,DESTACAMENTO,,Policía de la Ciudad,JARAMILLO,,3551,3551 JARAMILLO,4542-2222,Saavedra,Comuna 12,85294,15864,Brigada Especial Federal De Rescate (BEFER)
5,-58.3881475888034,-34.6133208451742,CUARTEL CENTRAL,CUARTEL,I,Policía de la Ciudad,BELGRANO AV,,1547,1547 BELGRANO AV,4370-5858,Monserrat,Comuna 1,39961,78723,
6,-58.4030097602149,-34.636474665737,ESTACION II PATRICIOS,ESTACION,II,Policía de la Ciudad,CASEROS,,2849,2849 CASEROS,4943-2222,Parque Patricios,Comuna 4,46414,58475,
7,-58.4170031084354,-34.6587429126838,DESTACAMENTO NUEVA POMPEYA,DESTACAMENTO,,Policía de la Ciudad,SAENZ,,1475,1475 SAENZ,4911-4852,Nueva Pompeya,Comuna 4,57657,87743,
8,-58.3673438516342,-34.6372807730321,ESTACION III BARRACAS,ESTACION,III,Policía de la Ciudad,BRANDSEN,,1046,1046 BRANDSEN,4301-2222,Boca,Comuna 4,24135,23414,
9,-58.402437178082,-34.5899807967655,ESTACION IV RECOLETA,ESTACION,IV,Policía de la Ciudad,LAPRIDA,,1739,1739 LAPRIDA,4826-9222,Recoleta,Comuna 2,08501,02231,
10,-58.4571058453672,-34.5601098178958,ESTACION V BELGRANO,ESTACION,V,Policía de la Ciudad,VUELTA DE OBLIGADO,,2254,2254 VUELTA DE OBLIGADO,4783-0820,Belgrano,Comuna 13,66513,62317,
11,-58.4898805255981,-34.5790280329017,DESTACAMENTO URQUIZA,DESTACAMENTO,,Policía de la Ciudad,OLAZABAL,,5446,5446 OLAZABAL,4521-2222,Villa Urquiza,Comuna 12,61728,89797,
12,-58.4403902627706,-34.5986792998447,ESTACION VI VILLA CRESPO,ESTACION,VI,Policía de la Ciudad,CORRIENTES,,5340,5340 CORRIENTES,4854-2222,Villa Crespo,Comuna 15,05662,54228,
13,-58.4601125443641,-34.6292463476649,ESTACION VII FLORES,ESTACION,VII,Policía de la Ciudad,FALCON RAMON L.CNEL.,,2255,2255 FALCON RAMON L.CNEL.,4632-2222,Flores,Comuna 7,78683,75095,
14,-58.4957235573331,-34.6659663392846,ESTACION VIII NUEVA CHICAGO,ESTACION,VIII,Policía de la Ciudad,DE LA TORRE LISANDRO,,2830,2830 DE LA TORRE LISANDRO,4687-2222,Mataderos,Comuna 9,13728,67164,
15,-58.5241375369772,-34.6292118987033,ESTACION IX VERSAILLES,ESTACION,IX,Policía de la Ciudad,PORCEL DE PERALTA MANUEL,,730,730 PORCEL DE PERALTA MANUEL,4641-0326,Versalles,Comuna 10,92162,41322,
16,-58.5155416232848,-34.5982761619945,DESTACAMENTO VILLA DEVOTO,DESTACAMENTO,,Policía de la Ciudad,CUBAS JOSE,,4142,4142 CUBAS JOSE,4501-2222,Villa Devoto,Comuna 11,51786,85558,
17,-58.35674566943,-34.6379811069954,DESTACAMENTO LA BOCA,DESTACAMENTO,,Policía de la Ciudad,BROWN ALTE.,PEDRO DE MENDOZA,0,BROWN ALTE. & DE MENDOZA PEDRO,4301-2121,La Boca,Comuna 4,26630,47313,
18,-58.4696936647633,-34.6837061603707,ESTACION X LUGANO,ESTACION,X,Policía de la Ciudad,CAFAYATE,ANA DIAZ,0,CAFAYATE & ANA DIAZ,4605-4242,Villa Lugano,Comuna 8,34597,51441,
19,-58.3754210746621,-34.5861059948476,DESTACAMENTO RETIRO,DESTACAMENTO,,Policía de la Ciudad,TERMINAL DE OMNIBUS DE RETIRO,,0,TERMINAL DE OMNIBUS DE RETIRO,4313-7343,Retiro,Comuna 1,47497,86696,
20,-58.4083832174414,-34.6080672233117,DESTACAMENTO ONCE,DESTACAMENTO,,Policía de la Ciudad,PERON JUAN DOMINGO TTE GENERAL,,2930,2930 PERON JUAN DOMINGO TTE GENERAL,4863-1144,Balvanera,Comuna 3,96393,33391,
21,-58.4862795408001,-34.6730105679961,DIVISION CUARTEL XI ALBARIÑO,CUARTEL,XI,Policía de la Ciudad,SANTANDER,,5955,5955 SANTANDER,4601-8801,Villa Lugano,Comuna 8,62133,20609,
22,-58.3751496077783,-34.5811986836174,CUARTEL CENTRAL PREFECTURA NAVAL ARGENTINA,CUARTEL CENTRAL,,Prefectura Naval Argentina,PREFECTURA NAVAL ARGENTINA,"CASTILLO, RAMON S. P",0,PREFECTURA NAVAL ARGENTINA & CASTILLO RAMON S. `RES,4576-7639,Retiro,Comuna 1,75181,73979,
23,-58.356498333357,-34.6184937388199,DESTACAMENTO PREFECTURA NAVAL ARGENTINA,DESTACAMENTO,,Prefectura Naval Argentina,ESPAÑA AV,RAWSON DE DELLEPIANE,0,ESPAÑA AV & RAWSON DE DELLEPIANE ELVIRA AV,4576-7639,Puerto Madero,Comuna 1,22707,91048,
24,-58.3699719418625,-34.6224521892165,VOLUNTARIO DE SAN TELMO PUERTO MADERO,VOLUNTARIOS,,Voluntarios,BALCARCE,,1249,1249 BALCARCE,4307-3333,San Telmo,Comuna 1,91949,02131,
25,-58.3606039909416,-34.6442968740435,VOLUNTARIOS VUELTA DE ROCHA,VOLUNTARIOS,,Voluntarios,GARIBALDI,,2042,2042 GARIBALDI,302-2222,Boca,Comuna 4,88665,60525,
26,-58.3618972706011,-34.6353232161228,VOLUNTARIOS DE LA BOCA,VOLUNTARIOS,,Voluntarios,BRANDSEN,,567,567 BRANDSEN,4361-2222,Boca,Comuna 4,27162,97700,
27,-58.4411098602231,-34.6650732467224,VOLUNTARIOS VILLA SOLDATI,VOLUNTARIOS,,Voluntarios,TABARE,,3294,3294 TABARE,4919-9999,Villa Soldati,Comuna 8,08109,10865,
28,-58.5050850253374,-34.6400142486575,DESTACAMENTO LINIERS,DESTACAMENTO,,Policía de la Ciudad,BASUALDO,,165,165 BASUALDO,,Villa Luro,Comuna 10,89132,44530,
29,-58.4601715541067,-34.5390574200019,DESTACAMENTO NUÑEZ,DESTACAMENTO,,Policía de la Ciudad,RIVADAVIA MARTIN COMODORO,,1300,"1300 RIVADAVIA MARTIN, COMODORO",4863-2884,Nuñez,Comuna 13,21237,97365,
30,-58.4527137658725,-34.5921085410723,DESTACAMENTO CHACARITA,DESTACAMENTO,,Policía de la Ciudad,SANTOS DUMONT,,4350,"4350 DUMONT, SANTOS",,Chacarita,Comuna 15,21728,06490,
