col0,col1,col2,col3,col4,col5,col6
CAFAX,American Funds AMCAP 529A,FSUSA0001Y,US Stock,Large-Growth,3,S&P 500 TR USD
AMRAX,American Growth One A,FSUSA00039,US Stock,Large-Blend,1,S&P 500 TR USD
CMLAX,American Funds American Mutual 529A,FSUSA0003P,US Stock,Large-Blend,5,S&P 500 TR USD
MNVAX,Madison Investors A,FSUSA0006X,US Stock,Large-Blend,4,S&P 500 TR USD
CAPEX,Eaton Vance Tx-Mgd Growth 1.0,FSUSA000BX,US Stock,Large-Growth,3,S&P 500 TR USD
COPLX,Copley,FSUSA000GL,US Stock,Large-Value,4,S&P 500 TR USD
DODGX,Dodge & Cox Stock,FSUSA000KR,US Stock,Large-Blend,4,S&P 500 TR USD
RMBHX,RMB A,FSUSA000KW,US Stock,Large-Growth,2,S&P 500 TR USD
DREVX,Dreyfus Fund Incorporated,FSUSA000LE,US Stock,Large-Growth,3,S&P 500 TR USD
DTCAX,Dreyfus Sustainable US Equity A,FSUSA000MG,US Stock,Large-Blend,3,S&P 500 TR USD
DTCYX,Dreyfus Sustainable US Equity Y,FSUSA000MG,US Stock,Large-Blend,3,S&P 500 TR USD
DRTHX,Dreyfus Sustainable US Equity Z,FSUSA000MG,US Stock,Large-Blend,3,S&P 500 TR USD
NFAAX,Neuberger Berman Focus A,FSUSA000OY,US Stock,Large-Blend,2,S&P 500 TR USD
FCNTX,Fidelity Contrafund,FSUSA000RQ,US Stock,Large-Growth,4,S&P 500 TR USD
FDTOX,Fidelity Advisor Diversified Stock A,FSUSA000S1,US Stock,Large-Growth,4,S&P 500 TR USD
FFIDX,Fidelity,FSUSA000SJ,US Stock,Large-Growth,2,S&P 500 TR USD
FFDKX,Fidelity K,FSUSA000SJ,US Stock,Large-Growth,2,S&P 500 TR USD
FMAGX,Fidelity Magellan,FSUSA000T4,US Stock,Large-Growth,2,S&P 500 TR USD
FKGRX,Franklin Growth A,FSUSA0010S,US Stock,Large-Growth,4,S&P 500 TR USD
FGSRX,Franklin Growth R,FSUSA0010S,US Stock,Large-Growth,3,S&P 500 TR USD
