col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,0,0.0,92,C,,,19_001,19.0,2.0,4.0,,
Adams,35,0,0.0,40,0,0.0,0.00%,19_002,19.0,2.0,4.0,,
Allamakee,158,0,0.0,205,C,,,19_003,19.0,2.0,4.0,,
Appanoose,142,0,0.0,168,C,,,19_004,19.0,2.0,4.0,,
Audubon,47,1,21.3,54,0,0.0,-100.00%,19_005,19.0,2.0,4.0,,
Benton,325,2,6.2,289,C,,,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",11,7.1,"1,730",7,4.0,-42.90%,19_007,19.0,2.0,4.0,,
Boone,317,4,12.6,320,0,0.0,-100.00%,19_008,19.0,2.0,4.0,,
Bremer,250,2,8.0,285,0,0.0,-100.00%,19_009,19.0,2.0,4.0,,
Buchanan,301,0,0.0,314,C,,,19_010,19.0,2.0,4.0,,
Buena Vista,233,0,0.0,289,0,0.0,0.00%,19_011,19.0,2.0,4.0,,
Butler,170,1,5.9,202,C,,,19_012,19.0,2.0,4.0,,
Calhoun,107,0,0.0,108,0,0.0,0.00%,19_013,19.0,2.0,4.0,,
Carroll,262,0,0.0,275,C,,,19_014,19.0,2.0,4.0,,
Cass,158,1,6.3,171,0,0.0,-100.00%,19_015,19.0,2.0,4.0,,
Cedar,206,0,0.0,220,C,,,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,4,7.5,549,5,9.1,20.70%,19_017,19.0,2.0,4.0,,
Cherokee,146,0,0.0,137,0,0.0,0.00%,19_018,19.0,2.0,4.0,,
Chickasaw,169,0,0.0,153,0,0.0,0.00%,19_019,19.0,2.0,4.0,,
Clarke,97,1,10.3,141,C,,,19_020,19.0,2.0,4.0,,
Clay,204,1,4.9,214,C,,,19_021,19.0,2.0,4.0,,
Clayton,194,1,5.2,198,C,,,19_022,19.0,2.0,4.0,,
Clinton,591,4,6.8,633,9,14.2,110.10%,19_023,19.0,2.0,4.0,,
Crawford,189,1,5.3,268,4,14.9,182.10%,19_024,19.0,2.0,4.0,,
Dallas,566,4,7.1,962,C,,,19_025,19.0,2.0,4.0,,
Davis,129,1,7.8,136,0,0.0,-100.00%,19_026,19.0,2.0,4.0,,
Decatur,101,1,9.9,114,C,,,19_027,19.0,2.0,4.0,,
Delaware,227,1,4.4,231,0,0.0,-100.00%,19_028,19.0,2.0,4.0,,
Des Moines,555,4,7.2,558,0,0.0,-100.00%,19_029,19.0,2.0,4.0,,
