col0,col1,col2,col3,col4,col5,col6
1,KAEC ,2019-10-22,1 5L 0.22,Replicate 1,5.0,0.22
2,KAEC ,2019-10-22,2 5L 0.22,Replicate 2,5.0,0.22
3,KAEC ,2019-10-22,3 5L 0.22,Replicate 3,5.0,0.22
4,KAEC ,2019-10-22,4 5L 0.22,Replicate 4,5.0,0.22
5,KAEC ,2019-10-22,15 tube 10L 0.22,-,10.0,0.22
6,KAEC ,2019-10-22,18 tube A 10L 0.22,Replicate 1,10.0,0.22
7,KAEC ,2019-10-22,18 tube B 10L 0.22,Replicate 2,10.0,0.22
8,KAEC ,2019-10-22,1 5L 0.10,Replicate 1,5.0,0.1
9,KAEC ,2019-10-22,2 5L 0.10,Replicate 2,5.0,0.1
10,KAEC ,2019-10-22,3 5L 0.10,Replicate 3,5.0,0.1
11,KAEC ,2019-10-22,4 5L 0.10,Replicate 4,5.0,0.1
12,KAEC ,2019-10-22,15 tube 10L 0.10,-,10.0,0.1
13,KAEC ,2019-10-22,18 tube A 10L 0.10,Replicate 1,10.0,0.1
14,KAEC ,2019-10-22,18 tube B 10L 0.10,Replicate 2,10.0,0.1
15,Blanes,2019-09-17,BL1A,setup A,1.5,0.22
16,Blanes,2019-09-17,BL1B,setup B,1.5,0.22
17,Blanes,2019-09-17,BL1C,setup A,9.0,0.22
18,Blanes,2019-09-17,BL1C,setup A,9.0,0.22
19,Blanes,2019-09-17,BL1E,setup C,9.0,0.22
20,Blanes,2019-09-17,BL1E,setup C,9.0,0.22
21,Blanes,2019-09-17,BL1D,setup B,10.0,0.22
22,Blanes,2019-09-17,BL1D,setup B,10.0,0.22
23,Blanes,2019-09-17,BL2A,setup A,1.5,0.1
24,Blanes,2019-09-17,BL2B,setup B,1.5,0.1
25,Blanes,2019-09-17,BL2C,setup A,9.0,0.1
26,Blanes,2019-09-17,BL2E,setup C,9.0,0.1
27,Blanes,2019-09-17,BL2D,setup B,10.0,0.1
28,AZTI,2019-09-18,D2 18.9.19 1L A 0.2,Replicate A,1.0,0.22
29,AZTI,2019-09-18,D2 18.9.19 1L B 0.2,Replicate B,1.0,0.22
30,AZTI,2019-09-18,D2 18.9.19 1L C 0.2,Replicate C,1.0,0.22
31,AZTI,2019-09-18,D2 18.9.19 6L A 0.2,Replicate A,6.0,0.22
32,AZTI,2019-09-18,D2 18.9.19 6L B 0.2,Replicate B,6.0,0.22
33,AZTI,2019-09-18,D2 18.9.19 6L C 0.2,Replicate C,6.0,0.22
34,AZTI,2019-09-18,D2 18.9.19 FINAL A 0.2,Replicate A,10.0,0.22
35,AZTI,2019-09-18,D2 18.9.19 FINAL C 0.2,Replicate C,10.0,0.22
36,AZTI,2019-09-18,D2 18.9.19 1L A 0.1,Replicate A,1.0,0.1
37,AZTI,2019-09-18,D2 18.9.19 1L B 0.1,Replicate B,1.0,0.1
38,AZTI,2019-09-18,D2 18.9.19 1L C 0.1,Replicate C,1.0,0.1
39,AZTI,2019-09-18,D2 18.9.19 FINAL C 0.1,Replicate C,10.0,0.1
40,AZTI,2019-09-18,D2 18.9.19 FINAL B 0.1,Replicate B,10.0,0.1
41,AZTI,2019-09-18,D2 18.9.19 FINAL A 0.1,Replicate A,10.0,0.1
42,Xixon,,Rxixon 1019 Filtr. 0.2 B1,B1,10.0,0.22
43,Xixon,,Rxixon 1019 Filtr. 0.2 B2,B2,10.0,0.22
44,Xixon,,Rxixon 1019 Filtr. 0.2 B3,B3,10.0,0.22
45,Xixon,,Rxixon 1019 Filtr. 0.1 B1,B1,10.0,0.1
46,Xixon,,Rxixon 1019 Filtr. 0.1 B2,B2,10.0,0.1
47,Xixon,,Rxixon 1019 Filtr. 0.1 B3,B3,10.0,0.1
48,Antartic ,2019-01-07,LMG1901 XELU 07 / 0.2,-,2.92,0.22
49,Antartic ,2019-01-17,LMG1901 XELU 15,-,1.52,0.22
50,Antartic ,2019-01-21,LMG1901 XELU 23 / 0.2,-,2.0,0.22
51,Antartic ,2019-01-24,LMG1901 XELU 31 / 0.2,-,3.28,0.22
52,Antartic ,2019-01-29,LMG1901 XELU 39 / 0.2,-,1.22,0.22
53,Antartic ,2019-01-30,LMG1901 XELU 47 / 0.2,-,2.0,0.22
54,Antartic ,2019-02-02,LMG1901 XELU 55 / 0.2,-,2.0,0.22
55,Antartic ,2019-02-03,LMG1901 XELU 63 / 0.2,-,1.96,0.22
56,Antartic ,2019-02-04,LMG1901 XELU 71 / 0.2,-,2.0,0.22
57,Antartic ,2019-02-05,LMG1901 XELU 79 / 0.2,-,2.0,0.22
58,Antartic ,2019-01-07,LMG1901 XELU 08 / 0.1,-,0.94,0.1
59,Antartic ,2019-01-17,LMG1901 XELU 16,-,1.2,0.1
60,Antartic ,2019-01-21,LMG1901 XELU 24 / 0.1,-,1.26,0.1
61,Antartic ,2019-01-24,LMG1901 XELU 32 / 0.1,-,2.05,0.1
62,Antartic ,2019-01-29,LMG1901 XELU 40 / 0.1,-,1.28,0.1
63,Antartic ,2019-01-30,LMG1901 XELU 48 / 0.1,-,0.8,0.1
64,Antartic ,2019-02-02,LMG1901 XELU 56 / 0.1,-,,0.1
