col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,550316416,377796969,138000,,line,,,Electroquil,13850.0,,,,,
2,550248835,173904251,138000,,line,,,CELEC-Transelectric,129709.0,,,,,
3,402640526,402640584,138000,,line,,,CELEC-Transelectric,26458.0,,,,,
4,205261974,205256651,138000,6.0,line,60.0,-2x 138kV,E.E. Quito,16351.0,,,,,
5,205261974,205272448,138000,6.0,line,60.0,,E.E. Quito,9032.0,,,,,
6,389614773,402640585,138000,,line,,,,12328.0,,,,,
7,402640584,232640080,138000,,line,,,CELEC,8167.0,,,,,
8,242172242,205248251,138000,,line,60.0,,CELEC-Transelectric,60319.0,,,,,
9,550476533,550476534,138000,,line,,,CELEC,6194.0,,,,,
10,232831521,550248880,230000,3.0,line,,,CELEC-Transelectric,99566.0,,,,,
11,229297163,205272448,230000,6.0,line,60.0,,CELEC-Transelectric,110212.0,,,,,Yes
12,232634480,550248880,230000,6.0,line,,,,28572.0,,,,,
