col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
VERBATIM,double window,wide screen,window width,window height,window x,window y,minimal interframe latency,time scale,initial time,camera ID,message pixel length,trace output frame number,trace time,first frame number,last frame number,max mouse recording frames (for track drawing reording),max network message length
TYPE,bool,bool,int,int,int,int,float,float,float,int,int,bool,bool,int,int,int,int
ID,double_window,wide_screen,window_width,window_height,window_x,window_y,minimal_interframe_latency,time_scale,initial_time,camID,message_pixel_length,trace_output_frame_number,trace_time,first_frame_number,last_frame_number,max_mouse_recording_frames,max_network_message_length
initial_values,,,,,,,,,,,,,,,,,
,1,0,2048,768,336,0,0.01,1,0,0,128,0,0,0,1000000,16384,65535
/initial_values,,,,,,,,,,,,,,,,,
rendering_files,,,,,,,,,,,,,,,,,
TYPE,int,int,int,string,string,,,,,,,,,,,,
ID,begin,end,step,id,shots,,,,,,,,,,,,
VIDEO,1000000,90000,1,test.avi,,,,,,,,,,,,,
SVG,1000000,90000,600,pic-LYM-effe,snapshots/pic_effe/,,,,,,,,,,,,
PNG,1000000,90000,600,pic-LYM-effe,snapshots/pic_effe/,,,,,,,,,,,,
JPG,1,90000,600,pic-LYM-effe,snapshots/pic_effe/,,,,,,,,,,,,
/rendering_files,,,,,,,,,,,,,,,,,
udp_local_server,1,,,,,,,,,,,,,,,,
VERBATIM,,,,,,,,,,,,,,,,,
TYPE,string,int,string,bool,int,bool,bool,,,,,,,,,,
ID,id,local_port,receive_format,UDP_message_trace,input_message_stack_depth,OSC_duplicate_removal,OSC_endian_reversal,,,,,,,,,,
server,udp_PD_receive,1978,Plain,0,300,1,1,,,,,,,,,,
/udp_local_server,,,,,,,,,,,,,,,,,
udp_remote_client,2,,,,,,,,,,,,,,,,
VERBATIM,,,,,,,,,,,,,,,,,
TYPE,string,string,int,string,bool,int,bool,,,,,,,,,,
ID,id,remote_ip,local_port,send_format,UDP_message_trace,input_message_stack_depth,OSC_endian_reversal,,,,,,,,,,
client,udp_PD_send,127.0.0.1,1979,Plain,0,300,1,,,,,,,,,,
client,udp_SC_send,127.0.0.1,57120,OSC,0,300,1,,,,,,,,,,
/udp_remote_client,,,,,,,,,,,,,,,,,
shader_files,8,,,,,,,,,,,,,,,,
VERBATIM,,,,,,,,,,,,,,,,,
TYPE,string,,,,,,,,,,,,,,,,
ID,id,,,,,,,,,,,,,,,,
filename,LYM_Camera_effe-VP,,,,,,,,,,,,,,,,
filename,LYM_Camera_effe-FS,,,,,,,,,,,,,,,,
filename,LYM_Drawing_effe-VP,,,,,,,,,,,,,,,,
filename,LYM_Drawing_effe-FS,,,,,,,,,,,,,,,,
filename,LYM_Composition_effe-VP,,,,,,,,,,,,,,,,
filename,LYM_Composition_effe-FS,,,,,,,,,,,,,,,,
filename,LYM_Final_effe-VP,,,,,,,,,,,,,,,,
filename,LYM_Final_effe-FS,,,,,,,,,,,,,,,,
/shader_files,,,,,,,,,,,,,,,,,
/head,,,,,,,,,,,,,,,,,
