col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
0,30433,A. Gómez,Alejandro Darío,Gómez,Midfielder,Argentina,499,Atalanta,4,286,4,2.0,0,,10,7,,,0,0,,0,0,0
1,907,R. Lukaku,Romelu,Lukaku Menama,Attacker,Belgium,505,Inter,4,335,4,,0,,14,7,,,0,0,,1,0,0
2,248,H. Lozano,Hirving Rodrigo,Lozano Bahena,Attacker,Mexico,492,Napoli,3,240,4,,0,,10,7,,,0,0,,1,0,0
3,51070,Z. Ibrahimović,Zlatan,Ibrahimović,Attacker,Sweden,489,AC Milan,2,180,4,,0,,10,7,,,1,0,,1,0,0
4,30483,R. Soriano,Roberto,Soriano,Midfielder,Italy,500,Bologna,4,350,3,1.0,0,,5,3,,,0,0,,0,0,0
5,874,Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,Attacker,Portugal,496,Juventus,2,180,3,1.0,0,,10,6,,,0,0,,0,0,0
6,30463,F. Quagliarella,Fabio,Quagliarella,Attacker,Italy,498,Sampdoria,4,296,3,,0,,11,6,,,0,0,,0,0,0
7,217,L. Martínez,Lautaro Javier,Martínez,Attacker,Argentina,505,Inter,3,194,3,,0,,6,4,,,0,0,,0,0,0
8,30844,A. Galabinov,Andrey,Galabinov,Attacker,Bulgaria,515,Spezia,3,212,3,,0,,5,3,,,0,0,,0,0,0
9,31060,Francesco Caputo,Francesco,Caputo,Attacker,Italy,488,Sassuolo,3,270,3,1.0,0,,10,7,,,1,0,,0,0,0
10,332,D. Mertens,Dries,Mertens,Attacker,Belgium,492,Napoli,3,230,2,3.0,0,,5,4,,,0,0,,0,0,0
11,2493,L. Muriel,Luis Fernando,Muriel Fruto,Attacker,Colombia,499,Atalanta,4,155,2,1.0,0,,8,3,,,0,0,,0,0,0
12,22236,Rafael Leão,Rafael Alexandre,Conceição Leão,Attacker,Portugal,489,AC Milan,3,152,2,1.0,0,,3,2,,,0,0,,1,0,0
13,30460,G. Caprari,Gianluca,Caprari,Attacker,Italy,506,Benevento,3,227,2,1.0,0,,5,2,,,0,0,,0,0,0
14,30537,D. Berardi,Domenico,Berardi,Attacker,Italy,488,Sassuolo,3,267,2,1.0,0,,6,3,,,0,0,,0,0,0
15,31615,G. Castrovilli,Gaetano,Castrovilli,Midfielder,Italy,502,Fiorentina,3,262,2,,0,,5,4,,,0,0,,0,0,0
16,30423,H. Hateboer,Hans,Hateboer,Defender,Netherlands,499,Atalanta,3,270,2,,0,,4,2,,,0,0,,0,0,0
17,30615,L. Caldirola,Luca,Caldirola,Defender,Italy,506,Benevento,3,270,2,,0,,3,2,,,0,0,,0,0,0
18,30509,A. Belotti,Andrea,Belotti,Attacker,Italy,503,Torino,2,180,2,,0,,2,2,,,0,0,,0,0,0
19,31003,S. Nwankwo,Simeon,Tochukwu Nwankwo,Attacker,Nigeria,501,Crotone,4,359,2,,0,,6,4,,,1,0,,1,0,0
