col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181107_234630.wav,3.128,2018-11-07,23:46:30,23,2018-11-07,11:46:30,11,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,pgm6F11bDUUa1Ri7c9mk7A==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181110_172625.wav,3.609333,2018-11-10,17:26:25,17,2018-11-10,05:26:25,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,F3RgaXDmkWZwi/4/Le17Jw==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181105_172427.wav,1.397333,2018-11-05,17:24:27,17,2018-11-05,05:24:27,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,OcAlVf566ShnpDL3/VFpsg==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181105_172721.wav,2.548,2018-11-05,17:27:21,17,2018-11-05,05:27:21,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,lvPE77NspQCrv6DseHJIEg==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181025_183842.wav,1.573333,2018-10-25,18:38:42,18,2018-10-25,06:38:42,6,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,C7Z/UGQfOpQ0vQU0QOHh9w==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181105_172521.wav,3.552,2018-11-05,17:25:21,17,2018-11-05,05:25:21,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,ocKqpMBiQwT+xXg9sspQHg==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181105_211036.wav,3.194667,2018-11-05,21:10:36,21,2018-11-05,09:10:36,9,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,GwMAkKYIWEbxPud4fIUXlA==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181104_170334.wav,2.658667,2018-11-04,17:03:34,17,2018-11-04,05:03:34,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,UhLUbrJL7pAPzTgsMo61lw==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181110_173036.wav,1.549333,2018-11-10,17:30:36,17,2018-11-10,05:30:36,5,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,XcMoBsbIwf7V0XrlRomkvw==
E:\Eccles Bats\Downloaded\2018-12-26 ECC-B,Data,ECC_20181113_165558.wav,2.358667,2018-11-13,16:55:58,16,2018-11-13,04:55:58,4,,,SM2,,3.3.9,ECC,,,,,,,1,,,,,,5xmH3vxElA8G4giFU0nXvQ==
