col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
1,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2006,2100,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
2,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
3,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
4,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
5,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
6,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
7,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
8,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
9,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
10,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,1976,2005,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
11,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
12,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
13,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
14,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
15,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
16,WW,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
17,WG,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
18,WR,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
19,WRa,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
20,SG,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
21,ZR,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
22,SM,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
23,KA,sim.json,crop.json,site.json,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
