col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1.0,,manufacturer,1.0,,product,1.0,,number,1.0,,type,1.0,,
Data,0,file_id,serial_number,3961422201,,manufacturer,1,,garmin_product,2431.0,,type,1.0,,,,,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,1,file_creator,software_version,790,,,,,,,,,,,,,,,,,,,,
Definition,2,software,part_number,12,,version,1,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-B2431-00,,version,7.9,,,,,,,,,,,,,,,,,
Data,2,software,version,7.5,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,7.5,,,,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-03,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-08,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-04,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-05,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-09,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-00,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-06,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-07,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-01,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-02,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-13,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-11,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-12,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-10,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-17,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-14,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-15,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-16,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D6035-16,,version,0.0,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-D1074-00,,version,22.0,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-B1619-00,,version,3.3,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-B2159-00,,version,2.2,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-B2423-00,,version,2.5,,,,,,,,,,,,,,,,,
Data,2,software,part_number,006-B2369-00,,version,2.7,,,,,,,,,,,,,,,,,
Definition,3,capabilities,workouts_supported,1,,connectivity_supported,1,,unknown,1.0,,sports,1.0,,unknown,1.0,,,,,,,,
Data,3,capabilities,workouts_supported,1923,,connectivity_supported,555718378,,unknown,7.0,,sports,7.0,,unknown,1.0,,,,,,,,
Definition,4,file_capabilities,directory,16,,max_count,1,,type,1.0,,flags,1.0,,,,,,,,,,,
Data,4,file_capabilities,max_count,1,,type,1,,flags,2.0,,,,,,,,,,,,,,
Data,4,file_capabilities,directory,Settings,,max_count,1,,type,2.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Sports,,max_count,4,,type,3.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Activity,,max_count,75,,type,4.0,,flags,10.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Workouts,,max_count,25,,type,5.0,,flags,14.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Schedule,,max_count,1,,type,7.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Location,,max_count,1,,type,8.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Totals,,max_count,1,,type,10.0,,flags,2.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Goals,,max_count,1,,type,11.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Records,,max_count,1,,type,29.0,,flags,6.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Monitor,,max_count,20,,type,32.0,,flags,10.0,,,,,,,,,,,
Data,4,file_capabilities,directory,Adjstmts,,max_count,5,,type,39.0,,flags,14.0,,,,,,,,,,,
Definition,5,mesg_capabilities,mesg_num,1,,count,1,,file,1.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,3,,num_per_file,1,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,4,,num_per_file,1,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,5,,num_per_file,1,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,6,,num_per_file,1,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,127,,num_per_file,1,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,147,,num_per_file,20,,file,2.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,8,,num_per_file,6,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,53,,num_per_file,11,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,14,,num_per_file,15,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,16,,num_per_file,10,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,74,,num_per_file,1,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,17,,num_per_file,3,,file,3.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,19,,max_per_file_type,200,,file,6.0,,count_type,2.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,20,,max_per_file_type,14000,,file,6.0,,count_type,2.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,32,,max_per_file_type,100,,file,6.0,,count_type,2.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,158,,max_per_file,5,,file,5.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,27,,max_per_file,50,,file,5.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,28,,max_per_file,200,,file,7.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,137,,max_per_file,5,,file,7.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,29,,max_per_file,100,,file,8.0,,count_type,1.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,30,,num_per_file,20,,file,9.0,,count_type,0.0,,,,,,,,,,,
Data,5,mesg_capabilities,mesg_num,114,,num_per_file,10,,file,29.0,,count_type,0.0,,,,,,,,,,,
Definition,6,field_capabilities,mesg_num,1,,count,1,,file,1.0,,field_num,1.0,,,,,,,,,,,
Data,6,field_capabilities,mesg_num,14,,count,4,,file,3.0,,field_num,5.0,,,,,,,,,,,
Data,6,field_capabilities,mesg_num,14,,count,4,,file,3.0,,field_num,7.0,,,,,,,,,,,
Data,6,field_capabilities,mesg_num,20,,count,1,,file,4.0,,field_num,0.0,,,,,,,,,,,
Data,6,field_capabilities,mesg_num,20,,count,1,,file,4.0,,field_num,1.0,,,,,,,,,,,
Definition,7,unknown,unknown,16,,unknown,16,,unknown,1.0,,unknown,1.0,,unknown,1.0,,unknown,1.0,,,,,
