col0,col1,col2
Abilene-Sweetwater TX,100,20200407
Albany GA,77,20200407
Albany-Schenectady-Troy NY,64,20200407
Albuquerque-Santa Fe NM,62,20200407
Alexandria LA,62,20200407
Alpena MI,57,20200407
Amarillo TX,57,20200407
Anchorage AK,56,20200407
Atlanta GA,56,20200407
Augusta GA,56,20200407
Austin TX,55,20200407
Bakersfield CA,55,20200407
Baltimore MD,54,20200407
Bangor ME,54,20200407
Baton Rouge LA,54,20200407
Beaumont-Port Arthur TX,54,20200407
Bend OR,54,20200407
"Billings, MT",53,20200407
Biloxi-Gulfport MS,53,20200407
Binghamton NY,53,20200407
Birmingham AL,52,20200407
Bluefield-Beckley-Oak Hill WV,52,20200407
Boise ID,52,20200407
Boston MA-Manchester NH,52,20200407
Bowling Green KY,51,20200407
Buffalo NY,50,20200407
Burlington VT-Plattsburgh NY,50,20200407
Butte-Bozeman MT,50,20200407
Casper-Riverton WY,50,20200407
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,50,20200407
Champaign & Springfield-Decatur IL,50,20200407
Charleston SC,49,20200407
Charleston-Huntington WV,49,20200407
Charlotte NC,49,20200407
Charlottesville VA,49,20200407
Chattanooga TN,49,20200407
Cheyenne WY-Scottsbluff NE,49,20200407
Chicago IL,48,20200407
Chico-Redding CA,48,20200407
Cincinnati OH,48,20200407
Clarksburg-Weston WV,48,20200407
Cleveland-Akron (Canton) OH,48,20200407
Colorado Springs-Pueblo CO,47,20200407
Columbia SC,47,20200407
Columbia-Jefferson City MO,47,20200407
Columbus GA,47,20200407
Columbus OH,47,20200407
Columbus-Tupelo-West Point MS,47,20200407
Corpus Christi TX,46,20200407
Dallas-Ft. Worth TX,46,20200407
Davenport IA-Rock Island-Moline IL,46,20200407
Dayton OH,46,20200407
Denver CO,46,20200407
Des Moines-Ames IA,46,20200407
Detroit MI,46,20200407
Dothan AL,45,20200407
Duluth MN-Superior WI,45,20200407
El Paso TX,45,20200407
Elmira NY,45,20200407
Erie PA,45,20200407
Eugene OR,45,20200407
Eureka CA,45,20200407
Evansville IN,44,20200407
Fairbanks AK,44,20200407
Fargo-Valley City ND,44,20200407
Flint-Saginaw-Bay City MI,44,20200407
Florence-Myrtle Beach SC,44,20200407
Fresno-Visalia CA,44,20200407
Ft. Myers-Naples FL,44,20200407
Ft. Smith-Fayetteville-Springdale-Rogers AR,43,20200407
Ft. Wayne IN,43,20200407
Gainesville FL,43,20200407
Glendive MT,43,20200407
Grand Junction-Montrose CO,43,20200407
Grand Rapids-Kalamazoo-Battle Creek MI,42,20200407
Great Falls MT,42,20200407
Green Bay-Appleton WI,42,20200407
Greensboro-High Point-Winston Salem NC,42,20200407
Greenville-New Bern-Washington NC,42,20200407
