col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
acne,Acer negundo,Acer,negundo,Sapindaceae,1,,species,,
acpl,Acer platanoides,Acer,platanoides,Sapindaceae,2,,species,,
acru,Acer rubrum,Acer,rubrum,Sapindaceae,3,,species,,
acsp,Acer sp,Acer,sp,Sapindaceae,4,,multiple,,
aial,Ailanthus altissima,Ailanthus,altissima,Simaroubaceae,5,,species,,
amar,Amelanchier arborea,Amelanchier,arborea,Rosaceae,6,,species,,
astr,Asimina triloba,Asimina,triloba,Annonaceae,7,,species,,
beth,Berberis thunbergii,Berberis,thunbergii,Berberidaceae,8,,species,,
caca,Carpinus caroliniana,Carpinus,caroliniana,Betulaceae,9,,species,,
caco,Carya cordiformis,Carya,cordiformis,Juglandaceae,10,,species,,
cade,Castanea dentata,Castanea,dentata,Fagaceae,11,,species,,
cagl,Carya glabra,Carya,glabra,Juglandaceae,12,,species,,
caovl,Carya ovalis,Carya,ovalis,Juglandaceae,13,,species,,
casp,Carya sp,Carya,sp,Juglandaceae,14,,multiple,,
cato,Carya tomentosa,Carya,tomentosa,Juglandaceae,15,,species,,
ceca,Cercis canadensis,Cercis,canadensis,Fabaceae,16,,species,,
ceoc,Celtis occidentalis,Celtis,occidentalis,Cannabaceae,17,,species,,
chvi,Chionanthus virginicus,Chionanthus,virginicus,Oleaceae,18,,species,,
coal,Cornus alternifolia,Cornus,alternifolia,Cornaceae,19,,species,,
coam,Corylus americana,Corylus,americana,Betulaceae,20,,species,,
cofl,Cornus florida,Cornus,florida,Cornaceae,21,,species,,
crpr,Crataegus pruinosa,Crataegus,pruinosa,Rosaceae,22,,species,,
crsp,Crataegus sp,Crataegus,sp,Rosaceae,23,,multiple,,
divi,Diospyros virginiana,Diospyros,virginiana,Ebenaceae,24,,species,,
elum,Elaeagnus umbellata,Elaeagnus,umbellata,Elaeagnaceae,25,,species,,
eual,Euonymus alatus,Euonymus,alatus,Celastraceae,72,(Thunb.) Siebold,species,,
fagr,Fagus grandifolia,Fagus,grandifolia,Fagaceae,26,,species,,
fram,Fraxinus americana,Fraxinus,americana,Oleaceae,27,,species,,
frni,Fraxinus nigra,Fraxinus,nigra,Oleaceae,28,,species,,
frpe,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,Oleaceae,29,,species,,
frsp,Fraxinus sp,Fraxinus,sp,Oleaceae,30,,multiple,,
havi,Hamamelis virginiana,Hamamelis,virginiana,Hamamelidaceae,31,,species,,
ilve,Ilex verticillata,Ilex,verticillata,Aquifoliaceae,32,,species,,
juci,Juglans cinerea,Juglans,cinerea,Juglandaceae,33,,species,,
juni,Juglans nigra,Juglans,nigra,Juglandaceae,34,,species,,
juvi,Juniperus virginiana,Juniperus,virginiana,Cupressaceae,35,,species,,
libe,Lindera benzoin,Lindera,benzoin,Lauraceae,36,,species,,
litu,Liriodendron tulipifera,Liriodendron,tulipifera,Magnoliaceae,37,,species,,
loma,Lonicera maackii,Lonicera,maackii,Caprifoliaceae,38,,species,,
nysy,Nyssa sylvatica,Nyssa,sylvatica,Nyssaceae,39,,species,,
pato,Paulownia tomentosa,Paulownia,tomentosa,Paulowniaceae,40,,species,,
pipu,Pinus pungens,Pinus,pungens,Pinaceae,41,,species,,
pist,Pinus strobus,Pinus,strobus,Pinaceae,42,,species,,
pivi,Pinus virginiana,Pinus,virginiana,Pinaceae,43,,species,,
ploc,Platanus occidentalis,Platanus,occidentalis,Platanaceae,44,,species,,
prav,Prunus avium,Prunus,avium,Rosaceae,45,,species,,
prpe,Prunus persica,Prunus,persica,Rosaceae,46,,species,,
prse,Prunus serotina,Prunus,serotina,Rosaceae,47,,species,,
prsp,Prunus sp,Prunus,sp,Rosaceae,48,,multiple,,
qual,Quercus alba,Quercus,alba,Fagaceae,49,,species,,
quco,Quercus coccinea,Quercus,coccinea,Fagaceae,50,,species,,
qufa,Quercus falcata,Quercus,falcata,Fagaceae,51,,species,,
qumi,Quercus michauxii,Quercus,michauxii,Fagaceae,52,,species,,
qupr,Quercus prinus,Quercus,prinus,Fagaceae,54,,species,,
quru,Quercus rubra,Quercus,rubra,Fagaceae,55,,species,,
qusp,Quercus sp,Quercus,sp,Fagaceae,56,,multiple,,
quve,Quercus velutina,Quercus,velutina,Fagaceae,57,,species,,
rhpe,Rhododendron periclymenoides,Rhododendron,periclymenoides,Ericaceae,74,,species,,
romu,Rosa multiflora,Rosa,multiflora,Rosaceae,58,,species,,
rops,Robinia pseudoacacia,Robinia,pseudoacacia,Fabaceae,59,,species,,
rual,Rubus allegheniensis,Rubus,allegheniensis,Rosaceae,60,,species,,
rupe,Rubus pensilvanicus,Rubus,pensilvanicus,Rosaceae,61,,species,,
ruph,Rubus phoenicolasius,Rubus,phoenicolasius,Rosaceae,62,,species,,
saal,Sassafras albidum,Sassafras,albidum,Lauraceae,63,,species,,
saca,Sambucus canadensis,Sambucus,canadensis,Adoxaceae,64,,species,,
tiam,Tilia americana,Tilia,americana,Malvaceae,65,,species,,
ulam,Ulmus americana,Ulmus,americana,Ulmaceae,66,,species,,
ulru,Ulmus rubra,Ulmus,rubra,Ulmaceae,67,,species,,
ulsp,Ulmus sp,Ulmus,sp,Ulmaceae,68,,multiple,,
unk,Unidentified unk,Unidentified,unk,Unknown,69,,multiple,,
viac,Viburnum acerifolium,Viburnum,acerifolium,Adoxaceae,73,L.,species,,
vipr,Viburnum prunifolium,Viburnum,prunifolium,Adoxaceae,70,,species,,
vire,Viburnum recognitum,Viburnum,recognitum,Adoxaceae,71,,species,,
