col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,,10,0,totest_cat_01,0,Basic call,"New dataset with just BY, VAR and STATISTIC variables called _mean (with WARNING message)",S
2,totest(keep=A_ID_VALE B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,A_ID_VALE,,0,,,,mean,,10,0,totest_cat_02,0,"Basic call, with ID","New dataset with just BY, VAR and STATISTIC variables + ID (with WARNING message)",S
3,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,~=0,0,,,,mean,,10,0,totest_cat_03,0,Condition for each variable,New dataset with the same number of cases as input dataset (with WARNING message),S
4,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,FUTDDM_CAT CUOTA_CAT,,,mean,,10,0,totest_cat_04,0,"Basic call, with VARCAT list",New dataset with specified variable names for RANK variables (with WARNING message),S
17,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,B_FUT_DDM_12M_MAX V_CR_CUOTA,,,mean,,10,0,totest_cat_17,0,"Basic call, with VARCAT list, same names in output",New dataset with original variables replaced with RANK variables (with WARNING message),S
5,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,FUTDDM_mu CUOTA_value,,mean,,10,0,totest_cat_05,0,"Basic call, with VARVALUE list",New dataset with specified variable names for STATISTIC variables (with WARNING message),S
18,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,B_FUT_DDM_12M_MAX V_CR_CUOTA,,mean,,10,0,totest_cat_18,0,"Basic call, with VARVALUE list, same names in output",New dataset with original variables replaced with RANK variables (with WARNING message),S
6,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,FUTDDM_CAT CUOTA_CAT,FUTDDM_mu CUOTA_value,,mean,,10,0,totest_cat_06,0,"Basic call, with VARAT and VARVALUE list",New dataset with specified variable names for RANK and STATISTIC variables (with WARNING message),S
7,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,FUTDDM_CAT,,,mean,,10,0,totest_cat_07,0,"Basic call, with wrong VARCAT list",Abort,F
8,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,FUTDDM_mu CUOTA_value extra,,mean,,10,0,totest_cat_08,0,"Basic call, with wrong VARVALUE list",Abort,F
9,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,median,,10,0,totest_cat_09,0,"Basic call, with median statistic",New dataset with median as STATISTIC variables,S
