col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
485.04,0.8,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,1.0,1.17,5.1,route119257914_0,1068.18,flow_00.0,1.63,0.11,0.0
500.91,1.6,119257914,HBEFA3/PC_G_EU4,human,0.0,22.84,119.74,0.0,0.0,0.0,69.9,1.0,0.0,23.37,route119257914_0,1059.12,flow_00.0,0.0,0.0,0.0
517.1,2.4,119257914,HBEFA3/PC_G_EU4,human,0.15,23.31,119.74,78.83,7435.5,0.0,71.61,1.0,2.88,42.02,route119257914_0,1049.87,flow_00.0,3.2,0.54,0.0
533.76,3.2,119257914,HBEFA3/PC_G_EU4,human,0.2,23.98,119.74,117.59,9250.57,0.0,72.56,1.0,3.72,61.21,route119257914_0,1040.35,flow_00.0,3.98,0.76,0.0
550.83,4.0,119257908,,,,,,,,,,,,,,,,,,
569.33,4.8,119257908,,,,,,,,,,,,,,,,,,
488.22,0.8,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,3.0,1.17,5.1,route119257914_0,1073.74,flow_00.1,1.63,0.11,0.0
504.38,1.6,119257914,HBEFA3/PC_G_EU4,human,0.11,23.27,119.74,47.84,5933.43,0.0,71.06,3.0,2.18,23.72,route119257914_0,1064.51,flow_00.1,2.55,0.36,0.0
521.17,2.4,119257914,HBEFA3/PC_G_EU4,human,0.25,24.18,119.74,158.54,11215.9,0.0,73.46,3.0,4.65,43.06,route119257914_0,1054.91,flow_00.1,4.82,1.0,0.0
538.52,3.2,119257908,,,,,,,,,,,,,,,,,,
556.27,4.0,119257908,,,,,,,,,,,,,,,,,,
575.34,4.8,119257908,,,,,,,,,,,,,,,,,,
486.63,2.4,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,2.0,1.17,5.1,route119257914_0,1070.96,flow_00.2,1.63,0.11,0.0
503.03,3.2,119257914,HBEFA3/PC_G_EU4,human,0.18,23.61,119.74,103.29,8596.1,0.0,72.17,2.0,3.42,23.98,route119257914_0,1061.59,flow_00.2,3.7,0.68,0.0
519.7,4.0,119257914,HBEFA3/PC_G_EU4,human,0.14,24.0,119.74,73.27,7095.73,0.0,71.76,2.0,2.71,43.18,route119257914_0,1052.07,flow_00.2,3.05,0.51,0.0
489.8,2.4,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,4.0,1.17,5.1,route119257914_0,1076.52,flow_00.3,1.63,0.11,0.0
505.86,3.2,119257914,HBEFA3/PC_G_EU4,human,0.08,23.12,119.74,23.4,4758.73,0.0,70.63,4.0,1.62,23.6,route119257914_0,1067.34,flow_00.3,2.05,0.22,0.0
522.24,4.0,119257914,HBEFA3/PC_G_EU4,human,0.15,23.58,119.74,78.96,7417.2,0.0,71.71,4.0,2.87,42.46,route119257914_0,1057.98,flow_00.3,3.19,0.54,0.0
488.22,2.4,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,3.0,1.17,5.1,route119257914_0,1073.74,flow_00.4,1.63,0.11,0.0
504.4,3.2,119257914,HBEFA3/PC_G_EU4,human,0.11,23.3,119.74,51.58,6113.11,0.0,71.13,3.0,2.26,23.74,route119257914_0,1064.5,flow_00.4,2.63,0.39,0.0
520.58,4.0,119257914,HBEFA3/PC_G_EU4,human,0.06,23.31,119.74,6.86,3940.44,0.0,70.48,3.0,1.23,42.38,route119257914_0,1055.25,flow_00.4,1.69,0.13,0.0
485.04,2.4,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,1.0,1.17,5.1,route119257914_0,1068.18,flow_00.5,1.63,0.11,0.0
500.55,3.2,119257914,HBEFA3/PC_G_EU4,human,0.0,22.33,119.74,0.0,0.0,0.0,68.86,1.0,0.0,22.97,route119257914_0,1059.32,flow_00.5,0.0,0.0,0.0
515.98,4.0,119257914,HBEFA3/PC_G_EU4,human,0.0,22.21,119.74,0.0,0.0,0.0,69.59,1.0,0.0,40.73,route119257914_0,1050.51,flow_00.5,0.0,0.0,0.0
488.22,4.0,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,3.0,1.17,5.1,route119257914_0,1073.74,flow_00.6,1.63,0.11,0.0
485.04,4.0,119257914,HBEFA3/PC_G_EU4,human,0.05,23.0,119.74,3.32,3793.12,0.0,70.29,1.0,1.17,5.1,route119257914_0,1068.18,flow_00.7,1.63,0.11,0.0
