col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
2020-05-29,"Coruña, A",Galicia,,,,339,22,2,,,,2132,SERGAS; galiciapress.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10442; https://www.galiciapress.es/texto-diario/mostrar/1973538/pacientes-hospitalizados-galicia-mantienen-42-5-siguen-uci,,,,,
2020-05-30,"Coruña, A",Galicia,,,,325,24,1,,,,2140,SERGAS; laopinioncoruna.es; lavozdegalicia.es; diariodeferrol.com,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10445; https://www.laopinioncoruna.es/sociedad/2020/05/30/coronavirus-galicia--descienden-pacientes/1506158.html; https://www.lavozdegalicia.es/noticia/santiago/2020/05/30/dos-nuevos-ingresos-elevan-10-hospitalizados-covid-19-area-sanitaria/00031590850114015978879.htm; https://www.diariodeferrol.com/articulo/ferrol/menos-1-ingresados-ferrol-covid-19-volvieron-hospital/20200531001809281908.html,,,,,
2020-05-31,"Coruña, A",Galicia,,,,322,21,1,,,,2141,SERGAS; laopinioncoruna.es; lavozdegalicia.es; galiciaartabradigital.com,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10446; https://www.laopinioncoruna.es/sociedad/2020/05/31/coronavirus-galicia--comunidad-contiene/1506368.html; https://www.lavozdegalicia.es/noticia/santiago/2020/05/31/area-sanitaria-suma-nuevo-hospitalizado-covid-19-curado/00031590941821298385864.htm; https://www.galiciaartabradigital.com/archivos/212396,,,,,
2020-06-01,"Coruña, A",Galicia,,,,317,23,1,,,,2142,SERGAS; galiciapress.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10448; https://www.galiciapress.es/texto-diario/mostrar/1976198/areas-lugo-santiago-registran-unicos-pacientes-covid-uci,,,,,
2020-06-02,"Coruña, A",Galicia,,,,313,18,1,,,,2144,SERGAS; laopinioncoruna.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10449; https://www.laopinioncoruna.es/sociedad/2020/06/02/ultima-hora-coronavirus-coruna-galicia/1506843.html,,,,,
2020-06-03,"Coruña, A",Galicia,,,,297,17,1,,,,2155,SERGAS; galiciapress.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10453; https://www.galiciapress.es/texto-diario/mostrar/1979904/area-santiago-registra-unico-paciente-covid-ingresado-uci-galicia,,,,,
2020-05-29,Lugo,Galicia,,,,49,3,1,27.0,,,871,SERGAS; galiciapress.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10442; https://www.galiciapress.es/texto-diario/mostrar/1973538/pacientes-hospitalizados-galicia-mantienen-42-5-siguen-uci,,,,,
2020-05-30,Lugo,Galicia,,,,44,3,1,27.0,,,877,SERGAS; lavozdegalicia.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10445; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/30/siguen-bajando-casos-covid-19-lugo-44-afectados/00031590836887660452285.htm,,,,,
2020-05-31,Lugo,Galicia,,,,41,1,1,27.0,,,880,SERGAS; lavozdegalicia.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10446; https://www.lavozdegalicia.es/noticia/sociedad/2020/05/31/nuevo-descenso-casos-covid-19-lugo-paciente-uci-ingresado/00031590922342584362884.htm,,,,,
2020-06-01,Lugo,Galicia,,,,40,2,1,27.0,,,881,SERGAS; galiciapress.es,https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idioma=ga&idNova=10448; https://www.galiciapress.es/texto-diario/mostrar/1976198/areas-lugo-santiago-registran-unicos-pacientes-covid-uci,,,,,
