col0,col1,col2
1,10999,255
3,10999,1
4,11851,1001
5,11851,1002
6,11873,1003
7,10134,1028
8,12075,1029
9,12110,1030
10,12110,1031
11,12117,1032
12,12117,1033
13,10999,10034
14,2,1003
15,2,1004
16,2,1005
17,2,1007
18,2,1008
19,2,1009
20,2,1010
21,2,1011
22,2,1012
23,2,1013
24,2,1014
25,2,1015
26,2,1016
27,2,1017
28,2,1018
29,2,1019
30,2,1020
31,2,1021
32,2,1022
33,2,1023
34,2,1024
35,2,1025
36,2,1026
37,2,1027
38,2,1006
39,10999,20001
40,10999,10045
41,10999,30006
42,13962,15809
43,2,50001
44,10999,90000
45,10999,400001
46,15706,400002
47,15706,400003
48,15706,400004
49,15706,400005
50,15869,1000000
51,16681,30007
52,17438,0
53,2,15809
54,17656,0
55,11284,50000
56,18384,30015
57,18782,15810
58,18384,30035
59,10999,50011
60,10999,50012
61,10999,50013
62,10999,50014
63,10999,50015
64,10999,50016
65,10999,50017
66,10999,50018
67,10999,50019
68,10999,50020
69,10999,50021
70,10999,50022
71,10999,80011
72,10999,80012
73,10999,80013
74,10999,80014
75,10999,80015
76,10999,80016
77,10999,80017
78,10999,80018
79,10999,80019
80,10999,80020
81,10999,80021
82,10999,80022
83,10999,80023
84,10999,80024
85,10999,80025
86,10999,80026
87,10999,80027
88,19197,80028
89,10999,80029
90,10999,80030
91,10999,80031
92,10999,80032
93,10999,80033
94,10999,80034
95,10999,80035
96,10999,80036
97,10999,80038
98,10999,80039
99,10999,80040
100,10999,80041
101,10999,80042
102,19331,30036
103,10999,50023
104,20640,0
105,20640,0
106,20640,0
