col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
W8,stop,0,1,1943,1923,7;6;5;4;3;2;1;0;8,8;5;4;240;240;5;4;8;3000;8;4;5;4;5;240;240;240;5;4;4;5;8;3000,9;6;5;300;300;6;5;9;3000;9;5;6;5;6;300;300;300;6;5;5;6;9;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W8,stop,1,0,1924,1947,9;10;11;12;13;14;15;16;17;18;19;20;21;22,8;5;4;240;240;5;4;8;3000;8;4;5;4;5;240;240;240;5;4;4;5;8;3000,9;6;5;300;300;6;5;9;3000;9;5;6;5;6;300;300;300;6;5;5;6;9;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W7,stop,3,4,1911,1863,7;5;3;1;0;23;24;25;26;27;28;29;30;31;33;34;35;36;37;38;39;8,26;5;4;240;4;5;4;14;1000;12;4;4;5;8;4;240;240;4;4;4;5;12;1000;5;240;5;7;3;4;4;4;5;225;225;5;8;4;4;3;5,30;6;5;300;5;6;5;18;1000;16;5;5;6;9;5;300;300;5;5;5;6;16;1000;6;300;6;8;4;5;5;5;6;285;285;6;9;5;5;4;6,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W7,stop,4,3,1864,1912,9;10;12;13;15;16;18;19;20;21;22,26;5;4;240;4;5;4;14;1000;12;4;4;5;8;4;240;240;4;4;4;5;12;1000;5;240;5;7;3;4;4;4;5;225;225;5;8;4;4;3;5,30;6;5;300;5;6;5;18;1000;16;5;5;6;9;5;300;300;5;5;5;6;16;1000;6;300;6;8;4;5;5;5;6;285;285;6;9;5;5;4;6,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W7,over,9,4,1911,1863,7;6;4;2;0;8,26;5;4;240;4;5;4;14;1000;12;4;4;5;8;4;240;240;4;4;4;5;12;1000;5;240;5;7;3;4;4;4;5;225;225;5;8;4;4;3;5,30;6;5;300;5;6;5;18;1000;16;5;5;6;9;5;300;300;5;5;5;6;16;1000;6;300;6;8;4;5;5;5;6;285;285;6;9;5;5;4;6,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W7,over,4,9,1864,1912,9;10;11;14;17;21;22,26;5;4;240;4;5;4;14;1000;12;4;4;5;8;4;240;240;4;4;4;5;12;1000;5;240;5;7;3;4;4;4;5;225;225;5;8;4;4;3;5,30;6;5;300;5;6;5;18;1000;16;5;5;6;9;5;300;300;5;5;5;6;16;1000;6;300;6;8;4;5;5;5;6;285;285;6;9;5;5;4;6,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W6,stop,6,7,1851,1817,12;10;9;8;6;5;3;4;2;0;13,16;4;4;4;5;240;240;4;5;4;4;4;16;3000;16;4;5;4;240;4;5;16;3000,20;5;5;5;6;300;300;5;6;5;5;5;20;3000;20;5;6;5;300;5;6;20;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W6,stop,7,6,1818,1852,14;16;18;20;21;22,16;4;4;4;5;240;240;4;5;4;4;4;16;3000;16;4;5;4;240;4;5;16;3000,20;5;5;5;6;300;300;5;6;5;5;5;20;3000;20;5;6;5;300;5;6;20;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W6,over,11,7,1851,1817,12;11;7;1;0;13,16;4;4;4;5;240;240;4;5;4;4;4;16;3000;16;4;5;4;240;4;5;16;3000,20;5;5;5;6;300;300;5;6;5;5;5;20;3000;20;5;6;5;300;5;6;20;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
W6,over,7,11,1818,1852,14;15;17;19;21;22,16;4;4;4;5;240;240;4;5;4;4;4;16;3000;16;4;5;4;240;4;5;16;3000,20;5;5;5;6;300;300;5;6;5;5;5;20;3000;20;5;6;5;300;5;6;20;3000,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
