col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,C,,81,C,,,19_001,19.0,2.0,4.0,,
Adams,35,C,,39,C,,,19_002,19.0,2.0,4.0,,
Allamakee,158,7,4.40%,164,14,8.50%,92.70%,19_003,19.0,2.0,4.0,,
Appanoose,142,8,5.60%,167,13,7.80%,38.20%,19_004,19.0,2.0,4.0,,
Audubon,47,C,,58,C,,,19_005,19.0,2.0,4.0,,
Benton,325,26,8.00%,267,18,6.70%,-15.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",96,6.20%,"1,632",141,8.60%,39.60%,19_007,19.0,2.0,4.0,,
Boone,317,14,4.40%,323,21,6.50%,47.20%,19_008,19.0,2.0,4.0,,
Bremer,250,13,5.20%,252,21,8.30%,60.30%,19_009,19.0,2.0,4.0,,
Buchanan,301,16,5.30%,294,23,7.80%,47.20%,19_010,19.0,2.0,4.0,,
Buena Vista,233,12,5.20%,301,17,5.60%,9.70%,19_011,19.0,2.0,4.0,,
Butler,170,9,5.30%,167,7,4.20%,-20.80%,19_012,19.0,2.0,4.0,,
Calhoun,107,8,7.50%,100,C,,,19_013,19.0,2.0,4.0,,
Carroll,262,11,4.20%,277,13,4.70%,11.80%,19_014,19.0,2.0,4.0,,
Cass,158,8,5.10%,148,6,4.10%,-19.90%,19_015,19.0,2.0,4.0,,
Cedar,206,10,4.90%,190,10,5.30%,8.40%,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,29,5.50%,479,26,5.40%,-0.80%,19_017,19.0,2.0,4.0,,
Cherokee,146,10,6.80%,135,9,6.70%,-2.70%,19_018,19.0,2.0,4.0,,
Chickasaw,169,11,6.50%,152,4,2.60%,-59.60%,19_019,19.0,2.0,4.0,,
Clarke,97,7,7.20%,130,9,6.90%,-4.10%,19_020,19.0,2.0,4.0,,
Clay,204,11,5.40%,194,11,5.70%,5.20%,19_021,19.0,2.0,4.0,,
Clayton,194,10,5.20%,189,C,,,19_022,19.0,2.0,4.0,,
Clinton,591,39,6.60%,575,31,5.40%,-18.30%,19_023,19.0,2.0,4.0,,
Crawford,189,13,6.90%,257,15,5.80%,-15.10%,19_024,19.0,2.0,4.0,,
Dallas,566,34,6.00%,"1,065",67,6.30%,4.70%,19_025,19.0,2.0,4.0,,
Davis,129,9,7.00%,134,6,4.50%,-35.80%,19_026,19.0,2.0,4.0,,
Decatur,101,C,,85,C,,,19_027,19.0,2.0,4.0,,
Delaware,227,20,8.80%,187,17,9.10%,3.20%,19_028,19.0,2.0,4.0,,
Des Moines,555,44,7.90%,476,40,8.40%,6.00%,19_029,19.0,2.0,4.0,,
Dickinson,159,10,6.30%,172,11,6.40%,1.70%,19_030,19.0,2.0,4.0,,
Dubuque,"1,221",62,5.10%,"1,135",73,6.40%,26.70%,19_031,19.0,2.0,4.0,,
Emmet,126,8,6.30%,102,C,,,19_032,19.0,2.0,4.0,,
Fayette,233,13,5.60%,233,20,8.60%,53.80%,19_033,19.0,2.0,4.0,,
Floyd,199,8,4.00%,216,14,6.50%,61.20%,19_034,19.0,2.0,4.0,,
Franklin,113,9,8.00%,114,13,11.40%,43.20%,19_035,19.0,2.0,4.0,,
Fremont,82,7,8.50%,66,6,9.10%,6.50%,19_036,19.0,2.0,4.0,,
Greene,92,10,10.90%,85,9,10.60%,-2.60%,19_037,19.0,2.0,4.0,,
Grundy,133,8,6.00%,141,11,7.80%,29.70%,19_038,19.0,2.0,4.0,,
Guthrie,134,6,4.50%,109,13,11.90%,166.40%,19_039,19.0,2.0,4.0,,
Hamilton,192,7,3.60%,174,14,8.00%,120.70%,19_040,19.0,2.0,4.0,,
Hancock,131,10,7.60%,95,5,5.30%,-31.10%,19_041,19.0,2.0,4.0,,
Hardin,208,20,9.60%,178,14,7.90%,-18.20%,19_042,19.0,2.0,4.0,,
Harrison,193,16,8.30%,154,10,6.50%,-21.70%,19_043,19.0,2.0,4.0,,
Henry,264,14,5.30%,231,20,8.70%,63.30%,19_044,19.0,2.0,4.0,,
Howard,110,6,5.50%,112,C,,,19_045,19.0,2.0,4.0,,
