col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
"Commercial software price index, monthly",18100061,331-0009,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810006101,1,CURRENT - a cube available to the public and that is current,Monthly,2007-01-01,2021-03-01,2.0
Dimension ID,Dimension name,Dimension Notes,Dimension Definitions,,,,,,
1,Geography,,,,,,,,
2,Index,,,,,,,,
Dimension ID,Member Name,Classification Code,Member ID,Parent Member ID,Terminated,Member Notes,Member Definitions,,
1,Canada,[11124],1,,,,,,
2,Commercial software,,1,,,,,,
Symbol Legend,,,,,,,,,
Description,Symbol,,,,,,,,
not available for a specific reference period,..,,,,,,,,
less than the limit of detection,<LOD,,,,,,,,
value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded,0s,,,,,,,,
data quality: excellent,A,,,,,,,,
data quality: very good,B,,,,,,,,
data quality: good,C,,,,,,,,
data quality: acceptable,D,,,,,,,,
use with caution,E,,,,,,,,
too unreliable to be published,F,,,,,,,,
not applicable,...,,,,,,,,
preliminary,p,,,,,,,,
revised,r,,,,,,,,
suppressed to meet the confidentiality requirements of the Statistics Act,x,,,,,,,,
terminated,t,,,,,,,,
Survey Code,Survey Name,,,,,,,,
5068,Commercial Software Price Index,,,,,,,,
Subject Code,Subject Name,,,,,,,,
18,Prices and price indexes,,,,,,,,
Note ID,Note,,,,,,,,
1,"For data based on the 2007=100 index, please see CANSIM table 331-0006, which is archived.",,,,,,,,
Correction ID,Correction Date,Correction Note,,,,,,,
