col0,col1,col2,col3,col4,col5,col6
A,anc2,anc2,1.128613710441512,-2.883110177399589,3.372897661617109,3.372897661617109
A,anc3,anc3,1.3439331872562508,-1.1969300708693185,3.100240435381536,3.100240435381536
A,anc4,anc4,1.5126515420320203,-0.8347495179319621,2.1132987092428,2.1132987092428
A,anc5,anc5,1.0605199512297094,-1.6662842491444991,2.976750872325264,2.976750872325264
A,cc1690,cc1690,1.1011736002959451,-1.1672465034948627,2.8471026475139887,2.8471026475139887
C,anc4,24,1.5455648517537357,-10.0,2.938537479013244,2.938537479013244
C,anc5,5,1.428163820470356,-2.459462566407582,3.1231796036429924,3.1231796036429924
C,cc1690,22,1.3235877906636242,-1.95284889526948,2.863799404438884,2.863799404438884
L,anc2,10,0.8254069101124937,-3.859423705902019,3.792743141413242,3.792743141413242
L,anc3,26,1.005829782526705,-3.015599976668992,3.4449805259473294,3.4449805259473294
L,anc4,20,1.1201410587586085,-3.0851542338561124,3.278947128432286,3.278947128432286
L,anc5,23,1.0202916508446798,-1.024864483502795,4.758408960325616,4.758408960325616
L,cc1690,33,1.076709558520078,-4.0315683067594525,3.2945087610816244,3.2945087610816244
N,anc2,1,0.9066534998904684,-10.0,1.6270292298381956,1.6270292298381956
N,anc3,27,1.3519576581310415,-4.12765116014238,3.152346649224286,3.152346649224286
N,anc4,11,1.152004226516557,-10.0,3.042178908938751,3.042178908938751
N,anc5,30,1.25119240187284,-3.2834322649141114,3.1087621193540493,3.1087621193540493
N,cc1690,3,1.1601342103326855,-10.0,3.0041337622696926,3.0041337622696926
P,anc2,17,0.8227656861103104,-10.0,3.897012550851362,3.897012550851362
P,anc3,29,0.7906597702863862,-10.0,3.940908481531108,3.940908481531108
P,anc4,8,1.149776049750287,-3.620333812209339,3.2011075637273976,3.2011075637273976
P,anc5,28,0.9524396767733918,-2.6438427768863613,3.4758570798377963,3.4758570798377963
P,cc1690,6,0.8242982631787865,-10.0,3.920644392629664,3.920644392629664
B,anc2,19,1.0075818735869948,-2.4960206379824976,3.2120234939235845,3.2120234939235845
B,anc3,7,0.6868262120508641,-10.0,3.96935147107172,3.96935147107172
B,anc4,21,1.386826925697683,-2.7886653950738047,3.0734254130762864,3.0734254130762864
B,anc5,16,0.8348569569342683,-0.4072132175151476,10.543104628927882,10.543104628927882
B,cc1690,31,1.4066757295028085,-10.0,3.0512119910519315,3.0512119910519315
S,anc2,14,1.020868380549072,-0.4859627380859891,9.23384315232485,9.23384315232485
S,anc3,4,0.9211506496342946,-0.8608678346580191,6.781695927723733,6.781695927723733
S,anc4,15,0.7070014308063852,-0.7856063649272176,9.919731749296597,9.919731749296597
S,anc5,18,0.8662000458529734,-0.6160366065794591,9.601147280045684,9.601147280045684
S,cc1690,32,0.8699487649663727,-10.0,7.142757867476537,7.142757867476537
BS,anc2,25,1.158878303222127,-2.355142577289269,6.535432395042173,6.535432395042173
BS,anc3,2,0.9924739029849418,-10.0,9.097948409428223,9.097948409428223
BS,anc4,35,2.6665072094456246,-0.3506164349835396,1.0,1.0
BS,cc1690,9,1.0353576309372892,-0.426272147803356,9.562609660016491,9.562609660016491
