col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,MAY4,5526,555.86,5/3/2016,58,15,43,4,FULL,20,1,3071682.36,0.143260869565217,2.39082980317368e-05,9.56331921269472e-06
10,MAY4,6130,610.95,5/3/2016,94,45,49,14,DEF,20,4,3745123.5,0.151230769230769,2.76116347058997e-05,1.10446538823599e-05
11,MAY4,4510,1041.13,5/3/2016,45,19,26,9,DEF,20,5,4695496.3,0.140423076923077,2.26691721458532e-05,9.06766885834129e-06
12,MAY4,11446,539.36,5/3/2016,38,17,21,8,DEF,20,6,6173514.56,0.15935,3.17326097500645e-05,1.26930439000258e-05
13,MAY4,14055,1470.77,5/3/2016,13,9,4,0,FULL,16,1,20671672.35,0.18,4.38807613307436e-05,1.75523045322974e-05
14,MAY4,371087,1281.59,5/3/2016,32,18,14,5,FULL,16,2,475581388.33,0.147526315789474,2.58489050880216e-05,1.03395620352086e-05
15,MAY4,9636,927.43,5/3/2016,38,22,16,4,FULL,16,3,8936715.48,0.167333333333333,3.61392088150737e-05,1.44556835260295e-05
16,MAY4,1126,575.44,5/3/2016,54,29,25,7,FULL,16,4,647945.44,0.150285714285714,2.71550353117548e-05,1.08620141247019e-05
17,MAY4,20962,577.02,5/3/2016,25,16,9,5,FULL,16,5,12095493.24,0.166333333333333,3.5567570760817e-05,1.42270283043268e-05
18,MAY4,12788,655.95,5/3/2016,47,26,21,4,FULL,16,6,8388288.6,0.155777777777778,2.98754139512987e-05,1.19501655805195e-05
19,MAY4,8599,881.11,5/3/2016,39,28,11,6,DEF,16,1,7576664.89,0.130315789473684,1.85840949282078e-05,7.43363797128311e-06
2,MAY4,1734719,728.99,5/3/2016,139,47,92,1,FULL,20,2,1264592803.81,,,
20,MAY4,3031,689.71,5/3/2016,76,50,26,4,DEF,16,2,2090511.01,0.1263,1.70994524113383e-05,6.83978096453531e-06
21,MAY4,14324,998.3,5/3/2016,11,8,3,1,DEF,16,3,14299649.2,0.1285,1.79032390270849e-05,7.16129561083398e-06
22,MAY4,2129,861.65,5/3/2016,17,3,14,8,DEF,16,4,1834452.85,,,
23,MAY4,8430,1957.33,5/3/2016,0,0,0,0,DEF,16,5,16500291.9,0.149416666666667,2.67393438581533e-05,1.06957375432613e-05
