col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
1,A,1,A,,,,,,A,,A,alphabet,1,10,,3661.2368,5.2662058,,TRAINING
2,abandon,3,a,ban,don,,,,don,a-ban,uh-ban-dun,normal,5,6,,3991.256,5.209585,,EXAM
3,ability,4,a,bil,i,ty,,,bil,,uh-bil-i-tee,place,3,6,,3921.6907,5.381685,,SCREENING
4,able,2,a,ble,,,,,a,,ay-bul,name,2,7,,2795.885,1.6587567,,SCREENING
5,abortion,3,a,bor,tion,,,,bor,,uh-bawr-shun,month,6,5,,3993.3079,16.031296,,EXAM
6,about,2,a,bout,,,,,bout,,uh-bout,Number,2,9,,3986.8284,15.832221,,TRAINING
7,above,2,a,bove,,,,,bove,,uh-buhv,alphabet,2,9,,3971.5095,15.083354,,EXAM
8,abroad,2,a,broad,,,,,broad,,uh-brawd,normal,5,8,,3957.3052,13.608179,,SCREENING
9,absence,2,ab,sence,,,,,ab,,ab-sens,place,2,9,,3985.821,14.50328,,EXAM
10,absolute,3,ab,so,lute,,,,ab,,,name,1,9,,3998.745,16.518896,,EXAM
11,absolutely,4,ab,so,lute,ly,,,ab,,,month,5,9,,3964.6902,12.803218,,TRAINING
12,absorb,2,ab,sorb,,,,,sorb,,,Number,3,7,,3988.9927,9.038929,,EXAM
13,abuse,2,a,buse,,,,,buse,,,alphabet,3,9,,3988.4985,2.966977,,SCREENING
14,academic,4,ac,a,dem,ic,,,dem,ac,ak-uh-dem-ik,normal,3,8,,3990.2368,9.867674,,TRAINING
15,accept,2,ac,cept,,,,,cept,,ak-sept,place,4,9,,3995.1387,18.377544,,EXAM
16,access,2,ac,cess,,,,,cess,,ak-ses,name,3,7,,3993.8582,17.70108,,EXAM
17,accident,3,ac,ci,dent,,,,ac,,ak-si-dunt,month,3,9,,3994.3557,25.94293,,EXAM
18,accompany,4,ac,com,pa,ny,,,com,,uh-kuhm-puh-nee,Number,3,8,,3995.1387,10.127754,,TRAINING
19,accomplish,3,ac,com,plish,,,,com,,uh-kom-plish,alphabet,4,6,,3995.1387,29.76393,,SCREENING
20,according,3,ac,cord,ing,,,,cord,,uh-kawr-ding,normal,3,9,,3995.1387,10.99699,,EXAM
21,account,2,ac,count,,,,,count,,uh-kount,place,3,9,,3995.1387,22.598764,,SCREENING
22,accurate,3,ac,cu,rate,,,,ac,,,name,3,7,,3984.3152,22.650555,,EXAM
23,accuse,2,ac,cuse,,,,,cuse,,uh-kyooz,month,3,7,,3999.1638,23.889044,,TRAINING
24,achieve,2,a,chieve,,,,,chieve,,uh-cheev,Number,2,6,,3998.2666,26.843874,,EXAM
25,achievement,3,a,chieve,ment,,,,chieve,,uh-cheev-ment,alphabet,4,8,,3995.2764,20.962955,,SCREENING
26,acid,2,ac,id,,,,,ac,,as-id,normal,1,5,,3987.8545,13.626879,,EXAM
27,acknowledge,3,ac,knowl,edge,,,,knowl,,ak-nol-ij,place,5,9,,3999.6614,25.164679,,EXAM
28,acquire,2,ac,quire,,,,,quire,,uh-kwire,name,4,6,,3995.1387,11.862008,,TRAINING
29,across,2,a,cross,,,,,cross,,,month,2,7,,3995.1387,14.74207,,EXAM
30,act,1,act,,,,,,act,,akt,Number,1,8,,3995.2285,30.467575,,EXAM
31,action,2,ac,tion,,,,,ac,,ak-shon,alphabet,1,8,,3996.6233,38.88026,,EXAM
32,active,2,ac,tive,,,,,ac,,ak-tiv,normal,1,9,,3996.657,29.137302,,EXAM
33,activist,3,ac,tiv,ist,,,,tiv,,ak-tuh-vist,place,3,8,,3995.5913,14.81806,,TRAINING
34,activity,4,ac,tiv,i,ty,,,tiv,,ak-tiv-i-tee,name,2,9,,3991.2212,10.105938,,EXAM
35,actor,2,ac,tor,,,,,ac,,ak-ter,month,1,7,,3985.9038,15.323391,,EXAM
36,actress,2,ac,tress,,,,,ac,,ak-tris,Number,2,7,,3996.657,27.200718,,EXAM
37,actual,3,ac,tu,al,,,,ac,,ak-choo-ul,alphabet,3,8,,3982.4797,22.96846,,EXAM
38,actually,4,ac,tu,al,ly,,,ac,,ak-choo-uh-lee,normal,3,9,,3993.7703,25.478983,,TRAINING
39,ad,1,ad,,,,,,ad,,ad,place,1,5,,3997.2058,28.17681,,EXAM
40,adapt,2,a,dapt,,,,,a-dapt,,uh-dapt,name,2,6,,3994.7805,32.43056,,TRAINING
41,add,1,add,,,,,,add,,ad,month,1,8,,3997.2058,28.17681,,EXAM
42,addition,3,ad,di,tion,,,,di,,uh-dish-un,Number,2,7,,3991.927,24.97762,,SCREENING
43,additional,4,ad,di,tion,al,,,di,,uh-dish-uh-nl,alphabet,2,9,,3996.6218,22.008411,,SCREENING
44,address,2,ad,dress,,,,,dress,,,normal,2,9,,3999.2598,23.596542,,TRAINING
45,adequate,3,ad,e,equate,,,,ad,,ad-i-kwit,place,3,7,,3996.0664,18.681604,,EXAM
46,adjust,2,ad,just,,,,,just,,uh-juhst,name,2,8,,3996.3298,19.96272,,SCREENING
47,adjustment,3,ad,just,ment,,,,just,,uh-juhst-ment,month,3,8,,3994.4543,15.158141,,TRAINING
48,administration,5,ad,min,is,tra,tion,,tra,min,ad-min-uh-strey-shun,Number,5,8,,3998.83,21.879944,,SCREENING
49,administrator,5,ad,min,is,tra,tor,,tra,min,ad-min-uh-strey-ter,alphabet,5,9,,3995.698,17.830536,,EXAM
50,admire,2,ad,mire,,,,,mire,,ad-mire,normal,3,7,,3975.7112,8.588808,,TRAINING
51,admission,3,ad,mis,sion,,,,mis,,ad-mish-un,place,3,7,,3995.6172,22.264069,,SCREENING
52,admit,2,ad,mit,,,,,mit,,ad-mit,name,2,7,,3975.7112,14.369487,,TRAINING
53,adolescent,4,ad,o,les,cent,,,les,ad,ad-l-es-ent,month,5,6,,3989.5938,10.946481,,SCREENING
54,adopt,2,a,dopt,,,,,dopt,,uh-dopt,Number,2,7,,3940.597,18.288315,,EXAM
55,adult,2,a,dult,,,,,dult,,,name,2,8,,3999.395,24.123743,,TRAINING
56,advance,2,ad,vance,,,,,vance,,,number,2,7,,3975.7112,18.21056,,EXAM
57,advanced,2,ad,vanced,,,,,vanced,,,place,2,8,,3999.6648,12.846929,,SCREENING
58,advantage,3,ad,van,tage,,,,van,,,month,2,8,,3997.845,20.244995,,TRAINING
59,adventure,3,ad,ven,ture,,,,ven,,ad-ven-cher,number,2,6,,3994.9497,21.163702,,SCREENING
60,advertising,4,ad,ver,tis,ing,,,ver,,ad-ver-tahy-zing,month,3,6,,3996.657,11.927126,,TRAINING
