col0,col1,col2,col3,col4,col5,col6,col7,col8
1,0,54,517,5,0,,54 綠之寶石袋,1
1,0,55,516,5,0,,55 青之寶石袋,1
1,0,10,515,5,0,,10 複製券,1
1,0,3,514,5,0,,3 魔女秘藥 *3,3
1,0,8,513,5,0,,8 跳越星 *3,3
1,0,21,512,5,0,,21 墨菲斯之門,1
1,0,27,511,5,0,,27 人偶的日記本,1
1,0,37,510,5,0,,37 神秘衣櫃,1
1,4,303,509,5,0,,303 瑪爾瑟斯 L3,1
1,4,323,508,5,0,,323 魯卡 L3,1
1,4,333,507,5,0,,333 史塔夏 L3,1
1,4,343,506,5,0,,343 沃蘭德 L3,1
1,4,353,505,5,0,,353 C.C. L3,1
1,4,363,504,5,0,,363 柯布 L3,1
1,4,373,503,5,0,,373 伊芙琳 L3,1
1,4,393,502,5,0,,393 凱倫貝克 L3,1
1,4,403,501,5,0,,403 音音夢 L3,1
1,4,413,500,5,0,,413 康拉德 L3,1
1,4,713,411,4,0,,713 瑟法斯 L3,1
1,4,723,410,4,0,,723 維若妮卡 L3,1
1,4,733,409,4,0,,733 里卡多 L3,1
1,4,743,408,4,0,,743 瑪麗妮菈 L3,1
1,4,433,407,4,0,,433 庫恩 L3,1
1,4,443,406,4,0,,443 夏洛特 L3,1
1,4,453,405,4,0,,453 泰瑞爾 L3,1
1,4,463,404,4,0,,463 露緹亞 L3,1
1,4,473,403,4,0,,473 威廉 L3,1
1,4,483,402,4,0,,483 梅莉 L3,1
1,4,493,401,4,0,,493 古斯塔夫 L3,1
1,4,503,400,4,0,,503 尤莉卡 L3,1
1,1,45,304,3,0,,45 紫晶禮服,1
1,1,46,303,3,0,,46 藍禮服,1
1,1,47,302,3,0,,47 紅寶石禮服,1
1,2,6,301,3,0,,6 劍6卡,1
1,2,14,300,3,0,,14 槍6卡,1
1,4,513,201,2,0,,513 林奈烏斯 L3,1
1,4,2051,200,2,0,,2051 庫勒尼西 RE,1
1,4,576,102,1,0,,576 出葉 R1,1
1,4,176,101,1,0,,176 貝琳達 R1,1
1,4,377,100,1,0,,377 伊芙琳 R2,1
0,1,749,507,5,0,,749 潔米的手提公仔,1
0,1,460,506,5,0,,460 梅莉的手提公仔,1
0,1,754,505,5,0,,754 瑟法斯的手提公仔,1
0,1,491,504,5,0,,491 碧姬媞的趴頭娃娃,1
0,1,505,503,5,0,,505 瑪爾瑟斯的趴頭娃娃,1
0,0,3,502,5,0,,3 魔女秘藥,1
0,0,24,501,5,0,,24 妖魔的指南針,1
0,0,8,500,5,0,,8 跳越星,1
0,1,48,415,4,0,,48 髮帶,1
0,1,53,414,4,0,,53 海藍緞帶,1
0,1,54,413,4,0,,54 黑曜緞帶,1
0,0,7,412,4,0,,7 白色石楠5 *2,2
0,0,4,411,4,0,,4 幸運四葉草 *2,2
0,0,12,410,4,0,,12 超時空沙漏 *2,2
0,4,181,409,4,0,,181 羅索 L1,1
0,4,191,408,4,0,,191 艾妲 L1,1
0,4,211,407,4,0,,211 薩爾卡多 L1,1
0,4,221,406,4,0,,221 蕾格烈芙 L1,1
0,4,231,405,4,0,,231 里斯 L1,1
0,4,251,404,4,0,,251 沃肯 L1,1
0,4,261,403,4,0,,261 佛羅倫斯 L1,1
0,4,271,402,4,0,,271 帕茉 L1,1
0,4,281,401,4,0,,281 阿修羅 L1,1
0,4,291,400,4,0,,291 布朗寧 L1,1
0,0,27,319,3,0,,27 人偶的日記本,1
0,0,50,318,3,0,,50 小型衣櫥,1
0,0,53,317,3,0,,53 黃之寶石袋,1
0,0,54,316,3,0,,54 綠之寶石袋,1
0,3,11,315,3,0,,11 詛咒短劍,1
