col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
30,,40.0,,,,,0,,0,,0
31,,40.0,,,,,0,,0,,0
32,,41.0,,,,,0,,0,,0
33,,41.0,,,,,0,,0,,0
40,,,,,,,0,,0,,0
41,,,,,,,0,,0,,0
101,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
102,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
103,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
124,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
202,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
203,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
204,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
205,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
206,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
208,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
209,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
211,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
212,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
213,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
214,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
216,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
218,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
219,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
220,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
221,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
222,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
223,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
224,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
225,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
226,,,1.0,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
999,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
109495,,,,,,,1,2012-11-15T15:38:10.000,1,2012-11-15T15:38:10.000,0
