col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
2598,JAX,Mouse,Female,C57BL/6J,,SJ,llg329,19705.0,,244745,,664.0,,Harvested,1991-02-12,2015-06-02T00:00:00,,,F?+F3,,,GWAS%20gene%20survey
2599,JAX,Mouse,Female,C57BL/6J,,SJ,llg329,19705.0,,244746,,664.0,,Harvested,1992-07-29,2015-06-02T00:00:00,,,F?+F3,,,GWAS%20gene%20survey
2600,JAX,Mouse,Female,C57BL/6J,,SJ,llg329,19705.0,,244747,,664.0,,Harvested,2013-01-26,2015-06-02T00:00:00,,,F?+F3,,,GWAS%20gene%20survey
2415,JAX,Mouse,Female,C57BL/6J,,SJ,llg329,19705.0,,244748,,664.0,,Harvested,2012-08-14,2015-06-02T00:00:00,,,F?+F3,,,GWAS%20gene%20survey
4136,JAX,Mouse,Female,Cd2ap.B6,,SJ,LCG84,19692.0,,244852,,,,Harvested,2012-02-18,2014-04-24T00:00:00,,,F?+F1,,,GWAS%20gene%20survey
4148,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG86,19703.0,,244864,,4631.0,,Harvested,1982-11-13,2014-10-28T00:00:00,,,F+15,,,GWAS%20gene%20survey
4149,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG86,19703.0,,244865,,4631.0,,Harvested,2018-08-14,2014-10-28T00:00:00,,,F+15,,,GWAS%20gene%20survey
4155,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG75,19665.0,,244871,,4631.0,,Harvested,1974-03-08,2014-10-28T00:00:00,,,N6+N3F4,,,GWAS%20gene%20survey
4156,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG76,19725.0,,244872,,4631.0,,Harvested,1993-01-29,2014-10-28T00:00:00,,,F?+1,,,GWAS%20gene%20survey
4157,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG76,19725.0,,244873,,4631.0,,Harvested,1979-05-28,2014-10-28T00:00:00,,,F?+1,,,GWAS%20gene%20survey
4158,JAX,Mouse,Female,B6.Gfap-APOE4,,SJ,LCG76,19725.0,,244874,,4631.0,,Harvested,1991-07-07,2014-10-28T00:00:00,,,F?+1,,,GWAS%20gene%20survey
4643,JAX,Mouse,Female,B6.Clu,,SJ,LCG101,19737.0,,245310,,5642.0,,Harvested,2014-09-17,2014-04-24T00:00:00,,,?+N1,,,GWAS%20gene%20survey
4644,JAX,Mouse,Female,B6.Clu,,SJ,LCG101,19737.0,,245311,,5642.0,,Harvested,2020-11-01,2014-04-24T00:00:00,,,?+N1,,,GWAS%20gene%20survey
4648,JAX,Mouse,Female,B6.Clu,,SJ,LCG99,19670.0,,245315,,5642.0,,Harvested,1988-09-02,2014-10-28T00:00:00,,,F?+F2,,,GWAS%20gene%20survey
4655,JAX,Mouse,Female,B6.Clu,,SJ,LCG100,19737.0,,245322,,5642.0,,Harvested,2003-01-28,2014-04-24T00:00:00,,,?+N1,,,GWAS%20gene%20survey
4658,JAX,Mouse,Female,B6.Clu,,SJ,LCG100,19737.0,,245325,,5642.0,,Harvested,2002-10-01,2014-04-24T00:00:00,,,?+N1,,,GWAS%20gene%20survey
4659,JAX,Mouse,Female,B6.Clu,,SJ,LCG100,19737.0,,245326,,5642.0,,Harvested,2011-06-11,2014-04-24T00:00:00,,,?+N1,,,GWAS%20gene%20survey
4699,JAX,Mouse,Female,Apoe KO,,SJ,LCG111,19758.0,,245492,,2052.0,,Harvested,1992-06-30,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
4700,JAX,Mouse,Female,Apoe KO,,SJ,LCG111,19758.0,,245493,,2052.0,,Harvested,1988-05-06,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
4807,JAX,Mouse,Female,Apoe KO,,SJ,LCG110,19757.0,,245500,,2052.0,,Harvested,2013-12-16,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
4808,JAX,Mouse,Female,Apoe KO,,SJ,LCG110,19757.0,,245501,,2052.0,,Harvested,1975-04-21,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
4809,JAX,Mouse,Female,Apoe KO,,SJ,LCG110,19757.0,,245502,,2052.0,,Harvested,2001-03-19,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
4810,JAX,Mouse,Female,Apoe KO,,SJ,LCG110,19757.0,,245503,,2052.0,,Harvested,2021-05-09,2014-10-28T00:00:00,,,?,,,GWAS%20gene%20survey
