col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
MOL5521,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,,,"NCGC00015465-05, NCGC00015465-10",0.0,0.0,1.0,0.0,0.0
MOL7341,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,,,NCGC00370702-02,1.0,1.0,0.0,1.0,1.0
MOL3157,Oc1ccc(Cl)cc1Cc1ccccc1,,Oc1ccc(Cl)cc1Cc1ccccc1,,Clorophene,NCGC00091532-04,0.0,1.0,1.0,1.0,1.0
MOL8821,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,,,NCGC00381564-09,0.0,1.0,1.0,1.0,1.0
MOL6979,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,,,NCGC00485411-01,0.0,0.0,0.0,1.0,0.0
MOL8047,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,,,NCGC00482810-01,1.0,1.0,1.0,1.0,1.0
MOL1911,OCC(S)CS,3150.0,OCC(S)CS,dimercaprol,"2,3-Dimercapto-1-propanol",,1.0,0.0,0.0,0.0,0.0
MOL6004,COc1ccc(C2(C,,,,,,,,,,
MOL4415,CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,,CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,,LDN-57444,,1.0,1.0,1.0,1.0,1.0
MOL2227,Oc1ccccc1,4266.0,Oc1ccccc1,phenol,Phenol,,0.0,1.0,0.0,0.0,0.0
MOL1884,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,3081.0,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,cetotiamine,Dicethiamine hydrochloride,,0.0,0.0,0.0,0.0,0.0
MOL137,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,242.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,aripiprazole,Aripiprazole,"NCGC00159510-16, NCGC00159510-04",1.0,1.0,1.0,1.0,1.0
MOL7965,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1O,,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1O,,Isochlorogenic acid A,,0.0,0.0,0.0,0.0,0.0
