col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80
0.0,443.0,6.0,1580719658.0,141385.0,9.0,7.0,553.0,3773.0,202.0,0.0,61.44444444,87.53443767,1460.0,0.0,539.0,655.4329357999999,30597.30523,113.1661775,9425.666667,19069.11685,73403.0,1.0,141385.0,17673.125,23965.32327,73403.0,22.0,51417.0,8569.5,13036.89082,31525.0,1.0,0.0,0.0,0.0,0.0,192.0,152.0,63.65597482,49.51020264,0.0,1460.0,254.4705882,474.7129551,225352.3897,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,270.375,61.44444444,539.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,553.0,7.0,3773.0,8192.0,119.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.240.170.169
1.0,49684.0,6.0,1580719658.0,281.0,2.0,1.0,38.0,0.0,38.0,0.0,19.0,26.87005769,0.0,0.0,0.0,0.0,135231.3167,10676.15658,140.5,174.655375,264.0,17.0,281.0,281.0,0.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,7117.437722,3558.718861,0.0,38.0,19.0,21.93931023,481.3333333000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.33333333,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0,0.0,123.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.166.179.111
2.0,443.0,6.0,1580719660.0,279824.0,11.0,15.0,1086.0,10527.0,385.0,0.0,98.72727273,129.39249660000002,1460.0,0.0,701.8,636.3141856000002,41501.0864,92.91554692,11192.96,24379.44834,112589.0,1.0,279728.0,27972.8,36167.74032,112589.0,94.0,258924.0,18494.57143,36356.50372,133669.0,1.0,0.0,0.0,0.0,0.0,232.0,312.0,39.31042369,53.60512322,0.0,1460.0,430.1111111000001,566.234209,320621.1795,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,446.6538462,98.72727273,701.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1086.0,15.0,10527.0,8192.0,1047.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22.203.251
3.0,443.0,6.0,1580719660.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15151.51515,132.0,0.0,132.0,132.0,132.0,132.0,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,15151.51515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,256.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.139.157.99
4.0,443.0,6.0,1580719661.0,274016.0,9.0,13.0,1285.0,6141.0,517.0,0.0,142.77777780000002,183.88772240000003,1460.0,0.0,472.3846154,611.1804887,27100.60726,80.28728249,13048.38095,26311.62703,114077.0,1.0,273946.0,34243.25,37996.56546000001,114077.0,201.0,252994.0,21082.83333,39075.73819,135611.0,1.0,0.0,0.0,0.0,0.0,192.0,272.0,32.84479738,47.44248511,0.0,1460.0,322.8695651999999,497.2547641,247262.3004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,337.5454545,142.77777780000002,472.3846154,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1285.0,13.0,6141.0,8192.0,1047.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.175.219.113
5.0,443.0,6.0,1580719661.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,250.0,0.0,250.0,250.0,250.0,250.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7.29.26
6.0,80.0,6.0,1580719661.0,5964033.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706871,1988011.0,3425209.65,5943084.0,19.0,5964033.0,2982016.5,4187581.818,5943084.0,20949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.503015325,0.167671775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8192.0,29200.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.129.123.142
7.0,2701.0,6.0,1578046940.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.207.111.66
8.0,8080.0,6.0,1580692568.0,632.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3164.556962,632.0,0.0,632.0,632.0,632.0,632.0,0.0,632.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3164.556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2052.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.101.65.66
9.0,80.0,6.0,1581817542.0,1317.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.602885,1317.0,0.0,1317.0,1317.0,1317.0,1317.0,0.0,1317.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1518.602885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,225.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.200.111.91
