col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
SESS_20160822_255901001,2016 - 2017 Fall Semester,2016-2017,8/22/2016 0:00,12/16/2016 0:00,50,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20170103_255901001,2016 - 2017 Spring Semester,2016-2017,1/3/2017 0:00,5/8/2017 0:00,54,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20160822_255901002,2016 - 2017 Fall Semester,2016-2017,8/22/2016 0:00,12/16/2016 0:00,50,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20170103_255901002,2016 - 2017 Spring Semester,2016-2017,1/3/2017 0:00,5/8/2017 0:00,54,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20160822_255901003,2016 - 2017 Fall Semester,2016-2017,8/22/2016 0:00,12/16/2016 0:00,50,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20170103_255901003,2016 - 2017 Spring Semester,2016-2017,1/3/2017 0:00,5/8/2017 0:00,54,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20160822_255901004,2016 - 2017 Fall Semester,2016-2017,8/22/2016 0:00,12/16/2016 0:00,50,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20170103_255901004,2016 - 2017 Spring Semester,2016-2017,1/3/2017 0:00,5/8/2017 0:00,54,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20160822_255901005,2016 - 2017 Fall Semester,2016-2017,8/22/2016 0:00,12/16/2016 0:00,50,uri://ed-fi.org/TermDescriptor,,,,,,,,,
SESS_20170103_255901005,2016 - 2017 Spring Semester,2016-2017,1/3/2017 0:00,5/8/2017 0:00,54,uri://ed-fi.org/TermDescriptor,,,,,,,,,
