col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
12,Alabama,State,US-AL,AL,1.0,AL,AL,Ala.,Ala.,,,,,,
13,Alaska,State,US-AK,AK,2.0,AK,AK,Alaska,Alaska,Alas.,,,,,
14,Arizona,State,US-AZ,AZ,4.0,AZ,AZ,Ariz.,Ariz.,Az.,,,,,
15,Arkansas,State,US-AR,AR,5.0,AR,AR,Ark.,Ark.,,,,,,
16,California,State,US-CA,CA,6.0,CA,CF,Calif.,Calif.,"Ca., Cal.",,,,,
17,Colorado,State,US-CO,CO,8.0,CO,CL,Colo.,Colo.,Col.,,,,,
18,Connecticut,State,US-CT,CT,9.0,CT,CT,Conn.,Conn.,Ct.,,,,,
19,Delaware,State,US-DE,DE,10.0,DE,DL,Del.,Del.,De.,,,,,
20,DistrictofColumbia,Federal district,US-DC,DC,11.0,DC,DC,D.C.,D.C.,Wash. D.C.,,,,,
21,Florida,State,US-FL,FL,12.0,FL,FL,Fla.,Fla.,"Fl., Flor.",,,,,
22,Georgia,State,US-GA,GA,13.0,GA,GA,Ga.,Ga.,Geo.,,,,,
23,Hawaii,State,US-HI,HI,15.0,HI,HA,Hawaii,Hawaii,H.I.,,,,,
24,Idaho,State,US-ID,ID,16.0,ID,ID,Idaho,Idaho,"Id., Ida.",,,,,
25,Illinois,State,US-IL,IL,17.0,IL,IL,Ill.,Ill.,"Il., Ills., Ill's",,,,,
26,Indiana,State,US-IN,IN,18.0,IN,IN,Ind.,Ind.,In.,,,,,
27,Iowa,State,US-IA,IA,19.0,IA,IA,Iowa,Iowa,"Ia., Ioa.[a]",,,,,
28,Kansas,State,US-KS,KS,20.0,KS,KA,Kans.,Kan.,"Ks., Ka.",,,,,
29,Kentucky,State (Commonwealth),US-KY,KY,21.0,KY,KY,Ky.,Ky.,"Ken., Kent.[b]",,,,,
30,Louisiana,State,US-LA,LA,22.0,LA,LA,La.,La.,,,,,,
31,Maine,State,US-ME,ME,23.0,ME,ME,Maine,Maine,Me.,,,,,
32,Maryland,State,US-MD,MD,24.0,MD,MD,Md.,Md.,,,,,,
33,Massachusetts,State (Commonwealth),US-MA,MA,25.0,MA,MS,Mass.,Mass.,,,,,,
34,Michigan,State,US-MI,MI,26.0,MI,MC,Mich.,Mich.,,,,,,
35,Minnesota,State,US-MN,MN,27.0,MN,MN,Minn.,Minn.,Mn.,,,,,
36,Mississippi,State,US-MS,MS,28.0,MS,MI,Miss.,Miss.,,,,,,
37,Missouri,State,US-MO,MO,29.0,MO,MO,Mo.,Mo.,,,,,,
38,Montana,State,US-MT,MT,30.0,MT,MT,Mont.,Mont.,,,,,,
39,Nebraska,State,US-NE,NE,31.0,NE,NB,Nebr.,Neb.,,,,,,
40,Nevada,State,US-NV,NV,32.0,NV,NV,Nev.,Nev.,Nv.,,,,,
41,NewHampshire,State,US-NH,NH,33.0,NH,NH,N.H.,N.H.,,,,,,
42,NewJersey,State,US-NJ,NJ,34.0,NJ,NJ,N.J.,N.J.,N.Jersey,,,,,
43,NewMexico,State,US-NM,NM,35.0,NM,NM,N. Mex.,N.M.,New M.,,,,,
44,NewYork,State,US-NY,NY,36.0,NY,NY,N.Y.,N.Y.,N. York,,,,,
45,NorthCarolina,State,US-NC,NC,37.0,NC,NC,N.C.,N.C.,N. Car.,,,,,
46,NorthDakota,State,US-ND,ND,38.0,ND,ND,N. Dak.,N.D.,NoDak,,,,,
47,Ohio,State,US-OH,OH,39.0,OH,OH,Ohio,Ohio,"O., Oh.",,,,,
48,Oklahoma,State,US-OK,OK,40.0,OK,OK,Okla.,Okla.,Ok.,,,,,
49,Oregon,State,US-OR,OR,41.0,OR,OR,Oreg.,Ore.,Or.,,,,,
50,Pennsylvania,State (Commonwealth),US-PA,PA,42.0,PA,PA,Pa.,Pa.,"Penn., Penna.",,,,,
51,RhodeIsland,State,US-RI,RI,44.0,RI,RI,R.I.,R.I.,"R.I. & P.P., R. Isl.",,,,,
52,SouthCarolina,State,US-SC,SC,45.0,SC,SC,S.C.,S.C.,S. Car.,,,,,
53,SouthDakota,State,US-SD,SD,46.0,SD,SD,S. Dak.,S.D.,SoDak,,,,,
54,Tennessee,State,US-TN,TN,47.0,TN,TN,Tenn.,Tenn.,,,,,,
55,Texas,State,US-TX,TX,48.0,TX,TX,Tex.,Texas,Tx.,,,,,
56,Utah,State,US-UT,UT,49.0,UT,UT,Utah,Utah,Ut.,,,,,
57,Vermont,State,US-VT,VT,50.0,VT,VT,Vt.,Vt.,,,,,,
58,Virginia,State (Commonwealth),US-VA,VA,51.0,VA,VA,Va.,Va.,Virg.,,,,,
59,Washington,State,US-WA,WA,53.0,WA,WN,Wash.,Wash.,"Wa., Wn.[1]",,,,,
60,WestVirginia,State,US-WV,WV,54.0,WV,WV,W. Va.,W.Va.,"W.V., W. Virg.",,,,,
61,Wisconsin,State,US-WI,WI,55.0,WI,WS,Wis.,Wis.,"Wi., Wisc.",,,,,
62,Wyoming,State,US-WY,WY,56.0,WY,WY,Wyo.,Wyo.,Wy.,,,,,
63,AmericanSamoa,Insular area (Territory),ASASM016US-AS,AS,60.0,AS,AS,A.S.,,,,,,,
64,Guam,Insular area (Territory),GUGUM316US-GU,GU,66.0,GU,GU,Guam,,,,,,,
65,NorthernMarianaIslands,Insular area (Commonwealth),MPMNP580US-MP,MP,69.0,MP,CM,M.P.,,CNMI[2],,,,,
66,PuertoRico,Insular area (Territory),PRPRI630US-PR,PR,72.0,PR,PR,P.R.,,,,,,,
67,U.S.VirginIslands,Insular area (Territory),VIVIR850US-VI,VI,78.0,VI,VI,V.I.,,U.S.V.I.,,,,,
68,U.S.MinorOutlyingIslands,Insular areas,UMUMI581US-UM,UM,74.0,,,,,,,,,,
69,BakerIsland,island,UM-81,,81.0,,,,,XB[3],,,,,
70,HowlandIsland,island,UM-84,,84.0,,,,,XH[3],,,,,
71,JarvisIsland,island,UM-86,,86.0,,,,,XQ[3],,,,,
72,JohnstonAtoll,atoll,UM-67,,67.0,,,,,XU[3],,,,,
73,KingmanReef,atoll,UM-89,,89.0,,,,,XM[3],,,,,
74,MidwayIslands,atoll,UM-71,,71.0,,,,,QM[3],,,,,
75,NavassaIsland,island,UM-76,,76.0,,,,,XV[3],,,,,
76,PalmyraAtoll[c],atoll[c],UM-95,,95.0,,,,,XL[3],,,,,
77,WakeIsland,atoll,UM-79,,79.0,,,,,QW[3],,,,,
78,Micronesia,Freely associated state,FMFSM583,FM,64.0,FM,,,,,,,,,
79,MarshallIslands,Freely associated state,MHMHL584,MH,68.0,MH,,,,,,,,,
80,Palau,Freely associated state,PWPLW585,PW,70.0,PW,,,,,,,,,
