col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
1,TV042_001,1,"Ps ? 6,9 kVA",,6.9,6 kVA simple tarif,simple,,,,78.25,11.86,11.86,11.86,2013-01-01,2015-12-06,0
2,TV042_002,1,"Ps ? 6,9 kVA",,6.9,6 kVA double tarif,double,,,,94.06,11.44,8.93,13.11,2013-01-01,2015-12-06,0
3,TV042_003,1,"6,9 kVA < Ps ? 10,35 kVA",6.9,10.35,9 kVA simple tarif,simple,,,,91.25,12.09,12.09,12.09,2013-01-01,2015-12-06,0
4,TV042_004,1,"6,9 kVA < Ps ? 10,35 kVA",6.9,10.35,9 kVA double tarif,double,,,,112.87,11.44,8.93,13.11,2013-01-01,2015-12-06,0
5,TV042_005,1,"10,35 kVA < Ps ? 13,80 kVA",10.35,13.8,12 kVA double tarif,double,,,,191.59,11.44,8.93,13.11,2013-01-01,2015-12-06,0
6,TV042_006,1,"13,80 kVA < Ps ? 17,25 kVA",13.8,17.25,15 kVA double tarif,double,,,,225.47,11.44,8.93,13.11,2013-01-01,2015-12-06,0
7,TV042_007,1,"17,25 kVA < Ps < 36 kVA ",17.25,,? 18 kVA double tarif,double,,,,257.19,11.44,8.93,13.11,2013-01-01,2015-12-06,0
8,TV042_008,2,,,,,,,,,,8.63,,,2013-01-01,2015-12-06,0
9,TV042_009,3,,,,,,,,,,7.48,,,2013-01-01,2015-12-06,0
10,TV042_010,4,,,,,,,,,,12.96,,,2013-01-01,2015-12-06,0
11,TV042_011,5,,,,,,,,,,6.52,,,2013-01-01,2015-12-06,0
12,TV042_012,6,,,,,,,,,,3.53,,,2013-01-01,2015-12-06,0
13,TV042_013,7,,,,,,de 0 à 1 000 kWh,0.0,1000.0,44.69,9.1,,,2013-01-01,2015-12-06,0
14,TV042_014,7,,,,,,de 1 000 à 7 000 kWh,1000.0,7000.0,59.0,7.75,,,2013-01-01,2015-12-06,0
15,TV042_015,7,,,,,,de 7 000 à 30 000 kWh,7000.0,30000.0,186.86,5.24,,,2013-01-01,2015-12-06,0
16,TV042_016,7,,,,,,de 30 000kWh à 150 000kWh,30000.0,150000.0,186.86,5.24,,,2013-01-01,2015-12-06,0
17,TV042_017,1,> 36 kVA,36.0,,tarif jaune,jaune,Chauffage,,,30.72,9.35,,,2013-04-01,,0
18,TV042_018,1,> 36 kVA,36.0,,tarif jaune,jaune,ECS (si collective),,,30.72,6.65,,,2013-04-01,,0
19,TV042_019,1,> 36 kVA,36.0,,tarif jaune,jaune,Climatisation,,,30.72,4.3,,,2013-04-01,,0
20,TV042_020,7,,,,,,au-delà de 150 000 kWh,150000.0,,965.16,4.27,,,2013-04-01,,0
21,TV042_001,1,"3 kVA < Ps <= 6,9 kVA",3.0,6.9,6 kVA simple tarif,simple,,,,86.48,14.4,15.72,10.96,2015-12-07,,0
22,TV042_002,1,"3 kVA < Ps <= 6,9 kVA",3.0,6.9,6 kVA double tarif,double,,,,92.53,13.82,15.72,10.96,2015-12-07,,0
23,TV042_003,1,"6,9 kVA < Ps <= 10,35 kVA",6.9,10.35,9 kVA simple tarif,simple,,,,114.63,14.4,15.72,10.96,2015-12-07,,0
24,TV042_004,1,"6,9 kVA < Ps <= 10,35 kVA",6.9,10.35,9 kVA double tarif,double,,,,123.95,13.82,15.72,10.96,2015-12-07,,0
25,TV042_005,1,"10,35 kVA < Ps <= 13,80 kVA",10.35,13.8,12 kVA double tarif,double,,,,200.68,13.82,15.72,10.96,2015-12-07,,0
26,TV042_006,1,"13,80 kVA < Ps <= 17,25 kVA",13.8,17.25,15 kVA double tarif,double,,,,232.54,13.82,15.72,10.96,2015-12-07,,0
27,TV042_007,1,"17,25 kVA < Ps <= 36 kVA ",17.25,,18 kVA double tarif,double,,,,261.62,13.82,15.72,10.96,2015-12-07,,0
28,TV042_008,2,,,,,,,,,0.0,7.2,,,2015-12-07,,0
29,TV042_009,3,,,,,,,,,0.0,8.81,,,2015-12-07,,0
30,TV042_010,4,,,,,,,,,0.0,11.51,,,2015-12-07,,0
31,TV042_011,5,,,,,,,,,0.0,6.52,,,2015-12-07,,0
32,TV042_012,6,,,,,,,,,0.0,3.94,,,2015-12-07,,0
33,TV042_013,7,,,,,,de 0 à 1 000 kWh,0.0,1000.0,74.75,9.75,,,2015-12-07,,0
34,TV042_014,7,,,,,,de 1 000 à 7 000 kWh,1000.0,7000.0,89.39,7.65,,,2015-12-07,,0
35,TV042_015,7,,,,,,de 7 000 à 30 000 kWh,7000.0,30000.0,234.01,5.27,,,2015-12-07,,0
36,TV042_016,7,,,,,,de 30 000kWh à 150 000kWh,30000.0,150000.0,234.01,2.57,,,2015-12-07,,0
37,TV042_021,1,Ps <= 3 kVA,,3.0,3 kVA simple tarif,simple,,,,53.27,14.39,15.72,10.96,2015-12-07,,0
