col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
library_short_name,fields.copywell,library,short_name,fields.library/short_name,0,,,,,,,,,[l;d],[c],string,link,{ 'hrefTemplate': ',,,,,,,,,
copy_name,fields.copywell,copy,name,,1,,,True,Copy Name,Copy Name,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
plate_number,fields.copywell,well,plate_number,,2,,,True,Plate number,Plate,True,,,[l;d],,integer,link,{ 'hrefTemplate': ',,,,,,,,,
well_id,fields.copywell,well,well_id,,3,,,True,Well ID [plate number]:[well_name],Well ID,True,,,[d],[c],string,link,{ 'hrefTemplate': ',,,,,,,,,
well_name,fields.copywell,well,well_name,,4,,,True,Well name [row-letter][column number],Well Name,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
library_well_type,fields.copywell,well,,,5,,,True,Library well type,Library Well Type,True,,library.well_type,[l;d],,string,,,select,,,,,,,,
copy_usage_type,fields.copywell,copy,usage_type,,6,,,True,Copy Usage Type,Copy Usage Type,True,,copy.usage_type,[l;d],,string,,,select,,,,,,,,
plate_status,fields.copywell,plate,status,,7,,,True,Status of the copy plate,Plate Status,True,,plate.status,[l;d],,string,,,select,,,,,,,,
initial_volume,fields.copywell,custom,,,8,,,True,Initial volume,Initial Volume,True,,,[l;d],,decimal,siunit,"{ 'decimals': 2, 'multiplier': 1, 'symbol': 'L', 'defaultUnit': 1e-6 }",,,,,,,,,
consumed_volume,fields.copywell,custom,,,9,,,True,Consumed volume,Consumed Volume,True,,,[l;d],,decimal,siunit,"{ 'decimals': 2, 'multiplier': 1, 'symbol': 'L', 'defaultUnit': 1e-6 }",,,,,,,,,
volume,fields.copywell,custom,,,10,,,True,Remaining Volume,Remaining Volume,True,,,[l;d],[c;u],decimal,siunit,"{ 'decimals': 2, 'multiplier': 1, 'symbol': 'L', 'defaultUnit': 1e-6 }",,,,,,,,,
mg_ml_concentration,fields.copywell,custom,,,11,,,True,mg/ml Concentration,mg/ml Concentration,True,,,[l;d],[c;u],decimal,,"{ 'decimals': 2, 'hideIfEmpty': true }",,,,,,,,,
molar_concentration,fields.copywell,custom,,,12,,,True,Molar Concentration,Molar Concentration,True,,,[l;d],[c;u],decimal,siunit,"{ 'decimals': 2, 'multiplier': 1, 'symbol': 'M', 'defaultUnit': 1e-3, 'hideIfEmpty': true }",,,,,,,,,
plate_screening_count,fields.copywell,plate,screening_count,,13,,,True,Number of library screening activities for the plate,Plate Screening Count,True,,,[l;d],,integer,,,,,,,,,,,
plate_cplt_screening_count,fields.copywell,plate,cplt_screening_count,,14,,,True,Number of cherry pick liquid transfers for the plate,Plate Cherry Pick Screening Count,True,,,[l;d],,integer,,,,,,,,,,,
cumulative_freeze_thaw_count,fields.copywell,custom,,,15,,,True,Number of times that the plate has been thawed for either a library screening or a cherry pick screening,Freeze Thaw Count,True,,,[l;d],,integer,,,,,,,,,,,
cherry_pick_screening_count,fields.copywell,,,,16,,,True,Number of times that this Copy Well has been accessed for a cherry pick screening activity (for freeze-thaw accounting),Well Cherry Pick Screening Count,True,,,[l;d],[c;u],integer,,,,,,,,,,,
copywell_id,fields.copywell,custom,,,50,,,True,Full Copy Well ID (library_short_name/copy_name/well_id),Full Copy Well ID,True,,,,,string,link,{ 'hrefTemplate': ',,,,,,,,,
library_screen_type,fields.copywell,library,screen_type,,18,,,True,RNAi' or 'Small Molecule',Screen Type,True,,screen.type,,,string,,,select,,,,,,,,
library_type,fields.copywell,library,library_type,,19,,,True,"The type of library, e.g., 'Commercial', 'Known Bioactives', 'siRNA', etc.",Library Type,True,,library.type,,,string,,,select,,,,,,,,
library_screening_status,fields.copywell,library,screening_status,,20,,,True,Screening Status,Screening Status,True,,library.screening_status,,,string,,,select,,,,,,,,
room,fields.copywell,plate_location,,,21,Plate Location,,True,Room where the plate is stored,Room,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
freezer,fields.copywell,plate_location,,,22,Plate Location,,True,Freezer where the plate is stored,Freezer,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
shelf,fields.copywell,plate_location,,,23,Plate Location,,True,Shelf upon which the plate is stored,Shelf,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
bin,fields.copywell,plate_location,,,24,Plate Location,,True,Bin in which the plate is stored,Bin,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
location,fields.copywell,custom,,,25,Plate Location,,True,Location,Location,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,,,,,,
