col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
screensaveruser,resource,screensaver_user,[screensaver_user_id],,[first_name;' ';last_name;' (';screensaver_user_id;)],[screensaver_user_id;first_name;last_name],user,/reports/api/v1/resource/screensaveruser/,0.0,,The Screensaver user resource,Screensaver User,Screensaver Users,[l;d;e;c],,,db,user,[xls],
screen,resource,screen,[facility_id],,[facility_id;': ';title],[facility_id;screen_type],,/reports/api/v1/resource/screen/,0.0,,The Screen resources,Screen,Screens,[l;d;e;c],,,db,,[xls],
study,resource,screen,[facility_id],,[facility_id;': ';title],[facility_id;screen_type],,/reports/api/v1/resource/study/,0.0,,Study Resource,Study,Studies,[l;d;e;c],,,db,,[xls],
screenresult,resource,assay_well,[screen_facility_id;well_id],,[screen_facility_id;/;well_id],[screen_facility_id],,/reports/api/v1/resource/screenresult/,0.0,,The Screen result resource,Screen Result,Screen Results,[l;d],,,db,,[xls;sdf],TRUE
datacolumn,resource,data_column,[data_column_id],,[name],[screen_facility_id;data_column_id;short_name],,/reports/api/v1/resource/datacolumn/,0.0,,The Screen Result Datacolumn resource,Data Column,Data Columns,[l;d],,,db,,[xls],TRUE
library,resource,library,[short_name],,[short_name],[short_name;screen_type],,/reports/api/v1/resource/library/,0.0,,The reagent library resource,Library,Libraries,[l;d;e;c],,,db,,[xls],TRUE
librarycopy,resource,copy,[library_short_name;copy_name],,[library_short_name;': Copy: ';copy_name],[library_short_name;copy_name],copy,/reports/api/v1/resource/librarycopy/,0.0,,A copy of the library,Copy,Copies,[l;d;e;c],copy,,db,,[xls],
librarycopyplate,resource,plate,[library_short_name;copy_name;plate_number],[library_short_name;copy_name;plate_number],[library_short_name;': ';copy_name;': ';plate_number],[library_short_name;copy_name;plate_number],plate,/reports/api/v1/resource/librarycopy/,0.0,,A plate in a copy of the library,Copy Plate,Copy Plates,[l;d;e],,,db,,[xls],
platelocation,resource,plate_location,[room;freezer;shelf;bin],,[room;'-';freezer;'-';shelf;'-';bin],[room;freezer;shelf;bin],loc,/reports/api/v1/resource/platelocation/,0.0,,Location of a library copy plate,Copy Plate Location,Plate Locations,[l;d;e;c],,,db,,[xls],
well,resource,well,[well_id],,[well_id],[well_id],,/reports/api/v1/resource/well/,0.0,,A well on a library source plate,Well,Wells,[l;d;e],,,db,,[xls;sdf],
activity,resource,activity,[activity_id],,[activity_id],[activity_id;screensaver_user_id;screen_facility_id],,/reports/api/v1/resource/activity/,0.0,,Log of an administrative activity,Activity,Activities,[l;d;e;c],,,db,,[xls],
libraryscreening,resource,library_screening,[activity_id],[screen_facility_id;activity_id],[activity_id],[activity_id;screensaver_user_id;screen_facility_id],visit,/reports/api/v1/resource/libraryscreening/,0.0,,Library Screening Visit,Screening Visit,Screenings,[l;d;e;c],,,db,activity,[xls],
reagent,resource,reagent,[well_id],,[well_id],[library_short_name;well_id],,/reports/api/v1/resource/reagent/,0.0,,A general reagent,Reagent,Reagents,[l;d;e],,,db,well,[xls;sdf],
smallmoleculereagent,resource,small_molecule_reagent,[well_id],,[well_id],[library_short_name;well_id],small_mol,/reports/api/v1/resource/smallmoleculereagent/,0.0,,A reagent in a library well.,Small Molecule Reagent,Small Molecule Reagents,[l;d;e],,,db,reagent,[xls;sdf],
silencingreagent,resource,silencing_reagent,[well_id],,[well_id],[library_short_name;well_id],sirna,/reports/api/v1/resource/silencingreagent/,0.0,,A reagent in a library well.,Silencing Reagent,SiRNAs,[l;d;e],,,db,reagent,[xls],
naturalproductreagent,resource,natural_product_reagent,[well_id],,[well_id],[library_short_name;well_id],nat_prod,/reports/api/v1/resource/naturalproductreagent/,0.0,,A reagent in a library well.,Natural Product Reagent,Natural Product Reagents,[l;d;e],,,db,reagent,[xls],
copywell,resource,copy_well,[library_short_name;copy_name;well_id],[library_short_name;copy_name;well_id],[library_short_name;': ';copy_name;': ';well_id],[library_short_name;copy_name;well_id],,/reports/api/v1/resource/copywell/,0.0,,A copy well,Copy Well,Copy Wells,[l;d;e],,,db,,[xls],
copywellhistory,resource,well_volume_adjustment,[copy_name;well_id;date_time],,[library_short_name;': ';copy_name;': ';well_id;': ';date_time],[copy_name;well_id;date_time],,/reports/api/v1/resource/copywellhistory/,0.0,Note: not currently used.,A well volume adjustment,Well Volume Adjustment,WVAs,[l;d;e],,,db,,[xls],
cherrypickrequest,resource,cherry_pick_request,[cherry_pick_request_id],,['Screen: ';screen_facility_id;': ,,,,,,,,,,,,,,,
labcherrypick,resource,lab_cherry_pick,[cherry_pick_request_id;source_well_id;source_copy_name],,[cherry_pick_request_id;': ';source_well_id],[cherry_pick_request_id;source_well_id;source_copy_name],lcp,/reports/api/v1/resource/labcherrypick/,0.0,,Lab Cherry Pick,Lab Cherry Pick,Lab Cherry Picks,[l;d;e;c],,,db,,[xls],
screenercherrypick,resource,screener_cherry_pick,[cherry_pick_request_id;screened_well_id],,[cherry_pick_request_id;': ';screened_well_id],[cherry_pick_request_id;screened_well_id],scp,/reports/api/v1/resource/screenercherrypick/,0.0,,Screener Cherry Pick,Screener Cherry Pick,Screener Cherry Picks,[l;d;e;c],,,db,,[xls],
cherrypickassayplate,resource,cherry_pick_assay_plate,[cherry_pick_request_id;plate_ordinal],,"['CPR ID: ';cherry_pick_request_id;' , plate: ';plate_ordinal]",[cherry_pick_request_id;plate_ordinal],cpap,/reports/api/v1/resource/cherrypickassayplate/,0.0,,Cherry Pick Assay Plate,Cherry Pick Assay Plate,Cherry Pick Plates,[l;d;e],,,db,,[xls],
userchecklist,resource,user_checklist,[screensaver_user_id;name],,[screensaver_user_id;':';name],[screensaver_user_id;name],checklist,/reports/api/v1/resource/userchecklist/,0.0,,User Checklist,User Checklist,Checklist Items,[l;d],,,db,,[xls],
attachedfile,resource,attached_file,[attached_file_id],,[filename],[filename;screen_facility_id;screensaver_user_id],,/reports/api/v1/resource/attachedfile/,0.0,,An Attached File,Attached File,Attached Files,[l;d],,,db,,[xls],
useragreement,resource,user_agreement,[screensaver_user_id;type],,[screensaver_user_id;' ';type],[screensaver_user_id;type],ua,/reports/api/v1/resource/useragreement/,0.0,,User Agreement,User Agreement,User Agreements,[l;d],,,db,,[xls],
publication,resource,publication,[publication_id],,[title],[publication_id;screen_facility_id],,/reports/api/v1/resource/publication/,0.0,,A publication,Publication,Publications,[l;d],,,db,,[xls],
labaffiliation,resource,lab_affiliation,[lab_affiliation_id],,[name;' (';category;')'],[name;category],,/reports/api/v1/resource/labaffiliation/,0.0,,Lab Affiliation,Lab Affiliation,Labs,[l;d;e],,,db,,[xls],
rawdatatransform,resource,raw_data_transform,[screen_facility_id;cherry_pick_request_id],,[screen_facility_id;cherry_pick_request_id],[screen_facility_id;cherry_pick_request_id],,/reports/api/v1/resource/rawdatatransform/,0.0,,Raw Data Transform,Raw Data Transform,Raw Data Transforms,[l;d],,,db,,[xls],
