col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
0,Dogecoin,blockchain,dogecoin/dogecoin,['PoW'],https://github.com/dogecoin/dogecoin,https://github.com/dogecoin/dogecoin,MIT,2013-12-06 11:38:05,2021-03-20 00:44:59,2021-02-28 17:15:53,1121.0,93.0,519.0,4795.0,13532.0,2021-02-28 21:14:19,1.14.3,7519737.0,85451.0,36.0,very currency.,552.0,28,True,1.0,True,,,
1,Ethereum,blockchain,ethereum/go-ethereum,"['PoW', 'PoS']",https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,LGPL-3.0,2013-12-26 13:05:46,2021-04-04 06:26:27,2021-03-31 16:27:23,9908.0,193.0,5270.0,29235.0,12454.0,2021-03-08 09:35:47,1.10.1,126371.0,2071.0,100.0,Official Go implementation of the Ethereum protocol.,587.0,27,True,1.0,,,,
2,EOS,blockchain,EOSIO/eos,['dPoS'],https://github.com/EOSIO/eos,https://github.com/EOSIO/eos,MIT,2017-04-05 17:09:53,2021-04-02 20:35:09,2021-03-17 20:57:29,3328.0,249.0,4686.0,11100.0,15759.0,2021-03-18 18:35:49,2.0.11,63512.0,1814.0,100.0,An open source smart contract platform.,261.0,27,True,1.0,True,,,
3,Dash,blockchain,dashpay/dash,['PoW'],https://github.com/dashpay/dash,https://github.com/dashpay/dash,MIT,2014-05-01 17:45:34,2021-04-04 03:33:50,2020-11-15 21:41:25,1056.0,76.0,492.0,1347.0,17989.0,2020-11-17 16:49:04,0.16.1.1,85235294.0,1078927.0,44.0,Dash - Reinventing Cryptocurrency.,496.0,27,True,1.0,True,,,
4,Bitcoin,blockchain,bitcoin/bitcoin,['PoW'],https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,MIT,2010-12-19 15:16:43,2021-04-04 15:22:05,2021-04-04 05:44:00,19190.0,569.0,5545.0,51363.0,28352.0,2021-01-15 19:52:11,0.21.0,,,34.0,Bitcoin Core integration/staging tree.,957.0,25,True,2.0,,,,
5,Chainlink,blockchain,smartcontractkit/chainlink,[],https://github.com/smartcontractkit/chainlink,https://github.com/smartcontractkit/chainlink,MIT,2017-11-20 19:50:46,2021-04-04 15:12:30,2021-04-02 23:41:14,445.0,30.0,157.0,1729.0,13890.0,2021-03-22 21:53:59,0.10.3,,,42.0,"node of the decentralized oracle network, bridging on and off-chain computation.",82.0,24,True,2.0,,146.0,146.0,
6,TRON,blockchain,tronprotocol/java-tron,['dPoS'],https://github.com/tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,LGPL-3.0,2017-12-26 10:20:38,2021-04-04 13:54:26,2021-03-18 10:55:14,800.0,14.0,777.0,2597.0,15311.0,2021-03-18 10:12:47,GreatVoyage-v4.1.3,60138.0,1503.0,54.0,Java implementation of the Tron whitepaper.,217.0,23,True,3.0,True,,,
7,Monero,blockchain,monero-project/monero,['PoW'],https://github.com/monero-project/monero,https://github.com/monero-project/monero,,2014-04-30 14:38:28,2021-04-04 11:09:28,2021-03-30 16:04:36,1957.0,456.0,1975.0,5578.0,10278.0,2021-01-08 12:38:27,0.17.1.9,28385.0,450.0,38.0,"Monero: the secure, private, untraceable cryptocurrency.",342.0,22,False,3.0,True,,,
8,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-03-25 00:40:16,2020-04-29 05:57:07,2435.0,48.0,361.0,3690.0,19973.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,755.0,22,True,3.0,True,,,
9,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-04-03 04:35:34,2021-04-03 01:29:50,1154.0,869.0,2244.0,4365.0,14924.0,2021-02-24 23:30:00,4.3.0,221.0,4.0,46.0,Zcash - Internet Money.,566.0,21,False,3.0,True,,,
