col0,col1,col2,col3,col4,col5,col6,col7
6001,Володимир,Миколайович,Бабенко,20.10.2015,20.10.2020,Українське Об'єднання Патріотів – УКРОП,https://new.bc-rada.gov.ua/img/item/553/img.jpg
6002,Олександр,Миколайович,Бабенко,20.10.2015,20.10.2020,Українське Об'єднання Патріотів – УКРОП,https://new.bc-rada.gov.ua/img/item/664/img.jpg
6003,Юрій,Миколайович,Балас,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/665/img.jpg
6004,Сергій,Григорович,Беркут,20.10.2015,20.10.2020,"Всеукраїнське об’єднання \""Батьківщина\""",https://new.bc-rada.gov.ua/img/item/666/img.jpg
6005,Володимир,Григорович,Вовкотруб,20.10.2015,20.10.2020,Радикальна партія Олега Ляшка,https://new.bc-rada.gov.ua/img/item/667/img.jpg
6006,Ігор,Вікторович,Гейло,20.10.2015,20.10.2020,Радикальна партія Олега Ляшка,https://new.bc-rada.gov.ua/img/item/668/img.jpg
6007,Володимир,Михайлович,Гламазда,20.10.2015,20.10.2020,Опозиційний блок,https://new.bc-rada.gov.ua/img/item/669/img.jpg
6008,Анатолій,Анатолійович,Гончар,20.10.2015,20.10.2020,Позафракційний,https://new.bc-rada.gov.ua/img/item/670/img.jpg
6009,Юрій,Анатолійович,Гончаренко,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/671/img.jpg
6010,Сергій,Іванович,Грисюк,20.10.2015,20.10.2020,Опозиційний блок,https://new.bc-rada.gov.ua/img/item/15106/img.jpg
6011,Олександр,Анатолійович,Даліба,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/672/img.jpg
6012,Микола,Володимирович,Дашкевич,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/675/img.jpg
6013,Ігор,Олександрович,Денисенко,20.10.2015,20.10.2020,"Всеукраїнське об’єднання \""Батьківщина\""",https://new.bc-rada.gov.ua/img/item/686/img.jpg
6014,Геннадій,Васильович,Джегур,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/678/img.jpg
6015,Павло,Дмитрович,Іщенко,20.10.2015,20.10.2020,Партія економічного відродження України,https://new.bc-rada.gov.ua/img/item/687/img.jpg
6016,Вікторія,Леонідівна,Ковальова,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/688/img.jpg
6017,Микола,Павлович,Колосенко,20.10.2015,20.10.2020,"Всеукраїнське об’єднання \""Батьківщина\""",https://new.bc-rada.gov.ua/img/item/693/img.jpg
6018,Віталій,Леонідович,Корнійчук,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/694/img.jpg
6019,Володимир,Васильович,Коробчук,20.10.2015,20.10.2020,"Всеукраїнське об’єднання \""Батьківщина\""",https://new.bc-rada.gov.ua/img/item/695/img.jpg
6020,Андрій,Петрович,Король,20.10.2015,20.10.2020,Опозиційний блок,https://new.bc-rada.gov.ua/img/item/696/img.jpg
6021,Вадим,Олегович,Кошель,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/697/img.jpg
6022,Юрій,Миколайович,Кошляк,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/698/img.jpg
6023,Андрій,Савінович,Лєонов,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/699/img.jpg
6024,Дмитро,Володимирович,Мазуревич,20.10.2015,20.10.2020,Радикальна партія Олега Ляшка,https://new.bc-rada.gov.ua/img/item/700/img.png
6025,Сергій,Іванович,Мартинюк,20.10.2015,20.10.2020,Українське Об'єднання Патріотів – УКРОП,https://new.bc-rada.gov.ua/img/item/701/img.jpg
6026,Олег,Олександрович,Музальов,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/702/img.jpg
6027,Сергій,Павлович,Наконечний,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/703/img.jpg
6028,Таїсія,Іванівна,Олійник,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/704/img.jpg
6029,Олександр,Петрович,Ореховський,20.10.2015,20.10.2020,Партія економічного відродження України,https://new.bc-rada.gov.ua/img/item/705/img.jpg
6030,Юрій,Павлович,Оселедько,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/706/img.jpg
6031,Володимир,Олексійович,Панасов,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/707/img.jpg
6032,Юрій,Федорович,Петрик,20.10.2015,20.10.2020,"Всеукраїнське об’єднання \""Батьківщина\""",https://new.bc-rada.gov.ua/img/item/708/img.jpg
6033,Віталій,Володимирович,Підопригора,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/709/img.jpg
6034,Сергій,Миколайович,Підпалій,20.10.2015,20.10.2020,Радикальна партія Олега Ляшка,https://new.bc-rada.gov.ua/img/item/710/img.jpg
6035,Дмитро,Андрійович,Поліщук,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/712/img.jpg
6036,Олександр,Миколайович,Русс,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/713/img.jpg
6037,Василь,Петрович,Савчук,20.10.2015,20.10.2020,Партія економічного відродження України,https://new.bc-rada.gov.ua/img/item/714/img.jpg
6038,Тетяна,Сергіївна,Сербин,20.10.2015,20.10.2020,Партія економічного відродження України,https://new.bc-rada.gov.ua/img/item/715/img.jpg
6039,Борис,Михайлович,Смуток,20.10.2015,20.10.2020,Позафракційний,https://new.bc-rada.gov.ua/img/item/15972/img.jpg
6040,Андрій,Сергійович,Тищенко,20.10.2015,20.10.2020,"Блок Петра Порошенка \""СОЛІДАРНІСТЬ\""",https://new.bc-rada.gov.ua/img/item/717/img.jpg
6041,Олена,Олексіївна,Шевченко,20.10.2015,20.10.2020,"Об’єднання \""Самопоміч\""",https://new.bc-rada.gov.ua/img/item/719/img.jpg
6042,Василь,Миколайович,Шевченко,20.10.2015,20.10.2020,"ВО \""Свобода\""",https://new.bc-rada.gov.ua/img/item/15107/img.jpg
