col0,col1,col2,col3
OthInv,80000000.0,2,Biota
Red,80300000.0,39,Macroalgae
Brown,80300000.0,39,Macroalgae
Green,80300000.0,39,Macroalgae
Turf,80300000.0,39,Macroalgae
UnFo,80300000.0,39,Macroalgae
Sarg,80300000.0,39,Macroalgae
LowAlg,,DO_NOT_IMPORT,
HighAlg,,DO_NOT_IMPORT,
ModAlg,,DO_NOT_IMPORT,
ARC,80300913.0,71,Macroalgae: Articulated calcareous: Red
Canop,80300901.0,44,Macroalgae: Large canopy-forming
Eck,80300902.0,45,Macroalgae: Large canopy-forming: Brown
Scyt,80300902.0,45,Macroalgae: Large canopy-forming: Brown
EnCA,80300926.0,66,Macroalgae: Encrusting
EnAO,80300926.0,66,Macroalgae: Encrusting
Rhod,80300929.0,67,Macroalgae: Encrusting: Red
Sar,80300904.0,65,Macroalgae: Erect coarse branching: Brown
Cyst,80300904.0,65,Macroalgae: Erect coarse branching: Brown
Caul,80300905.0,64,Macroalgae: Erect coarse branching: Green
Fila,80300930.0,54,Macroalgae: Filamentous / filiform
Ulva,80300924.0,42,Macroalgae: Sheet-like / membraneous: Green
Ascid,35000000.0,231,Ascidians
BrO,20000000.0,165,Bryozoa
BrOrt,20000000.0,165,Bryozoa
BrAde,20000000.0,165,Bryozoa
Brenc,20000000.0,165,Bryozoa
BrEnc,20000000.0,165,Bryozoa
HydAn,11500000.0,118,Cnidaria
Gorg,11168000.0,126,Cnidaria: Corals
Plate,11168000.0,126,Cnidaria: Corals
D Cor,11168000.0,126,Cnidaria: Corals
BlTabl,11168000.0,126,Cnidaria: Corals
BlSubM,11168000.0,126,Cnidaria: Corals
BlMass,11168000.0,126,Cnidaria: Corals
BlOCor,11168000.0,126,Cnidaria: Corals
BlBran,11168000.0,126,Cnidaria: Corals
SoCor,11168000.0,126,Cnidaria: Corals
BlFoli,11168000.0,126,Cnidaria: Corals
BlPlate,11168000.0,126,Cnidaria: Corals
DCor,11168000.0,126,Cnidaria: Corals
BlEnCo,11168000.0,126,Cnidaria: Corals
BlCor,11168901.0,143,Cnidaria: Corals: Black & Octocorals
Bl Cor,11168901.0,143,Cnidaria: Corals: Black & Octocorals
OCor,11290000.0,127,Cnidaria: Corals: Stony corals
Tablet,11290000.0,127,Cnidaria: Corals: Stony corals
SoCo,11290000.0,127,Cnidaria: Corals: Stony corals
Foli,11290000.0,127,Cnidaria: Corals: Stony corals
Bran,11290000.0,127,Cnidaria: Corals: Stony corals
O Cor,11290000.0,127,Cnidaria: Corals: Stony corals
EnCo,11290908.0,137,Cnidaria: Corals: Stony corals: Encrusting
Mass,11290906.0,134,Cnidaria: Corals: Stony corals: Massive
SubM,11290905.0,129,Cnidaria: Corals: Stony corals: Sub-massive
Star,25000000.0,88,Echinoderms
Urch,25200000.0,89,Echinoderms: Sea urchins
Bival,23199000.0,38,Molluscs: Bivalves
Turbo,24000000.0,33,Molluscs: Gastropods
Amphi,63600901.0,30,Seagrasses
Posid,63600901.0,30,Seagrasses
Thala,63600901.0,30,Seagrasses
AMPHI,63600901.0,30,Seagrasses
Spon,10000000.0,13,Sponges
ModSp,,DO_NOT_IMPORT,
LoSlo,,DO_NOT_IMPORT,
LowSp,,DO_NOT_IMPORT,
HighSp,,DO_NOT_IMPORT,
SIR,82001000.0,239,Substrate
Bare,82001002.0,253,Substrate: Consolidated (hard): Rock
Rock,,DO_NOT_IMPORT,
CoRub,82001009.0,249,Substrate: Unconsolidated (soft): Pebble / gravel: Biologenic: Coral rubble
Grav,82001006.0,245,Substrate: Unconsolidated (soft): Pebble / gravel
GRA,,DO_NOT_IMPORT,
Sand,82001013.0,241,Substrate: Unconsolidated (soft): Sand / mud (<2mm)
Sandy,,DO_NOT_IMPORT,
UnIQ,1.0,273,Unscorable.
UnID,3.0,655,Unknown
WAND,2.0,274,Wand
SHAD,2.0,274,Shadow
,3.0,655,Unknown
High,,DO_NOT_IMPORT,
RfSd,,DO_NOT_IMPORT,
Low,,DO_NOT_IMPORT,
AZP,,DO_NOT_IMPORT,
3recs,,DO_NOT_IMPORT,
2recs,,DO_NOT_IMPORT,
Flat,,DO_NOT_IMPORT,
1recs,,DO_NOT_IMPORT,
5recs,,DO_NOT_IMPORT,
SGC,,DO_NOT_IMPORT,
Mod,,DO_NOT_IMPORT,
UnkID,,DO_NOT_IMPORT,
0recs,,DO_NOT_IMPORT,
none,3.0,655,Unknown
Steep,,DO_NOT_IMPORT,
ModSlo,,DO_NOT_IMPORT,
TAPE,2.0,274,Not of interest
4recs,,DO_NOT_IMPORT,
CSand,,DO_NOT_IMPORT,
NoSp,,DO_NOT_IMPORT,
NoAlg,,DO_NOT_IMPORT,
RIP,,DO_NOT_IMPORT,
WAVE,,DO_NOT_IMPORT,
ObsRf,,DO_NOT_IMPORT,
Cob,,DO_NOT_IMPORT,
Boulders,,DO_NOT_IMPORT,
BIOTUR,,DO_NOT_IMPORT,
Whip,11168917.0,144,Cnidaria: Corals: Black & Octocorals: Whip
