col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,836",202,11.00%,"1,514",215,14.20%,29.10%,19_001,19.0,2.0,4.0,,
Adams,"1,000",148,14.80%,867,143,16.50%,11.40%,19_002,19.0,2.0,4.0,,
Allamakee,"3,474",469,13.50%,"3,349",576,17.20%,27.40%,19_003,19.0,2.0,4.0,,
Appanoose,"3,071",565,18.40%,"2,813",692,24.60%,33.70%,19_004,19.0,2.0,4.0,,
Audubon,"1,661",211,12.70%,"1,362",177,13.00%,2.30%,19_005,19.0,2.0,4.0,,
Benton,"6,658",506,7.60%,"6,362",598,9.40%,23.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"28,412","3,722",13.10%,"27,820","5,258",18.90%,44.30%,19_007,19.0,2.0,4.0,,
Boone,"6,124",545,8.90%,"5,766",617,10.70%,20.20%,19_008,19.0,2.0,4.0,,
Bremer,"5,298",302,5.70%,"4,924",325,6.60%,15.80%,19_009,19.0,2.0,4.0,,
Buchanan,"5,667",816,14.40%,"5,331",853,16.00%,11.10%,19_010,19.0,2.0,4.0,,
Buena Vista,"4,854",597,12.30%,"4,776",640,13.40%,9.00%,19_011,19.0,2.0,4.0,,
Butler,"3,529",360,10.20%,"3,133",401,12.80%,25.50%,19_012,19.0,2.0,4.0,,
Calhoun,"2,356",311,13.20%,"1,883",273,14.50%,9.80%,19_013,19.0,2.0,4.0,,
Carroll,"5,483",488,8.90%,"4,835",469,9.70%,9.00%,19_014,19.0,2.0,4.0,,
Cass,"3,290",454,13.80%,"2,916",554,19.00%,37.70%,19_015,19.0,2.0,4.0,,
Cedar,"4,397",299,6.80%,"4,000",336,8.40%,23.50%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"10,420","1,042",10.00%,"9,312","1,462",15.70%,57.00%,19_017,19.0,2.0,4.0,,
Cherokee,"2,963",323,10.90%,"2,320",297,12.80%,17.40%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,280",351,10.70%,"2,821",316,11.20%,4.70%,19_019,19.0,2.0,4.0,,
Clarke,"2,261",321,14.20%,"2,170",371,17.10%,20.40%,19_020,19.0,2.0,4.0,,
Clay,"4,052",389,9.60%,"3,610",509,14.10%,46.90%,19_021,19.0,2.0,4.0,,
Clayton,"4,408",551,12.50%,"3,880",582,15.00%,20.00%,19_022,19.0,2.0,4.0,,
Clinton,"12,234","1,566",12.80%,"11,333","1,870",16.50%,28.90%,19_023,19.0,2.0,4.0,,
Crawford,"4,201",605,14.40%,"4,073",615,15.10%,4.80%,19_024,19.0,2.0,4.0,,
Dallas,"11,508",702,6.10%,"14,869",907,6.10%,0.00%,19_025,19.0,2.0,4.0,,
Davis,"2,255",451,20.00%,"2,157",440,20.40%,2.00%,19_026,19.0,2.0,4.0,,
Decatur,"1,856",336,18.10%,"1,701",393,23.10%,27.60%,19_027,19.0,2.0,4.0,,
Delaware,"5,000",505,10.10%,"4,168",496,11.90%,17.80%,19_028,19.0,2.0,4.0,,
Des Moines,"9,832","1,465",14.90%,"9,214","2,027",22.00%,47.60%,19_029,19.0,2.0,4.0,,
Dickinson,"3,430",295,8.60%,"3,297",300,9.10%,5.80%,19_030,19.0,2.0,4.0,,
Dubuque,"21,886","1,926",8.80%,"22,009","2,465",11.20%,27.30%,19_031,19.0,2.0,4.0,,
Emmet,"2,341",316,13.50%,"2,197",323,14.70%,8.90%,19_032,19.0,2.0,4.0,,
Fayette,"5,150",685,13.30%,"4,377",696,15.90%,19.50%,19_033,19.0,2.0,4.0,,
Floyd,"3,957",546,13.80%,"3,693",650,17.60%,27.60%,19_034,19.0,2.0,4.0,,
Franklin,"2,455",243,9.90%,"2,353",367,15.60%,57.60%,19_035,19.0,2.0,4.0,,
Fremont,"1,872",234,12.50%,"1,665",273,16.40%,31.20%,19_036,19.0,2.0,4.0,,
Greene,"2,492",309,12.40%,"2,064",291,14.10%,13.70%,19_037,19.0,2.0,4.0,,
Grundy,"2,984",191,6.40%,"2,560",192,7.50%,17.20%,19_038,19.0,2.0,4.0,,
Guthrie,"2,533",309,12.20%,"2,395",297,12.40%,1.70%,19_039,19.0,2.0,4.0,,
Hamilton,"3,957",364,9.20%,"3,545",397,11.20%,21.70%,19_040,19.0,2.0,4.0,,
Hancock,"3,049",247,8.10%,"2,514",269,10.70%,32.10%,19_041,19.0,2.0,4.0,,
Hardin,"4,188",490,11.70%,"3,688",520,14.10%,20.50%,19_042,19.0,2.0,4.0,,
Harrison,"3,895",370,9.50%,"3,512",453,12.90%,35.80%,19_043,19.0,2.0,4.0,,
Henry,"4,842",489,10.10%,"4,301",658,15.30%,51.50%,19_044,19.0,2.0,4.0,,
Howard,"2,468",274,11.10%,"2,197",323,14.70%,32.40%,19_045,19.0,2.0,4.0,,
Humboldt,"2,440",283,11.60%,"2,058",282,13.70%,18.10%,19_046,19.0,2.0,4.0,,
Ida,"1,851",211,11.40%,"1,489",195,13.10%,14.90%,19_047,19.0,2.0,4.0,,
Iowa,"4,000",244,6.10%,"3,776",287,7.60%,24.60%,19_048,19.0,2.0,4.0,,
Jackson,"5,030",664,13.20%,"4,400",704,16.00%,21.20%,19_049,19.0,2.0,4.0,,
Jasper,"8,892",658,7.40%,"8,262",851,10.30%,39.20%,19_050,19.0,2.0,4.0,,
Jefferson,"3,664",524,14.30%,"2,995",563,18.80%,31.40%,19_051,19.0,2.0,4.0,,
Johnson,"21,967","1,977",9.00%,"25,541","2,784",10.90%,21.10%,19_052,19.0,2.0,4.0,,
Jones,"4,559",465,10.20%,"4,214",472,11.20%,9.80%,19_053,19.0,2.0,4.0,,
Keokuk,"2,816",414,14.70%,"2,476",416,16.80%,14.30%,19_054,19.0,2.0,4.0,,
Kossuth,"4,112",514,12.50%,"3,293",405,12.30%,-1.60%,19_055,19.0,2.0,4.0,,
Lee,"8,652","1,220",14.10%,"7,715","1,489",19.30%,36.90%,19_056,19.0,2.0,4.0,,
Linn,"47,513","3,611",7.60%,"50,397","5,846",11.60%,52.60%,19_057,19.0,2.0,4.0,,
Louisa,"3,209",414,12.90%,"2,939",435,14.80%,14.70%,19_058,19.0,2.0,4.0,,
Lucas,"2,273",375,16.50%,"2,188",455,20.80%,26.00%,19_059,19.0,2.0,4.0,,
Lyon,"3,120",312,10.00%,"2,874",250,8.70%,-13.00%,19_119,19.0,2.0,4.0,,
Madison,"3,680",276,7.50%,"3,828",356,9.30%,24.00%,19_121,19.0,2.0,4.0,,
Mahaska,"5,430",619,11.40%,"5,189",825,15.90%,39.50%,19_123,19.0,2.0,4.0,,
Marion,"7,928",658,8.30%,"7,522",850,11.30%,36.20%,19_125,19.0,2.0,4.0,,
Marshall,"9,561","1,262",13.20%,"9,574","1,800",18.80%,42.40%,19_127,19.0,2.0,4.0,,
Mills,"3,653",369,10.10%,"3,690",428,11.60%,14.80%,19_129,19.0,2.0,4.0,,
Mitchell,"2,741",403,14.70%,"2,568",357,13.90%,-5.40%,19_131,19.0,2.0,4.0,,
Monona,"2,122",295,13.90%,"1,894",377,19.90%,43.20%,19_133,19.0,2.0,4.0,,
Monroe,"1,936",271,14.00%,"1,701",284,16.70%,19.30%,19_135,19.0,2.0,4.0,,
Montgomery,"2,755",394,14.30%,"2,458",440,17.90%,25.20%,19_137,19.0,2.0,4.0,,
Muscatine,"10,737","1,224",11.40%,"10,792","1,608",14.90%,30.70%,19_139,19.0,2.0,4.0,,
O'Brien,"3,542",340,9.60%,"3,064",334,10.90%,13.60%,19_141,19.0,2.0,4.0,,
Osceola,"1,726",164,9.50%,"1,455",163,11.20%,17.90%,19_143,19.0,2.0,4.0,,
Page,"3,682",567,15.40%,"3,295",636,19.30%,25.30%,19_145,19.0,2.0,4.0,,
Palo Alto,"2,278",287,12.60%,"1,944",245,12.60%,0.00%,19_147,19.0,2.0,4.0,,
Plymouth,"6,711",510,7.60%,"5,952",500,8.40%,10.50%,19_149,19.0,2.0,4.0,,
Pocahontas,"2,031",262,12.90%,"1,555",241,15.50%,20.10%,19_151,19.0,2.0,4.0,,
Polk,"95,011","8,931",9.40%,"107,884","13,054",12.10%,28.70%,19_153,19.0,2.0,4.0,,
Pottawattamie,"21,694","2,690",12.40%,"21,515","3,507",16.30%,31.50%,19_155,19.0,2.0,4.0,,
Poweshiek,"4,092",401,9.80%,"3,715",483,13.00%,32.70%,19_157,19.0,2.0,4.0,,
Ringgold,"1,237",266,21.50%,"1,084",257,23.70%,10.30%,19_159,19.0,2.0,4.0,,
Sac,"2,617",369,14.10%,"2,185",330,15.10%,7.10%,19_161,19.0,2.0,4.0,,
Scott,"40,485","5,263",13.00%,"40,468","6,394",15.80%,21.50%,19_163,19.0,2.0,4.0,,
Shelby,"3,263",310,9.50%,"2,669",315,11.80%,24.20%,19_165,19.0,2.0,4.0,,
Sioux,"8,240",618,7.50%,"8,026",610,7.60%,1.30%,19_167,19.0,2.0,4.0,,
Story,"14,653","1,055",7.20%,"15,011","1,381",9.20%,27.80%,19_169,19.0,2.0,4.0,,
Tama,"4,540",563,12.40%,"4,299",576,13.40%,8.00%,19_171,19.0,2.0,4.0,,
Taylor,"1,541",245,15.90%,"1,403",216,15.40%,-3.20%,19_173,19.0,2.0,4.0,,
Union,"2,701",362,13.40%,"2,587",476,18.40%,37.30%,19_175,19.0,2.0,4.0,,
Van Buren,"1,811",317,17.50%,"1,676",357,21.30%,21.70%,19_177,19.0,2.0,4.0,,
Wapello,"8,030","1,357",16.90%,"8,077","1,995",24.70%,46.20%,19_179,19.0,2.0,4.0,,
