col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
BOTH,6193972,7ddf754f-d193-4cc9-b351-99906754a03b,1417812,,,"Frontopsylla spadix cansa Rothschild, 1932","Rothschild, 1932",Frontopsylla spadix cansa,Frontopsylla,spadix,cansa,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Leptopsyllidae,Frontopsylla,duplicate
BOTH,5051034,7ddf754f-d193-4cc9-b351-99906754a03b,1418659,,,"Neopsylla marleaneae Lewis, 1971","Lewis, 1971",Neopsylla marleaneae,Neopsylla,marleaneae,,species,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Neopsylla,duplicate
BOTH,1417246,7ddf754f-d193-4cc9-b351-99906754a03b,1417236,,,"Nosopsyllus ziarus Klein, 1963","Klein, 1963",Nosopsyllus ziarus,Nosopsyllus,ziarus,,species,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus,duplicate
BOTH,1416490,7ddf754f-d193-4cc9-b351-99906754a03b,1416477,,,"Parapsyllus heardi De Meillon, 1952","De Meillon, 1952",Parapsyllus heardi,Parapsyllus,heardi,,species,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Rhopalopsyllidae,Parapsyllus,duplicate
BOTH,5051030,7ddf754f-d193-4cc9-b351-99906754a03b,5051028,,,"Ctenophthalmus bifidatus mancus Beaucournu & Ohran, 1986","Beaucournu & Ohran, 1986",Ctenophthalmus bifidatus mancus,Ctenophthalmus,bifidatus,mancus,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus,duplicate
BOTH,5051000,7ddf754f-d193-4cc9-b351-99906754a03b,5050990,,,"Ctenophthalmus agyrtes bosnicus Wagner, 1930","Wagner, 1930",Ctenophthalmus agyrtes bosnicus,Ctenophthalmus,agyrtes,bosnicus,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus,duplicate
BOTH,6194326,7ddf754f-d193-4cc9-b351-99906754a03b,1416887,,,"Myoxopsylla laverani traubi Lewis, 1966","Lewis, 1966",Myoxopsylla laverani traubi,Myoxopsylla,laverani,traubi,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Myoxopsylla,duplicate
BOTH,6194128,7ddf754f-d193-4cc9-b351-99906754a03b,1416999,,,"Megabothris clantoni johnsoni Hubbard, 1949","Hubbard, 1949",Megabothris clantoni johnsoni,Megabothris,clantoni,johnsoni,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Megabothris,duplicate
BOTH,6194127,7ddf754f-d193-4cc9-b351-99906754a03b,1416999,,,"Megabothris clantoni princei Hubbard, 1949","Hubbard, 1949",Megabothris clantoni princei,Megabothris,clantoni,princei,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Megabothris,duplicate
BOTH,5050876,7ddf754f-d193-4cc9-b351-99906754a03b,5050874,,,"Ctenophthalmus costai libanensis Lewis, 1970","Lewis, 1970",Ctenophthalmus costai libanensis,Ctenophthalmus,costai,libanensis,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus,duplicate
BOTH,6193948,7ddf754f-d193-4cc9-b351-99906754a03b,1417827,,,"Frontopsylla megasinus acutus Li Kueichen & Chen Ningui, 1974","Li Kueichen & Chen Ningui, 1974",Frontopsylla megasinus acutus,Frontopsylla,megasinus,acutus,subspecies,,,accepted,,,Animalia,Arthropoda,Insecta,Siphonaptera,Leptopsyllidae,Frontopsylla,duplicate
BOTH,10014655,de8934f4-a136-481c-a87a-b0b202b80a31,9770335,6194297.0,,Malaraeus penicilliger penicilliger,,Malaraeus penicilliger penicilliger,Malaraeus,penicilliger,penicilliger,subspecies,,,misapplied,,,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Amalaraeus,misapplied
