col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
1,faire,Poss0,amitiés,+,-,+,-,-,-
2,faire,le,amour,+,-,+,-,-,-
3,faire,<E>,appel,-,+,-,+,-,-
4,faire,le,article,+,-,+,-,-,-
5,faire,<E>,attention,+,+,+,-,-,-
6,faire,<E>,barrage,+,+,+,+,-,-
7,faire,une,beauté,+,-,+,-,-,-
8,faire,<E>,besoin,+,-,+,+,-,-
9,faire,<E>,bouclier,+,+,+,+,-,-
10,faire,<E>,cadeau,+,-,+,-,-,+
11,faire,les,cartes,+,-,+,-,-,-
12,faire,la,charité,+,-,+,-,-,-
13,faire,du,charme,+,-,+,-,-,-
14,faire,la,chasse,+,+,+,-,-,-
15,faire,la,classe,+,-,+,-,-,-
16,faire,<E>,compagnie,+,-,+,-,-,-
17,faire,des,complications,+,-,+,-,-,-
18,faire,<E>,confiance,+,+,+,-,-,-
19,faire,<E>,contrepoids,+,+,+,+,-,-
20,faire,les,cornes,+,-,+,-,-,-
21,faire,du,coude,+,-,+,-,-,-
22,faire,<E>,défaut,+,+,+,+,-,-
23,faire,des,difficultés,+,-,+,-,-,-
24,faire,<E>,droit,+,+,+,-,-,+
25,faire,<E>,drôle,-,-,-,+,+,-
26,faire,<E>,échec,+,+,+,+,-,-
27,faire,<E>,écho,+,+,+,+,-,-
28,faire,la,école,+,-,+,-,-,-
29,faire,<E>,écran,+,+,+,+,-,-
30,faire,<E>,écueil,+,+,+,+,+,-
31,faire,des,embarras,+,-,+,-,-,-
32,faire,<E>,envie,+,-,+,+,+,-
33,faire,<E>,exception,-,+,+,+,-,-
34,faire,<E>,face,+,+,+,+,-,-
35,faire,<E>,face,+,+,+,-,-,-
36,faire,des,façons,+,-,+,-,-,-
37,faire,<E>,faute,+,-,-,+,-,-
38,faire,<E>,fête,+,-,+,-,-,-
39,faire,<E>,front,-,+,-,+,-,-
40,faire,<E>,front,+,+,+,-,-,-
41,faire,<E>,gaffe,+,+,+,-,-,-
42,faire,du,genou,+,-,+,-,-,-
43,faire,<E>,grâce,+,-,+,-,-,+
44,faire,la,gueule,+,-,+,-,-,-
45,faire,<E>,guili-guili,+,-,+,-,-,-
46,faire,la,haie,+,-,+,-,-,-
47,faire,<E>,hommage,+,-,+,-,-,+
48,faire,<E>,honneur,-,+,+,-,-,-
49,faire,<E>,honneur,+,-,+,+,+,-
50,faire,<E>,justice,+,-,+,+,-,+
51,faire,<E>,justice,+,-,+,-,-,-
52,faire,la,leçon,+,-,+,-,-,-
53,faire,la,lippe,+,-,+,-,-,-
54,faire,la,loi,+,-,+,-,-,-
55,faire,la,main,+,-,-,+,+,-
56,faire,la,mine,+,-,+,-,-,+
57,faire,<E>,minette,+,-,+,-,-,-
58,faire,<E>,miroir,-,+,-,+,-,-
59,faire,des,misères,+,-,+,-,-,-
60,faire,<E>,mystère,+,-,+,-,-,+
61,faire,la,nique,+,-,+,-,-,-
62,faire,<E>,obstacle,+,+,+,+,+,-
63,faire,de le,oeil,+,-,+,-,-,-
64,faire,<E>,ombrage,+,-,+,+,+,-
65,faire,<E>,opposition,-,+,+,-,-,-
66,faire,<E>,part,+,-,+,-,-,-
67,faire,la,peau,+,-,+,-,-,-
68,faire,<E>,pendant,+,+,+,+,-,-
69,faire,<E>,pièce,+,+,+,-,-,-
70,faire,du,pied,+,-,+,-,-,-
71,faire,les,pieds,+,-,-,+,+,-
72,faire,la,pige,+,-,+,-,-,-
73,faire,<E>,place,+,+,+,+,-,-
74,faire,les,poches,+,-,+,-,-,-
75,faire,<E>,présent,+,-,+,-,-,+
76,faire,un,prix,+,-,+,-,-,-
77,faire,<E>,problème,+,-,+,+,+,-
78,faire,du,profit,+,-,-,+,-,-
79,faire,<E>,quelque chose,+,-,+,+,+,-
80,faire,les,questions et réponses,+,-,+,-,-,-
81,faire,de la,séduction,+,-,+,-,-,-
82,faire,un,sort,+,+,+,-,-,-
83,faire,Poss0,sujétion,+,-,+,-,-,-
84,faire,la,tête,+,-,+,-,-,-
85,faire,<E>,tort,+,+,+,+,+,-
86,faire,<E>,tremplin,+,-,+,+,-,-
87,faire,<E>,trêve,-,+,+,-,-,-
88,faire,de le,usage,+,-,-,+,-,-
89,faire,la,vie,+,-,+,-,-,-
