col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
int,int,int,varchar,varchar,int,int,int,int,int,varchar,int,varchar,varchar,int,varchar,varchar,varchar,int,varchar
cs,cs,c,c,c,cs,cs,cs,cs,cs,cs,cs,cs,cs,cs,c,c,c,cs,c
ID(CS),商店id(CS),商品位置(C),首充描述(C),非首充描述(C),商品类型0普通1月卡2礼包(CS),"限购刷新周期,1=永久限购,2=每月限购,3=每周限购,4=每日限购(CS)",限购次数(CS),需要玩家满足等级(CS),需要人民币(CS),非首充获得物品(CS),首充双倍(CS),"额外获得物品{类型,id,星级,数量}(CS)",每日获得奖励(CS),持续天数(CS),商品名称(C),商品图标(C),商品描述(C),"是否显示倒计时,0=否,1=是(CS)",背景图(C)
1,3,1,首充另赠60秘钻,,0,-1,-1,0,6,"{{1,10,0,60}}",1,{},{},-1,几颗秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
2,3,2,首充另赠300秘钻,额外赠送30秘钻,0,-1,-1,0,30,"{{1,10,0,300}}",1,"{{1,10,0,30}}",{},-1,一小袋秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
3,3,3,首充另赠680秘钻,额外赠送68秘钻,0,-1,-1,0,68,"{{1,10,0,680}}",1,"{{1,10,0,68}}",{},-1,一大袋秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
4,3,4,首充另赠1280秘钻,额外赠送128秘钻,0,-1,-1,0,128,"{{1,10,0,1280}}",1,"{{1,10,0,128}}",{},-1,一小盒秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
5,3,5,首充另赠1980秘钻,额外赠送198秘钻,0,-1,-1,0,198,"{{1,10,0,1980}}",1,"{{1,10,0,198}}",{},-1,一大盒秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
6,3,6,首充另赠3280秘钻,额外赠送328秘钻,0,-1,-1,0,328,"{{1,10,0,3280}}",1,"{{1,10,0,328}}",{},-1,一小箱秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
7,3,7,首充另赠6480秘钻,额外赠送648秘钻,0,-1,-1,0,648,"{{1,10,0,6480}}",1,"{{1,10,0,648}}",{},-1,一大箱秘钻,icon_diamond_1,购买可以获得%s秘钻。,0,comm_board_goods_orange_01
8,5,1,,,1,-1,-1,0,30,"{{1,10,0,300}}",0,{},"{{1,1,0,20},{1,4,0,30},{1,2,0,200}}",30,月卡,icon_draw,购买可以获得300秘钻，每日可以获得20虹晶、30体力和200莱德币,0,comm_board_goods_orange_01
9,5,10,,,2,2,2,0,128,"{{1,5,0,10}}",0,{},{},-1,每月礼包,icon_draw,购买可以获得10张招募券。,0,comm_board_goods_orange_01
10,5,8,,,2,3,1,0,30,"{{1,2,0,200},{1,4,0,50},{6,2,0,5},{6,5,0,5}}",0,{},{},-1,每周礼包,icon_draw,购买可以获得一些物资。,1,comm_board_goods_orange_01
11,5,6,,,2,4,1,0,30,"{{1,2,0,200},{1,4,0,50},{6,2,0,5},{6,5,0,5}}",0,{},{},-1,每日礼包,icon_draw,购买可以获得一些物资。,1,comm_board_goods_orange_01
