col0,col1,col2,col3,col4,col5,col6,col7
ANH,B95020,dwr_ncro,T,T,D12A,B95020,ANH
ANH,ANH,dwr_des,T,T,D12A,,ANH
BEN,B94175,dwr_ncro,T,T,,B94175,BEN
CCS,CCS,usbr,T,T,,,CCS
CIS,B95290,dwr_ncro,T,T,,B95290,CIS
CLC,CLC,dwr_om,T,T,C9,,CLC
DBI,B95260,dwr_ncro,T,T,,B95260,DBI
DGL,B95325,dwr_ncro,T,T,,B95325,DGL
EMM2,B91120,dwr_ncro,T,T,,B91120,
EMM,EMM,usbr,T,T,D22A,,EMM
FRP,FRP,usbr,T,T,,,FRP
GCT,B95300,dwr_ncro,T,T,,B95300,GCT
GLN,GLN,usbr,T,T,,,GLN
HBP,HBP,dwr,T,T,,,HBP
HLL,HLL,usbr,T,T,,,HLL
HRO,HRO,dwr,T,T,,,HRO
IDB,IDB,ccwd,T,T,,,IDB
INB,INB,ccwd,T,T,,,INB
ISH,B95283,dwr,T,T,,B95283,ISH
JER,JER,usbr,T,T,D15,,JER
MAL,MAL,dwr_des,T,T,D10A,,MAL
MHR,B95530,dwr_ncro,T,T,,B95530,MHR
MSD,B95820,dwr_ncro,T,T,C7A,B95820,MSD
MSD,MSD,dwr_des,T,T,C7A,B95820,MSD
MTB,B95503,dwr_ncro,T,T,,B95503,MTB
OAD,B95366,dwr_ncro,T,T,,B95366,OAD
OBD,B95365,dwr_ncro,T,T,,B95365,OBD
BAC,B95250,dwr_ncro,T,T,,B95250,BAC
OH1,B95400,dwr_ncro,T,T,,B95400,OH1
ORB,B95270,dwr_ncro,T,T,,B95270,ORB
PPT,PPT,dwr_des,T,T,D29,,PPT
RSL,B95218,dwr,T,T,,B95218,RSL
SAL,SAL,usbr,T,T,C4,,SAL
SJR,SJR,dwr_des,T,T,C10A,,SJR
STI,STI,usbr,T,T,C13,,STI
TMS,B91160,dwr_ncro,T,T,,B91160,TMS
TPI,B95421,dwr_ncro,T,T,,B95421,TPI
TPP,B95425,dwr_ncro,T,T,,B95425,TPP
TPS,B95420,dwr_ncro,T,T,,B95420,TPS
TRP,TRP,dwr_om,T,T,,,TRP
UNI,UNI,usbr,T,T,C8,,UNI
VIC,VIC,usbr,T,T,,,VIC
BKS,BKS,dwr,T,T,,,BKS
VNI,B95580,dwr,T,T,,B95580,VNI
CSE,CSE,dwr_des,T,T,C2B,,CSE
C3A,SRH,dwr_des,T,T,C3A,,SRH
D11,D11,dwr,T,T,D11,,
D16,D16,dwr,T,T,,B9D80581401,
D19,D19,dwr,T,T,,,
RVB,RVB,dwr_des,T,T,D24A,B91212,RVB
MRZ,MRZ,dwr_des,T,T,C6A,,MRZ
SNC,SNC,dwr_des,T,T,S21,,SNC
GYS,GYS,dwr_des,T,T,S35,,GYS
VOL,VOL,dwr_des,T,T,S42,,VOL
BDL,BDL,dwr_des,T,T,S49,,BDL
IBS,IBS,dwr_des,T,T,S97,,IBS
LIS,B91560,dwr_ncro,T,T,,B91560,LIS
WCI,WCI,dwr_ncro,T,T,,B95338,WCI
ORI,B95341,dwr_ncro,T,T,,B95341,ORI
RCS,RCS,dwr_ncro,T,T,,,RCS
NSL,E33670,dwr_ncro,T,T,S64,E33670,NSL
SJL,B95765,dwr_ncro,T,T,,B95765,SJL
BDT,B95740,dwr_ncro,T,T,,B95740,BDT
RRI,B95660,dwr_ncro,T,T,,B95660,RRI
RRI,RRI,dwr_des,T,T,,B95660,RRI
MRU,B95541,dwr_ncro,T,T,,B95541,MRU
OLD,B95380,dwr_ncro,T,T,P12,B95380,OLD
SHAM,s08010,noaa,T,T,,,
TIBC1,tibc1,noaa,T,T,,,
SCQC1,scqc1,noaa,T,T,,,
SFFPX,9414290,noaa,T,T,,,
AAMC1,9414750,noaa,T,T,,,
SMBR,9414458,noaa,T,T,,,
RTYC1,9414523,noaa,T,T,,,
DUMBR2,9414509,noaa,T,T,,,
COYCR2,9414575,noaa,T,T,,,
RICHM,9414863,noaa,T,T,,,
ANC,ANC,usbr,T,T,,,ANC
CLL,CLL,usbr,T,T,,,CLL
CNT,CNT,usbr,T,T,C5,,CNT
PTS,PTS,usbr,T,T,,,PTS
RIV,RIV,usbr,T,T,D24A,,RIV
VER,VER,usbr,T,T,C10,,VER
PCT,PCT,usbr,T,T,C14,,PCT
MATEO,11162765,usgs,T,T,,,
GUAD,11169025,usgs,T,T,,,
COYCR,11172175,usgs,T,T,,,
VNS,11303500,usgs,T,T,,,VNS
SJG,11304810,usgs,T,T,,,SJG
TRN2,11311300,usgs,T,T,,,TRN
VCU,11312672,usgs,T,T,,,VCU
MDM,11312676,usgs,T,T,,,MDM
HLT,11312685,usgs,T,T,,,HLT
ODM,11312968,usgs,T,T,,,ODM
GLC,11313200,usgs,T,T,,,GLC
OH4,11313315,usgs,T,T,,,OH4
OBI,11313405,usgs,T,T,,,OBI
HOL,11313431,usgs,T,T,,,HOL
DSJ,11313433,usgs,T,T,,,DSJ
ORQ,11313434,usgs,T,T,,,ORQ
FAL,11313440,usgs,T,T,,,FAL
OSJ,11313452,usgs,T,T,,,OSJ
PRI,11313460,usgs,T,T,,,PRI
DLC ,11336600,usgs,T,T,,,DLC 
LPS,11336790,usgs,T,T,,,LPS
MOK,11336930,usgs,T,T,,,MOK
TSL,11337080,usgs,T,T,,,TSL
SJJ,11337190,usgs,T,T,,,SJJ
FPT,11447650,usgs,T,T,,,FPT
SUT,11447830,usgs,T,T,,,SUT
SSS,11447850,usgs,T,T,,,SSS
SDC,11447890,usgs,T,T,,,SDC
GSS,11447903,usgs,T,T,,,GSS
GES,11447905,usgs,T,T,,,GES
LBTOE,11455140,usgs,T,T,,,
LIBC,11455147,usgs,T,T,,,
HWB,11455165,usgs,T,T,,,HWB
SHAG,11455276,usgs,T,T,,,
DWS,11455335,usgs,T,T,,,DWS
RYI,11455350,usgs,T,T,,,RYI
SRV,11455420,usgs,T,T,,,SRV
BENBR,11455780,usgs,T,T,,,
CARQB,11455820,usgs,T,T,,,
NAPR,11458000,usgs,T,T,,,
PETR,11459150,usgs,T,T,,,
DUMBR,'373025122065901,usgs,T,T,,,
RICHB,'375607122264701,usgs,T,T,,,
MARE,9415218,noaa,T,T,,,
CROCK,9415143,noaa,T,T,,,
PTCHI,9415144,noaa,T,T,,,
BRAD,9414811,noaa,T,T,,,
MIFW,9415112,noaa,T,T,,,
ANTN,9415064,noaa,T,T,,,
RVNO,9415316,noaa,T,T,,,
RINDG,B95620,dwr_ncro,T,T,,B95620,
IST,A02100,dwr_ncro,T,T,,A02100,IST
GEMOK,B94100,dwr_ncro,T,T,,B94100,
SWE,B91650,dwr_ncro,T,T,,B91650,SWE
SNOD,B91750,dwr_ncro,T,T,,B91750,
SR3,B95060,dwr_ncro,T,T,,B95060,SR3
TSS,B9506100,dwr_ncro,F,T,,B9506100,TSS
GLAB,B95310,dwr_ncro,T,T,,B95310,
ORCCF,B95340,dwr_ncro,T,T,,B95340,
BIR,B95460,dwr_ncro,T,T,,B95460,BIR
MDMZQ,B95468,dwr_ncro,T,T,,B95468,
MUP,B95500,dwr_ncro,T,T,,B95500,MUP
