col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,,BATTERY-AA,BATTERY-AA,BT1,Battery - Single Cell,,,,,BATT-08316,PRT-07949,
2,,SKTDLDE010-T-SWITCH,T-SWITCH-ALPS-2,"SW2, SW3",,,,,,,,
1,,USBMINIBLARGE,USB-MINIB_LARGER,J1,USB Connectors,,,,,,,
6,0(1%),R-EU_R0603,R0603,"R11, R13, R17, R18, R22, R23","RESISTOR, European symbol",,,,,,,
4,100k(1%),R-EU_R0603,R0603,"R1, R2, R4, R5","RESISTOR, European symbol",,,,,,,
3,100nF/25V(10%),C-EUC0603,C0603,"C9, C12, C13","CAPACITOR, European symbol",,,,,,,
1,100uF/6.3V(20%),C-EUC0805,C0805,C5,"CAPACITOR, European symbol",,,,,,,
3,10k(1%),R-EU_R0603,R0603,"R12, R15, R16","RESISTOR, European symbol",,,,,,,
1,10uF/10V(10%),C-EUC0603,C0603,C4,"CAPACITOR, European symbol",,,,,,,
3,10uF/25V(10%),C-EUC0603,C0603,"C1, C10, C11","CAPACITOR, European symbol",,,,,,,
1,10uF/6.3V(10%),C-EUC0603,C0603,C2,"CAPACITOR, European symbol",,,,,,,
1,1k(1%),R-EU_R0603,R0603,R6,"RESISTOR, European symbol",,,,,,,
3,1uF/10V(10%),C-EUC0603,C0603,"C3, C6, C7","CAPACITOR, European symbol",,,,,,,
1,270(1%),R-EU_R0603,R0603,R9,"RESISTOR, European symbol",,,,,,,
1,330(1%),R-EU_R0603,R0603,R10,"RESISTOR, European symbol",,,,,,,
1,470(1%),R-EU_R0603,R0603,R21,"RESISTOR, European symbol",,,,,,,
1,750(1%),R-EU_R0603,R0603,R8,"RESISTOR, European symbol",,,,,,,
1,AP2112-3.3,VREG_SOT23-5,SOT23-5,U1,SOT23-5 Fixed Voltage Regulators,,,,,,,
1,BUTTON,TACTILE-SWITCH-7914G,7914G,SW1,"Tactile Switch 4 Pins, SPST NO",,,,,,,
1,CP2102,CP2102,MLP28,U4,Single-Chip USB to UART Bridge,FARNELL,CP2102-GM,9282130.0,30K5635,,,
1,DMN2058U,MOSFET-NREFLOW,SOT23-R,Q4,N-Channel Mosfet,,,,,,,
1,DMP2045U,MOSFET-P,SOT23-R,Q1,P-Channel Mosfet,,,,,,,
1,DNP,C-EUC0603,C0603,C8,"CAPACITOR, European symbol",,,,,,,
5,DNP,R-EU_R0603,R0603,"R3, R7, R14, R19, R20","RESISTOR, European symbol",,,,,,,
1,ESP-WROOM-03,ESP-WROOM-03,ESP-WROOM-03,U3,,,,,,,,
1,MBR120,MBR0520LT,SOD123,D1,SCHOTTKY BARRIER RECTIFIER,,,,,,,
1,MCP73831T-2ACI/OT,MCP73831,SOT23-5,U2,"MCP73831 Miniature Single-Cell, Fully Integrated Li-Ion, Li-Polymer Charge Management Controllers",,,,,,,
1,ORANGE,LED0805_NOOUTLINE,CHIPLED_0805_NOOUTLINE,LED1,LED,,,,,,,
1,SML-LX0404,SML-LX0404,LED_RGB,LED2,,,,,,,,
2,mmbt2222,TRANSISTOR_NPN,SOT23-R,"Q2, Q3",NPN Transistor,,,,,,,
